
==============================================================
  Advanced Analysis: 20260517_200406_mp_hs_S10_Vid13_bright.csv
  signal_col=hs_fear  threshold=0.7  min_frames=10  window=15fr  fill=65%
  pad_start=-0.5s  pad_end=+1.0s
==============================================================
  Precision : 100.00%  (how clean are your triggers?)
  Recall    : 44.44%  (how many scares did you catch?)
  F1-Score  : 0.6154
  Triggers  : 6 total  (0 FP / 6 hit-any-GT)
  GT Events : 4/9 caught  (0 excluded from scoring)

--- Recall by Label (scoreable) ---
label  caught  total recall_%
 Fear       4      9      44%

--- Missed Events (False Negatives) ---
 time label  peak_hs_fear  mean_hs_fear face_detected_%
02:11  Fear         0.664         0.143            100%
03:19  Fear         0.390         0.134            100%
03:34  Fear         0.487         0.054            100%
04:50  Fear         0.693         0.327            100%
06:30  Fear         0.537         0.256            100%

======================================================================
  === Formula: hs_fear (hs_fear) ===
  pad_start=0.5s  pad_end=1.0s  fill_ratio=65%
======================================================================
 Thresh   MinFr    Win      Prec       Rec        F1   Triggers
   0.80       5     10     0.00%     0.00%    0.0000          0 <-- BEST F1
   0.80       5     15     0.00%     0.00%    0.0000          0 <-- BEST F1
   0.80       5     20     0.00%     0.00%    0.0000          0 <-- BEST F1
   0.80       8  strict     0.00%     0.00%    0.0000          0 <-- BEST F1
   0.80       8     10     0.00%     0.00%    0.0000          0 <-- BEST F1
   0.80       8     15     0.00%     0.00%    0.0000          0 <-- BEST F1
   0.80       8     20     0.00%     0.00%    0.0000          0 <-- BEST F1
   0.80      10  strict     0.00%     0.00%    0.0000          0 <-- BEST F1
   0.80      10     10     0.00%     0.00%    0.0000          0 <-- BEST F1
   0.80      10     15     0.00%     0.00%    0.0000          0 <-- BEST F1
   0.80      10     20     0.00%     0.00%    0.0000          0 <-- BEST F1
   0.80      12  strict     0.00%     0.00%    0.0000          0 <-- BEST F1
   0.80      12     10     0.00%     0.00%    0.0000          0 <-- BEST F1
   0.80      12     15     0.00%     0.00%    0.0000          0 <-- BEST F1
   0.80      12     20     0.00%     0.00%    0.0000          0 <-- BEST F1
   0.80      15  strict     0.00%     0.00%    0.0000          0 <-- BEST F1
   0.80      15     10     0.00%     0.00%    0.0000          0 <-- BEST F1
   0.80      15     15     0.00%     0.00%    0.0000          0 <-- BEST F1
   0.80      15     20     0.00%     0.00%    0.0000          0 <-- BEST F1

======================================================================
  === Formula: f0 (f0) ===
  pad_start=0.5s  pad_end=1.0s  fill_ratio=65%
======================================================================
 Thresh   MinFr    Win      Prec       Rec        F1   Triggers
   0.40       5  strict     8.82%   100.00%    0.1622        102
   0.40       5     10    15.25%   100.00%    0.2647         59
   0.40       5     15    18.00%   100.00%    0.3051         50
   0.40       5     20    21.05%    88.89%    0.3404         38
   0.40       8  strict    10.67%    88.89%    0.1905         75
   0.40       8     10    15.25%   100.00%    0.2647         59
   0.40       8     15    18.00%   100.00%    0.3051         50
   0.40       8     20    21.05%    88.89%    0.3404         38
   0.40      10  strict    13.11%    88.89%    0.2286         61
   0.40      10     10    15.25%   100.00%    0.2647         59
   0.40      10     15    18.00%   100.00%    0.3051         50
   0.40      10     20    21.05%    88.89%    0.3404         38
   0.40      12  strict    14.04%    88.89%    0.2424         57
   0.40      12     10    15.52%   100.00%    0.2687         58
   0.40      12     15    18.00%   100.00%    0.3051         50
   0.40      12     20    21.05%    88.89%    0.3404         38
   0.40      15  strict    15.69%    88.89%    0.2667         51
   0.40      15     10    16.36%   100.00%    0.2812         55
   0.40      15     15    18.00%   100.00%    0.3051         50
   0.40      15     20    21.05%    88.89%    0.3404         38

   0.50       5  strict     8.99%    88.89%    0.1633         89
   0.50       5     10    14.55%    88.89%    0.2500         55
   0.50       5     15    21.62%    88.89%    0.3478         37
   0.50       5     20    25.81%    88.89%    0.4000         31
   0.50       8  strict    12.70%    88.89%    0.2222         63
   0.50       8     10    14.55%    88.89%    0.2500         55
   0.50       8     15    21.62%    88.89%    0.3478         37
   0.50       8     20    25.81%    88.89%    0.4000         31
   0.50      10  strict    13.46%    77.78%    0.2295         52
   0.50      10     10    14.55%    88.89%    0.2500         55
   0.50      10     15    21.62%    88.89%    0.3478         37
   0.50      10     20    25.81%    88.89%    0.4000         31
   0.50      12  strict    16.67%    77.78%    0.2745         42
   0.50      12     10    14.81%    88.89%    0.2540         54
   0.50      12     15    21.62%    88.89%    0.3478         37
   0.50      12     20    25.81%    88.89%    0.4000         31
   0.50      15  strict    20.59%    77.78%    0.3256         34
   0.50      15     10    16.00%    88.89%    0.2712         50
   0.50      15     15    21.62%    88.89%    0.3478         37
   0.50      15     20    25.81%    88.89%    0.4000         31

   0.60       5  strict    23.33%    77.78%    0.3590         30
   0.60       5     10    30.43%    77.78%    0.4375         23
   0.60       5     15    35.00%    77.78%    0.4828         20
   0.60       5     20    41.18%    77.78%    0.5385         17
   0.60       8  strict    31.82%    77.78%    0.4516         22
   0.60       8     10    30.43%    77.78%    0.4375         23
   0.60       8     15    35.00%    77.78%    0.4828         20
   0.60       8     20    41.18%    77.78%    0.5385         17
   0.60      10  strict    43.75%    77.78%    0.5600         16
   0.60      10     10    30.43%    77.78%    0.4375         23
   0.60      10     15    35.00%    77.78%    0.4828         20
   0.60      10     20    41.18%    77.78%    0.5385         17
   0.60      12  strict    53.85%    77.78%    0.6364         13
   0.60      12     10    30.43%    77.78%    0.4375         23
   0.60      12     15    35.00%    77.78%    0.4828         20
   0.60      12     20    41.18%    77.78%    0.5385         17
   0.60      15  strict    70.00%    77.78%    0.7368         10 <-- BEST F1
   0.60      15     10    33.33%    77.78%    0.4667         21
   0.60      15     15    35.00%    77.78%    0.4828         20
   0.60      15     20    41.18%    77.78%    0.5385         17

   0.70       5  strict    66.67%    66.67%    0.6667          9
   0.70       5     10    75.00%    66.67%    0.7059          8
   0.70       5     15   100.00%    55.56%    0.7143          5
   0.70       5     20   100.00%    55.56%    0.7143          5
   0.70       8  strict   100.00%    55.56%    0.7143          5
   0.70       8     10    75.00%    66.67%    0.7059          8
   0.70       8     15   100.00%    55.56%    0.7143          5
   0.70       8     20   100.00%    55.56%    0.7143          5
   0.70      10  strict   100.00%    55.56%    0.7143          5
   0.70      10     10    75.00%    66.67%    0.7059          8
   0.70      10     15   100.00%    55.56%    0.7143          5
   0.70      10     20   100.00%    55.56%    0.7143          5
   0.70      12  strict   100.00%    55.56%    0.7143          5
   0.70      12     10    75.00%    66.67%    0.7059          8
   0.70      12     15   100.00%    55.56%    0.7143          5
   0.70      12     20   100.00%    55.56%    0.7143          5
   0.70      15  strict   100.00%    44.44%    0.6154          4
   0.70      15     10    75.00%    66.67%    0.7059          8
   0.70      15     15   100.00%    55.56%    0.7143          5
   0.70      15     20   100.00%    55.56%    0.7143          5

   0.80       5  strict   100.00%    11.11%    0.2000          1
   0.80       5     10   100.00%    11.11%    0.2000          1
   0.80       5     15   100.00%    11.11%    0.2000          1
   0.80       5     20   100.00%    11.11%    0.2000          1
   0.80       8  strict   100.00%    11.11%    0.2000          1
   0.80       8     10   100.00%    11.11%    0.2000          1
   0.80       8     15   100.00%    11.11%    0.2000          1
   0.80       8     20   100.00%    11.11%    0.2000          1
   0.80      10  strict   100.00%    11.11%    0.2000          1
   0.80      10     10   100.00%    11.11%    0.2000          1
   0.80      10     15   100.00%    11.11%    0.2000          1
   0.80      10     20   100.00%    11.11%    0.2000          1
   0.80      12  strict   100.00%    11.11%    0.2000          1
   0.80      12     10   100.00%    11.11%    0.2000          1
   0.80      12     15   100.00%    11.11%    0.2000          1
   0.80      12     20   100.00%    11.11%    0.2000          1
   0.80      15  strict   100.00%    11.11%    0.2000          1
   0.80      15     10   100.00%    11.11%    0.2000          1
   0.80      15     15   100.00%    11.11%    0.2000          1
   0.80      15     20   100.00%    11.11%    0.2000          1

======================================================================
  === Formula: f1 (f1) ===
  pad_start=0.5s  pad_end=1.0s  fill_ratio=65%
======================================================================
 Thresh   MinFr    Win      Prec       Rec        F1   Triggers
   0.40       5  strict    83.33%    55.56%    0.6667          6
   0.40       5     10    85.71%    66.67%    0.7500          7 <-- BEST F1
   0.40       5     15   100.00%    55.56%    0.7143          5
   0.40       5     20   100.00%    55.56%    0.7143          5
   0.40       8  strict   100.00%    55.56%    0.7143          5
   0.40       8     10    85.71%    66.67%    0.7500          7 <-- BEST F1
   0.40       8     15   100.00%    55.56%    0.7143          5
   0.40       8     20   100.00%    55.56%    0.7143          5
   0.40      10  strict   100.00%    55.56%    0.7143          5
   0.40      10     10    85.71%    66.67%    0.7500          7 <-- BEST F1
   0.40      10     15   100.00%    55.56%    0.7143          5
   0.40      10     20   100.00%    55.56%    0.7143          5
   0.40      12  strict   100.00%    55.56%    0.7143          5
   0.40      12     10    83.33%    55.56%    0.6667          6
   0.40      12     15   100.00%    55.56%    0.7143          5
   0.40      12     20   100.00%    55.56%    0.7143          5
   0.40      15  strict   100.00%    55.56%    0.7143          5
   0.40      15     10   100.00%    55.56%    0.7143          5
   0.40      15     15   100.00%    55.56%    0.7143          5
   0.40      15     20   100.00%    55.56%    0.7143          5

   0.50       5  strict   100.00%    33.33%    0.5000          3
   0.50       5     10   100.00%    33.33%    0.5000          3
   0.50       5     15   100.00%    33.33%    0.5000          3
   0.50       5     20   100.00%    33.33%    0.5000          3
   0.50       8  strict   100.00%    33.33%    0.5000          3
   0.50       8     10   100.00%    33.33%    0.5000          3
   0.50       8     15   100.00%    33.33%    0.5000          3
   0.50       8     20   100.00%    33.33%    0.5000          3
   0.50      10  strict   100.00%    33.33%    0.5000          3
   0.50      10     10   100.00%    33.33%    0.5000          3
   0.50      10     15   100.00%    33.33%    0.5000          3
   0.50      10     20   100.00%    33.33%    0.5000          3
   0.50      12  strict   100.00%    33.33%    0.5000          3
   0.50      12     10   100.00%    33.33%    0.5000          3
   0.50      12     15   100.00%    33.33%    0.5000          3
   0.50      12     20   100.00%    33.33%    0.5000          3
   0.50      15  strict   100.00%    22.22%    0.3636          2
   0.50      15     10   100.00%    33.33%    0.5000          3
   0.50      15     15   100.00%    33.33%    0.5000          3
   0.50      15     20   100.00%    33.33%    0.5000          3

   0.60       5  strict   100.00%    11.11%    0.2000          1
   0.60       5     10   100.00%    11.11%    0.2000          1
   0.60       5     15   100.00%    11.11%    0.2000          1
   0.60       5     20   100.00%    11.11%    0.2000          1
   0.60       8  strict   100.00%    11.11%    0.2000          1
   0.60       8     10   100.00%    11.11%    0.2000          1
   0.60       8     15   100.00%    11.11%    0.2000          1
   0.60       8     20   100.00%    11.11%    0.2000          1
   0.60      10  strict   100.00%    11.11%    0.2000          1
   0.60      10     10   100.00%    11.11%    0.2000          1
   0.60      10     15   100.00%    11.11%    0.2000          1
   0.60      10     20   100.00%    11.11%    0.2000          1
   0.60      12  strict   100.00%    11.11%    0.2000          1
   0.60      12     10   100.00%    11.11%    0.2000          1
   0.60      12     15   100.00%    11.11%    0.2000          1
   0.60      12     20   100.00%    11.11%    0.2000          1
   0.60      15  strict   100.00%    11.11%    0.2000          1
   0.60      15     10   100.00%    11.11%    0.2000          1
   0.60      15     15   100.00%    11.11%    0.2000          1
   0.60      15     20   100.00%    11.11%    0.2000          1

   0.70       5  strict     0.00%     0.00%    0.0000          0
   0.70       5     10     0.00%     0.00%    0.0000          0
   0.70       5     15     0.00%     0.00%    0.0000          0
   0.70       5     20     0.00%     0.00%    0.0000          0
   0.70       8  strict     0.00%     0.00%    0.0000          0
   0.70       8     10     0.00%     0.00%    0.0000          0
   0.70       8     15     0.00%     0.00%    0.0000          0
   0.70       8     20     0.00%     0.00%    0.0000          0
   0.70      10  strict     0.00%     0.00%    0.0000          0
   0.70      10     10     0.00%     0.00%    0.0000          0
   0.70      10     15     0.00%     0.00%    0.0000          0
   0.70      10     20     0.00%     0.00%    0.0000          0
   0.70      12  strict     0.00%     0.00%    0.0000          0
   0.70      12     10     0.00%     0.00%    0.0000          0
   0.70      12     15     0.00%     0.00%    0.0000          0
   0.70      12     20     0.00%     0.00%    0.0000          0
   0.70      15  strict     0.00%     0.00%    0.0000          0
   0.70      15     10     0.00%     0.00%    0.0000          0
   0.70      15     15     0.00%     0.00%    0.0000          0
   0.70      15     20     0.00%     0.00%    0.0000          0

   0.80       5  strict     0.00%     0.00%    0.0000          0
   0.80       5     10     0.00%     0.00%    0.0000          0
   0.80       5     15     0.00%     0.00%    0.0000          0
   0.80       5     20     0.00%     0.00%    0.0000          0
   0.80       8  strict     0.00%     0.00%    0.0000          0
   0.80       8     10     0.00%     0.00%    0.0000          0
   0.80       8     15     0.00%     0.00%    0.0000          0
   0.80       8     20     0.00%     0.00%    0.0000          0
   0.80      10  strict     0.00%     0.00%    0.0000          0
   0.80      10     10     0.00%     0.00%    0.0000          0
   0.80      10     15     0.00%     0.00%    0.0000          0
   0.80      10     20     0.00%     0.00%    0.0000          0
   0.80      12  strict     0.00%     0.00%    0.0000          0
   0.80      12     10     0.00%     0.00%    0.0000          0
   0.80      12     15     0.00%     0.00%    0.0000          0
   0.80      12     20     0.00%     0.00%    0.0000          0
   0.80      15  strict     0.00%     0.00%    0.0000          0
   0.80      15     10     0.00%     0.00%    0.0000          0
   0.80      15     15     0.00%     0.00%    0.0000          0
   0.80      15     20     0.00%     0.00%    0.0000          0

======================================================================
  === Formula: f2 (f2) ===
  pad_start=0.5s  pad_end=1.0s  fill_ratio=65%
======================================================================
 Thresh   MinFr    Win      Prec       Rec        F1   Triggers
   0.40       5  strict   100.00%    33.33%    0.5000          3 <-- BEST F1
   0.40       5     10   100.00%    33.33%    0.5000          3 <-- BEST F1
   0.40       5     15   100.00%    33.33%    0.5000          3 <-- BEST F1
   0.40       5     20   100.00%    33.33%    0.5000          3 <-- BEST F1
   0.40       8  strict   100.00%    33.33%    0.5000          3 <-- BEST F1
   0.40       8     10   100.00%    33.33%    0.5000          3 <-- BEST F1
   0.40       8     15   100.00%    33.33%    0.5000          3 <-- BEST F1
   0.40       8     20   100.00%    33.33%    0.5000          3 <-- BEST F1
   0.40      10  strict   100.00%    33.33%    0.5000          3 <-- BEST F1
   0.40      10     10   100.00%    33.33%    0.5000          3 <-- BEST F1
   0.40      10     15   100.00%    33.33%    0.5000          3 <-- BEST F1
   0.40      10     20   100.00%    33.33%    0.5000          3 <-- BEST F1
   0.40      12  strict   100.00%    33.33%    0.5000          3 <-- BEST F1
   0.40      12     10   100.00%    33.33%    0.5000          3 <-- BEST F1
   0.40      12     15   100.00%    33.33%    0.5000          3 <-- BEST F1
   0.40      12     20   100.00%    33.33%    0.5000          3 <-- BEST F1
   0.40      15  strict   100.00%    33.33%    0.5000          3 <-- BEST F1
   0.40      15     10   100.00%    33.33%    0.5000          3 <-- BEST F1
   0.40      15     15   100.00%    33.33%    0.5000          3 <-- BEST F1
   0.40      15     20   100.00%    33.33%    0.5000          3 <-- BEST F1

   0.50       5  strict     0.00%     0.00%    0.0000          0
   0.50       5     10     0.00%     0.00%    0.0000          0
   0.50       5     15     0.00%     0.00%    0.0000          0
   0.50       5     20     0.00%     0.00%    0.0000          0
   0.50       8  strict     0.00%     0.00%    0.0000          0
   0.50       8     10     0.00%     0.00%    0.0000          0
   0.50       8     15     0.00%     0.00%    0.0000          0
   0.50       8     20     0.00%     0.00%    0.0000          0
   0.50      10  strict     0.00%     0.00%    0.0000          0
   0.50      10     10     0.00%     0.00%    0.0000          0
   0.50      10     15     0.00%     0.00%    0.0000          0
   0.50      10     20     0.00%     0.00%    0.0000          0
   0.50      12  strict     0.00%     0.00%    0.0000          0
   0.50      12     10     0.00%     0.00%    0.0000          0
   0.50      12     15     0.00%     0.00%    0.0000          0
   0.50      12     20     0.00%     0.00%    0.0000          0
   0.50      15  strict     0.00%     0.00%    0.0000          0
   0.50      15     10     0.00%     0.00%    0.0000          0
   0.50      15     15     0.00%     0.00%    0.0000          0
   0.50      15     20     0.00%     0.00%    0.0000          0

   0.60       5  strict     0.00%     0.00%    0.0000          0
   0.60       5     10     0.00%     0.00%    0.0000          0
   0.60       5     15     0.00%     0.00%    0.0000          0
   0.60       5     20     0.00%     0.00%    0.0000          0
   0.60       8  strict     0.00%     0.00%    0.0000          0
   0.60       8     10     0.00%     0.00%    0.0000          0
   0.60       8     15     0.00%     0.00%    0.0000          0
   0.60       8     20     0.00%     0.00%    0.0000          0
   0.60      10  strict     0.00%     0.00%    0.0000          0
   0.60      10     10     0.00%     0.00%    0.0000          0
   0.60      10     15     0.00%     0.00%    0.0000          0
   0.60      10     20     0.00%     0.00%    0.0000          0
   0.60      12  strict     0.00%     0.00%    0.0000          0
   0.60      12     10     0.00%     0.00%    0.0000          0
   0.60      12     15     0.00%     0.00%    0.0000          0
   0.60      12     20     0.00%     0.00%    0.0000          0
   0.60      15  strict     0.00%     0.00%    0.0000          0
   0.60      15     10     0.00%     0.00%    0.0000          0
   0.60      15     15     0.00%     0.00%    0.0000          0
   0.60      15     20     0.00%     0.00%    0.0000          0

   0.70       5  strict     0.00%     0.00%    0.0000          0
   0.70       5     10     0.00%     0.00%    0.0000          0
   0.70       5     15     0.00%     0.00%    0.0000          0
   0.70       5     20     0.00%     0.00%    0.0000          0
   0.70       8  strict     0.00%     0.00%    0.0000          0
   0.70       8     10     0.00%     0.00%    0.0000          0
   0.70       8     15     0.00%     0.00%    0.0000          0
   0.70       8     20     0.00%     0.00%    0.0000          0
   0.70      10  strict     0.00%     0.00%    0.0000          0
   0.70      10     10     0.00%     0.00%    0.0000          0
   0.70      10     15     0.00%     0.00%    0.0000          0
   0.70      10     20     0.00%     0.00%    0.0000          0
   0.70      12  strict     0.00%     0.00%    0.0000          0
   0.70      12     10     0.00%     0.00%    0.0000          0
   0.70      12     15     0.00%     0.00%    0.0000          0
   0.70      12     20     0.00%     0.00%    0.0000          0
   0.70      15  strict     0.00%     0.00%    0.0000          0
   0.70      15     10     0.00%     0.00%    0.0000          0
   0.70      15     15     0.00%     0.00%    0.0000          0
   0.70      15     20     0.00%     0.00%    0.0000          0

   0.80       5  strict     0.00%     0.00%    0.0000          0
   0.80       5     10     0.00%     0.00%    0.0000          0
   0.80       5     15     0.00%     0.00%    0.0000          0
   0.80       5     20     0.00%     0.00%    0.0000          0
   0.80       8  strict     0.00%     0.00%    0.0000          0
   0.80       8     10     0.00%     0.00%    0.0000          0
   0.80       8     15     0.00%     0.00%    0.0000          0
   0.80       8     20     0.00%     0.00%    0.0000          0
   0.80      10  strict     0.00%     0.00%    0.0000          0
   0.80      10     10     0.00%     0.00%    0.0000          0
   0.80      10     15     0.00%     0.00%    0.0000          0
   0.80      10     20     0.00%     0.00%    0.0000          0
   0.80      12  strict     0.00%     0.00%    0.0000          0
   0.80      12     10     0.00%     0.00%    0.0000          0
   0.80      12     15     0.00%     0.00%    0.0000          0
   0.80      12     20     0.00%     0.00%    0.0000          0
   0.80      15  strict     0.00%     0.00%    0.0000          0
   0.80      15     10     0.00%     0.00%    0.0000          0
   0.80      15     15     0.00%     0.00%    0.0000          0
   0.80      15     20     0.00%     0.00%    0.0000          0

======================================================================
  === Formula: f3 (f3) ===
  pad_start=0.5s  pad_end=1.0s  fill_ratio=65%
======================================================================
 Thresh   MinFr    Win      Prec       Rec        F1   Triggers
   0.40       5  strict    50.00%    77.78%    0.6087         14
   0.40       5     10    53.85%    77.78%    0.6364         13
   0.40       5     15    53.85%    77.78%    0.6364         13
   0.40       5     20    63.64%    77.78%    0.7000         11
   0.40       8  strict    53.85%    77.78%    0.6364         13
   0.40       8     10    53.85%    77.78%    0.6364         13
   0.40       8     15    53.85%    77.78%    0.6364         13
   0.40       8     20    63.64%    77.78%    0.7000         11
   0.40      10  strict    53.85%    77.78%    0.6364         13
   0.40      10     10    53.85%    77.78%    0.6364         13
   0.40      10     15    53.85%    77.78%    0.6364         13
   0.40      10     20    63.64%    77.78%    0.7000         11
   0.40      12  strict    63.64%    77.78%    0.7000         11
   0.40      12     10    53.85%    77.78%    0.6364         13
   0.40      12     15    53.85%    77.78%    0.6364         13
   0.40      12     20    63.64%    77.78%    0.7000         11
   0.40      15  strict    66.67%    66.67%    0.6667          9
   0.40      15     10    53.85%    77.78%    0.6364         13
   0.40      15     15    53.85%    77.78%    0.6364         13
   0.40      15     20    63.64%    77.78%    0.7000         11

   0.50       5  strict    75.00%    66.67%    0.7059          8
   0.50       5     10    75.00%    66.67%    0.7059          8
   0.50       5     15    85.71%    66.67%    0.7500          7
   0.50       5     20   100.00%    66.67%    0.8000          6 <-- BEST F1
   0.50       8  strict    85.71%    66.67%    0.7500          7
   0.50       8     10    75.00%    66.67%    0.7059          8
   0.50       8     15    85.71%    66.67%    0.7500          7
   0.50       8     20   100.00%    66.67%    0.8000          6 <-- BEST F1
   0.50      10  strict   100.00%    66.67%    0.8000          6 <-- BEST F1
   0.50      10     10    75.00%    66.67%    0.7059          8
   0.50      10     15    85.71%    66.67%    0.7500          7
   0.50      10     20   100.00%    66.67%    0.8000          6 <-- BEST F1
   0.50      12  strict   100.00%    66.67%    0.8000          6 <-- BEST F1
   0.50      12     10    75.00%    66.67%    0.7059          8
   0.50      12     15    85.71%    66.67%    0.7500          7
   0.50      12     20   100.00%    66.67%    0.8000          6 <-- BEST F1
   0.50      15  strict   100.00%    66.67%    0.8000          6 <-- BEST F1
   0.50      15     10    75.00%    66.67%    0.7059          8
   0.50      15     15    85.71%    66.67%    0.7500          7
   0.50      15     20   100.00%    66.67%    0.8000          6 <-- BEST F1

   0.60       5  strict   100.00%    33.33%    0.5000          3
   0.60       5     10   100.00%    33.33%    0.5000          3
   0.60       5     15   100.00%    33.33%    0.5000          3
   0.60       5     20   100.00%    22.22%    0.3636          2
   0.60       8  strict   100.00%    33.33%    0.5000          3
   0.60       8     10   100.00%    33.33%    0.5000          3
   0.60       8     15   100.00%    33.33%    0.5000          3
   0.60       8     20   100.00%    22.22%    0.3636          2
   0.60      10  strict   100.00%    22.22%    0.3636          2
   0.60      10     10   100.00%    33.33%    0.5000          3
   0.60      10     15   100.00%    33.33%    0.5000          3
   0.60      10     20   100.00%    22.22%    0.3636          2
   0.60      12  strict   100.00%    22.22%    0.3636          2
   0.60      12     10   100.00%    33.33%    0.5000          3
   0.60      12     15   100.00%    33.33%    0.5000          3
   0.60      12     20   100.00%    22.22%    0.3636          2
   0.60      15  strict   100.00%    22.22%    0.3636          2
   0.60      15     10   100.00%    33.33%    0.5000          3
   0.60      15     15   100.00%    33.33%    0.5000          3
   0.60      15     20   100.00%    22.22%    0.3636          2

   0.70       5  strict     0.00%     0.00%    0.0000          0
   0.70       5     10     0.00%     0.00%    0.0000          0
   0.70       5     15     0.00%     0.00%    0.0000          0
   0.70       5     20     0.00%     0.00%    0.0000          0
   0.70       8  strict     0.00%     0.00%    0.0000          0
   0.70       8     10     0.00%     0.00%    0.0000          0
   0.70       8     15     0.00%     0.00%    0.0000          0
   0.70       8     20     0.00%     0.00%    0.0000          0
   0.70      10  strict     0.00%     0.00%    0.0000          0
   0.70      10     10     0.00%     0.00%    0.0000          0
   0.70      10     15     0.00%     0.00%    0.0000          0
   0.70      10     20     0.00%     0.00%    0.0000          0
   0.70      12  strict     0.00%     0.00%    0.0000          0
   0.70      12     10     0.00%     0.00%    0.0000          0
   0.70      12     15     0.00%     0.00%    0.0000          0
   0.70      12     20     0.00%     0.00%    0.0000          0
   0.70      15  strict     0.00%     0.00%    0.0000          0
   0.70      15     10     0.00%     0.00%    0.0000          0
   0.70      15     15     0.00%     0.00%    0.0000          0
   0.70      15     20     0.00%     0.00%    0.0000          0

   0.80       5  strict     0.00%     0.00%    0.0000          0
   0.80       5     10     0.00%     0.00%    0.0000          0
   0.80       5     15     0.00%     0.00%    0.0000          0
   0.80       5     20     0.00%     0.00%    0.0000          0
   0.80       8  strict     0.00%     0.00%    0.0000          0
   0.80       8     10     0.00%     0.00%    0.0000          0
   0.80       8     15     0.00%     0.00%    0.0000          0
   0.80       8     20     0.00%     0.00%    0.0000          0
   0.80      10  strict     0.00%     0.00%    0.0000          0
   0.80      10     10     0.00%     0.00%    0.0000          0
   0.80      10     15     0.00%     0.00%    0.0000          0
   0.80      10     20     0.00%     0.00%    0.0000          0
   0.80      12  strict     0.00%     0.00%    0.0000          0
   0.80      12     10     0.00%     0.00%    0.0000          0
   0.80      12     15     0.00%     0.00%    0.0000          0
   0.80      12     20     0.00%     0.00%    0.0000          0
   0.80      15  strict     0.00%     0.00%    0.0000          0
   0.80      15     10     0.00%     0.00%    0.0000          0
   0.80      15     15     0.00%     0.00%    0.0000          0
   0.80      15     20     0.00%     0.00%    0.0000          0

======================================================================
  === Formula: f4 (f4) ===
  pad_start=0.5s  pad_end=1.0s  fill_ratio=65%
======================================================================
 Thresh   MinFr    Win      Prec       Rec        F1   Triggers
   0.40       5  strict    38.10%    88.89%    0.5333         21
   0.40       5     10    47.06%    88.89%    0.6154         17
   0.40       5     15    50.00%    88.89%    0.6400         16
   0.40       5     20    58.33%    77.78%    0.6667         12
   0.40       8  strict    46.67%    77.78%    0.5833         15
   0.40       8     10    47.06%    88.89%    0.6154         17
   0.40       8     15    50.00%    88.89%    0.6400         16
   0.40       8     20    58.33%    77.78%    0.6667         12
   0.40      10  strict    53.85%    77.78%    0.6364         13
   0.40      10     10    47.06%    88.89%    0.6154         17
   0.40      10     15    50.00%    88.89%    0.6400         16
   0.40      10     20    58.33%    77.78%    0.6667         12
   0.40      12  strict    58.33%    77.78%    0.6667         12
   0.40      12     10    47.06%    88.89%    0.6154         17
   0.40      12     15    50.00%    88.89%    0.6400         16
   0.40      12     20    58.33%    77.78%    0.6667         12
   0.40      15  strict    70.00%    77.78%    0.7368         10
   0.40      15     10    47.06%    88.89%    0.6154         17
   0.40      15     15    50.00%    88.89%    0.6400         16
   0.40      15     20    58.33%    77.78%    0.6667         12

   0.50       5  strict    50.00%    77.78%    0.6087         14
   0.50       5     10    53.85%    77.78%    0.6364         13
   0.50       5     15    58.33%    77.78%    0.6667         12
   0.50       5     20    70.00%    77.78%    0.7368         10
   0.50       8  strict    58.33%    77.78%    0.6667         12
   0.50       8     10    53.85%    77.78%    0.6364         13
   0.50       8     15    58.33%    77.78%    0.6667         12
   0.50       8     20    70.00%    77.78%    0.7368         10
   0.50      10  strict    60.00%    66.67%    0.6316         10
   0.50      10     10    53.85%    77.78%    0.6364         13
   0.50      10     15    58.33%    77.78%    0.6667         12
   0.50      10     20    70.00%    77.78%    0.7368         10
   0.50      12  strict    60.00%    66.67%    0.6316         10
   0.50      12     10    53.85%    77.78%    0.6364         13
   0.50      12     15    58.33%    77.78%    0.6667         12
   0.50      12     20    70.00%    77.78%    0.7368         10
   0.50      15  strict    75.00%    66.67%    0.7059          8
   0.50      15     10    53.85%    77.78%    0.6364         13
   0.50      15     15    58.33%    77.78%    0.6667         12
   0.50      15     20    70.00%    77.78%    0.7368         10

   0.60       5  strict    54.55%    66.67%    0.6000         11
   0.60       5     10    60.00%    66.67%    0.6316         10
   0.60       5     15    60.00%    66.67%    0.6316         10
   0.60       5     20    85.71%    66.67%    0.7500          7 <-- BEST F1
   0.60       8  strict    66.67%    66.67%    0.6667          9
   0.60       8     10    60.00%    66.67%    0.6316         10
   0.60       8     15    60.00%    66.67%    0.6316         10
   0.60       8     20    85.71%    66.67%    0.7500          7 <-- BEST F1
   0.60      10  strict    66.67%    66.67%    0.6667          9
   0.60      10     10    60.00%    66.67%    0.6316         10
   0.60      10     15    60.00%    66.67%    0.6316         10
   0.60      10     20    85.71%    66.67%    0.7500          7 <-- BEST F1
   0.60      12  strict    85.71%    66.67%    0.7500          7 <-- BEST F1
   0.60      12     10    60.00%    66.67%    0.6316         10
   0.60      12     15    60.00%    66.67%    0.6316         10
   0.60      12     20    85.71%    66.67%    0.7500          7 <-- BEST F1
   0.60      15  strict    85.71%    66.67%    0.7500          7 <-- BEST F1
