frame,timestamp,hs_crop_source,mp_crop_source,composite_fear,hs_dominant,mp_ctx_tag,mp_velocity_tag,agreement_tag,veto_tag,hs_fear,hs_arousal,hs_dominant_score,mp_tension,mp_tension_v3,mp_startle_score,smoothed_composite,onset_slope,event_status,face_bbox,mp_valence,mp_smile
2803,93.433,haar,full_frame,0.1326,Neutral,---,---,AMBIGUOUS,---,0.2164,0.2209,0.4814,0.0000,0.1285,0.0014,0.0993,-0.001075,IDLE,"37,70,130,180",-0.0352,0.0000
2804,93.467,mp,full_frame,0.0421,Neutral,---,---,AMBIGUOUS,---,0.1083,0.0702,0.6106,0.0000,0.1295,0.0237,0.0983,-0.001084,IDLE,"37,70,130,180",-0.0404,0.0000
2805,93.500,haar,full_frame,0.1635,Neutral,---,---,AMBIGUOUS,---,0.2691,0.2725,0.4478,0.0000,0.1331,0.0141,0.0989,-0.000695,IDLE,"37,70,130,180",-0.0488,0.0000
2806,93.533,mp,full_frame,0.0672,Neutral,---,---,AMBIGUOUS,---,0.1066,0.1120,0.5705,0.0000,0.1411,0.0265,0.0968,-0.000574,IDLE,"37,70,130,180",-0.0554,0.0000
2807,93.567,mp,full_frame,0.0676,Neutral,---,---,AMBIGUOUS,---,0.0977,0.1127,0.5885,0.0000,0.1431,0.0314,0.0939,-0.000591,IDLE,"38,71,130,180",-0.0542,0.0000
2808,93.600,haar,full_frame,0.1711,Neutral,---,---,AMBIGUOUS,---,0.2560,0.2736,0.3936,0.0172,0.1500,0.0820,0.0934,-0.000494,IDLE,"38,72,130,181",-0.0552,0.0000
2809,93.633,mp,full_frame,0.0979,Neutral,---,---,AMBIGUOUS,---,0.1086,0.1534,0.5331,0.0147,0.1494,0.1316,0.0943,-0.000402,IDLE,"38,72,130,182",-0.0509,0.0000
2810,93.667,mp,full_frame,0.0879,Neutral,---,---,AMBIGUOUS,---,0.1140,0.1370,0.5532,0.0142,0.1493,0.0082,0.0951,-0.000177,IDLE,"38,72,131,182",-0.0516,0.0000
2811,93.700,mp,full_frame,0.0906,Neutral,---,---,AMBIGUOUS,---,0.1232,0.1510,0.5495,0.0000,0.1432,0.0656,0.0958,-0.000361,IDLE,"38,72,131,182",-0.0470,0.0000
2812,93.733,mp,full_frame,0.0932,Neutral,---,---,AMBIGUOUS,---,0.1196,0.1553,0.5472,0.0000,0.1400,0.0133,0.0945,-0.000479,IDLE,"38,72,131,182",-0.0484,0.0000
2813,93.767,mp,full_frame,0.0868,Neutral,---,---,AMBIGUOUS,---,0.1150,0.1447,0.5483,0.0000,0.1404,0.0131,0.0949,-0.000337,IDLE,"38,72,131,182",-0.0483,0.0000
2814,93.800,mp,full_frame,0.0943,Neutral,---,---,AMBIGUOUS,---,0.1508,0.1572,0.4818,0.0000,0.1378,0.0851,0.0949,-0.000397,IDLE,"38,72,131,182",-0.0431,0.0000
2815,93.833,mp,full_frame,0.1017,Neutral,---,---,AMBIGUOUS,---,0.1658,0.1694,0.4663,0.0000,0.1357,0.0215,0.0947,-0.000210,IDLE,"38,72,131,182",-0.0425,0.0000
2816,93.867,mp,full_frame,0.0826,Neutral,---,---,AMBIGUOUS,---,0.1623,0.1377,0.4909,0.0000,0.1353,0.0251,0.0960,0.000207,IDLE,"38,72,131,182",-0.0382,0.0000
2817,93.900,mp,full_frame,0.0906,Neutral,---,---,AMBIGUOUS,---,0.1749,0.1509,0.4715,0.0000,0.1348,0.0530,0.0976,0.000412,IDLE,"38,72,131,181",-0.0377,0.0000
2818,93.933,haar,full_frame,0.1883,Fear,---,---,AMBIGUOUS,---,0.4315,0.3138,0.4315,0.0000,0.1336,0.0139,0.1004,0.000605,IDLE,"38,72,131,181",-0.0362,0.0000
2819,93.967,mp,full_frame,0.0984,Neutral,---,---,AMBIGUOUS,---,0.1963,0.1640,0.4434,0.0000,0.1316,0.1428,0.1021,0.000698,IDLE,"38,72,132,181",-0.0354,0.0000
2820,94.000,haar,full_frame,0.1952,Fear,---,---,AMBIGUOUS,---,0.3949,0.3253,0.3949,0.0000,0.1295,0.0453,0.1056,0.000976,IDLE,"38,72,132,181",-0.0346,0.0000
2821,94.033,haar,full_frame,0.2059,Fear,---,---,AMBIGUOUS,---,0.3333,0.3431,0.3333,0.0000,0.1306,0.0634,0.1077,0.001316,IDLE,"39,72,132,182",-0.0348,0.0000
2822,94.067,haar,full_frame,0.1736,Neutral,---,---,AMBIGUOUS,---,0.2341,0.2893,0.3425,0.0000,0.1357,0.0183,0.1085,0.001362,IDLE,"39,72,133,182",-0.0418,0.0000
2823,94.100,haar,full_frame,0.1543,Neutral,---,---,AMBIGUOUS,---,0.2010,0.2571,0.3816,0.0000,0.1368,0.0121,0.1088,0.001389,IDLE,"39,72,133,182",-0.0437,0.0000
2824,94.133,haar,full_frame,0.1485,Neutral,---,---,AMBIGUOUS,---,0.1884,0.2475,0.4085,0.0000,0.1388,0.0037,0.1090,0.001429,IDLE,"39,72,134,182",-0.0527,0.0000
2825,94.167,haar,full_frame,0.1176,Neutral,---,---,AMBIGUOUS,---,0.2550,0.1920,0.4293,0.0059,0.1471,0.0434,0.1089,0.001295,IDLE,"39,72,134,182",-0.0615,0.0000
2826,94.200,haar,full_frame,0.1210,Neutral,---,---,AMBIGUOUS,---,0.2008,0.1648,0.4649,0.0554,0.1592,0.1079,0.1076,0.000999,IDLE,"39,72,134,182",-0.0798,0.0000
2827,94.233,haar,full_frame,0.1385,Neutral,---,---,AMBIGUOUS,---,0.2797,0.1938,0.3754,0.0557,0.1592,0.0668,0.1098,0.000938,IDLE,"39,72,133,182",-0.0778,0.0000
2828,94.267,mp,full_frame,0.0613,Neutral,---,---,AMBIGUOUS,---,0.1293,0.0646,0.5781,0.0563,0.1594,0.1224,0.1111,0.000897,IDLE,"39,72,133,182",-0.0871,0.0000
2829,94.300,haar,full_frame,0.1798,Fear,---,---,AMBIGUOUS,---,0.3577,0.2386,0.3577,0.0917,0.1680,0.0107,0.1144,0.000876,IDLE,"38,72,133,182",-0.1104,0.0000
2830,94.333,mp,full_frame,0.0519,Neutral,---,---,AMBIGUOUS,---,0.1304,0.0204,0.5574,0.0991,0.1699,0.0955,0.1163,0.000862,IDLE,"38,72,133,182",-0.1212,0.0000
2831,94.367,mp,full_frame,0.0719,Neutral,---,---,AMBIGUOUS,---,0.1210,0.0565,0.5394,0.0950,0.1689,0.0108,0.1182,0.000966,IDLE,"38,72,134,181",-0.1206,0.0000
2832,94.400,haar,full_frame,0.1405,Neutral,---,---,AMBIGUOUS,---,0.1566,0.1619,0.5041,0.1084,0.1722,0.0813,0.1197,0.001091,IDLE,"38,72,133,181",-0.1231,0.0000
2833,94.433,haar,full_frame,0.1467,Neutral,---,---,AMBIGUOUS,---,0.2166,0.1591,0.4483,0.1282,0.1770,0.0313,0.1221,0.001306,IDLE,"38,72,134,181",-0.1328,0.0000
2834,94.467,haar,full_frame,0.1653,Neutral,---,---,AMBIGUOUS,---,0.2486,0.2105,0.4042,0.0974,0.1696,0.0872,0.1250,0.001605,IDLE,"38,72,133,181",-0.1124,0.0000
2835,94.500,haar,full_frame,0.1506,Neutral,---,---,AMBIGUOUS,---,0.2393,0.2280,0.4351,0.0345,0.1543,0.0522,0.1269,0.001933,IDLE,"39,72,133,181",-0.0859,0.0000
2836,94.533,haar,full_frame,0.1424,Neutral,---,---,AMBIGUOUS,---,0.2160,0.2374,0.4596,0.0000,0.1392,0.0497,0.1278,0.001798,IDLE,"39,72,133,181",-0.0693,0.0000
2837,94.567,mp,full_frame,0.0289,Neutral,---,---,AMBIGUOUS,---,0.0293,0.0482,0.6696,0.0000,0.1363,0.1110,0.1246,0.001356,IDLE,"39,72,133,181",-0.0653,0.0000
2838,94.600,haar,full_frame,0.1255,Neutral,---,---,AMBIGUOUS,---,0.2061,0.2091,0.4582,0.0000,0.1391,0.5507,0.1244,0.001005,IDLE,"39,72,133,181",-0.0688,0.0000
2839,94.633,haar,full_frame,0.1083,Neutral,---,---,AMBIGUOUS,---,0.1984,0.1805,0.4752,0.0000,0.1442,0.3934,0.1235,0.000719,IDLE,"39,72,133,181",-0.0774,0.0000
2840,94.667,haar,full_frame,0.1495,Neutral,---,---,AMBIGUOUS,---,0.1565,0.2285,0.4468,0.0310,0.1534,0.0096,0.1222,0.000395,IDLE,"39,72,135,182",-0.0809,0.0000
2841,94.700,haar,full_frame,0.1378,Neutral,---,---,AMBIGUOUS,---,0.1799,0.2128,0.4528,0.0251,0.1520,0.8794,0.1203,0.000054,IDLE,"39,72,135,183",-0.0756,0.0000
2842,94.733,haar,full_frame,0.1909,Neutral,---,---,AMBIGUOUS,---,0.1940,0.2966,0.3285,0.0324,0.1538,2.4146,0.1196,-0.000244,IDLE,"39,72,136,184",-0.0666,0.0000
2843,94.767,mp,full_frame,0.0323,Neutral,---,---,AMBIGUOUS,---,0.0276,0.0478,0.6369,0.0090,0.1481,0.0233,0.1160,-0.000900,IDLE,"39,72,136,184",-0.0613,0.0000
2844,94.800,mp,full_frame,0.0433,Neutral,---,---,AMBIGUOUS,---,0.0321,0.0655,0.5997,0.0099,0.1483,0.0097,0.1133,-0.001364,IDLE,"39,72,136,184",-0.0591,0.0000
2845,94.833,mp,full_frame,0.0619,Neutral,---,---,AMBIGUOUS,---,0.0560,0.1030,0.5280,0.0002,0.1460,0.0030,0.1098,-0.001791,IDLE,"39,72,136,184",-0.0605,0.0000
2846,94.867,mp,full_frame,0.0469,Neutral,---,---,AMBIGUOUS,---,0.0411,0.0781,0.5886,0.0000,0.1458,0.0070,0.1086,-0.001604,IDLE,"39,72,136,184",-0.0611,0.0000
2847,94.900,haar,full_frame,0.1476,Neutral,---,---,AMBIGUOUS,---,0.1892,0.2459,0.3449,0.0000,0.1453,0.0104,0.1086,-0.001579,IDLE,"39,72,136,184",-0.0610,0.0000
2848,94.933,haar,full_frame,0.1206,Neutral,---,---,AMBIGUOUS,---,0.2066,0.2009,0.4404,0.0000,0.1440,0.0048,0.1088,-0.001472,IDLE,"39,72,136,184",-0.0635,0.0000
2849,94.967,haar,full_frame,0.1136,Neutral,---,---,AMBIGUOUS,---,0.2045,0.1893,0.4430,0.0000,0.1432,0.0068,0.1072,-0.001499,IDLE,"39,72,136,184",-0.0646,0.0000
2850,95.000,haar,full_frame,0.1388,Neutral,---,---,AMBIGUOUS,---,0.2555,0.2313,0.3657,0.0000,0.1416,0.0411,0.1065,-0.001382,IDLE,"39,72,136,184",-0.0665,0.0000
2851,95.033,mp,full_frame,0.0648,Neutral,---,---,AMBIGUOUS,---,0.0891,0.1080,0.5200,0.0000,0.1454,0.0571,0.1045,-0.001514,IDLE,"39,72,136,184",-0.0722,0.0000
2852,95.067,haar,full_frame,0.1275,Neutral,---,---,AMBIGUOUS,---,0.2188,0.2034,0.4168,0.0136,0.1492,0.0089,0.1032,-0.001272,IDLE,"39,72,136,184",-0.0762,0.0000
2853,95.100,mp,full_frame,0.0839,Neutral,---,---,AMBIGUOUS,---,0.1039,0.1328,0.4771,0.0106,0.1485,0.0213,0.1023,-0.001097,IDLE,"39,72,136,184",-0.0716,0.0000
2854,95.133,mp,full_frame,0.0898,Neutral,---,---,AMBIGUOUS,---,0.1087,0.1481,0.4654,0.0023,0.1464,0.0386,0.1024,-0.000749,IDLE,"39,72,136,184",-0.0702,0.0000
2855,95.167,haar,full_frame,0.0288,Neutral,---,---,AMBIGUOUS,---,0.0472,0.0479,0.6150,0.0000,0.1396,0.1871,0.1007,-0.000786,IDLE,"40,72,137,184",-0.0456,0.0000
2856,95.200,haar,full_frame,0.0723,Neutral,---,---,AMBIGUOUS,---,0.0787,0.1206,0.4997,0.0000,0.1384,0.4407,0.1010,-0.000761,IDLE,"40,73,137,185",-0.0269,0.0000
2857,95.233,haar,full_frame,0.0631,Neutral,---,---,AMBIGUOUS,---,0.0560,0.1052,0.5697,0.0000,0.1384,0.0395,0.1010,-0.000775,IDLE,"40,73,138,185",-0.0282,0.0000
2858,95.267,haar,full_frame,0.0489,Neutral,---,---,AMBIGUOUS,---,0.0404,0.0814,0.6284,0.0000,0.1374,0.3997,0.0989,-0.000831,IDLE,"41,74,138,185",-0.0308,0.0000
2859,95.300,haar,full_frame,0.0622,Neutral,---,---,AMBIGUOUS,---,0.0438,0.1036,0.5893,0.0000,0.1382,0.0235,0.0984,-0.000804,IDLE,"41,74,139,185",-0.0377,0.0000
2860,95.333,haar,full_frame,0.0356,Neutral,---,---,AMBIGUOUS,---,0.0339,0.0569,0.6710,0.0037,0.1467,1.1570,0.0979,-0.000659,IDLE,"41,75,138,185",-0.0373,0.0000
2861,95.367,haar,full_frame,0.0668,Neutral,---,---,AMBIGUOUS,---,0.0399,0.0992,0.5978,0.0183,0.1503,0.3345,0.0977,-0.000551,IDLE,"42,75,138,186",-0.0408,0.0000
2862,95.400,haar,full_frame,0.0350,Neutral,---,---,AMBIGUOUS,---,0.0219,0.0219,0.6931,0.0546,0.1591,1.2757,0.0975,-0.000478,IDLE,"42,75,138,186",-0.0491,0.0000
2863,95.433,haar,full_frame,0.0329,Neutral,---,---,AMBIGUOUS,---,0.0331,0.0137,0.7097,0.0617,0.1609,0.3220,0.0976,-0.000472,IDLE,"42,75,139,186",-0.0512,0.0000
2864,95.467,haar,full_frame,0.0389,Neutral,---,---,AMBIGUOUS,---,0.0377,0.0100,0.7215,0.0822,0.1659,0.0470,0.0975,-0.000317,IDLE,"43,74,140,186",-0.0840,0.0000
2865,95.500,mp,full_frame,0.0534,Neutral,---,---,AMBIGUOUS,---,0.0479,0.0084,0.6694,0.1208,0.1753,0.0146,0.0974,-0.000363,IDLE,"43,74,139,186",-0.1191,0.0000
2866,95.533,haar,full_frame,0.1338,Neutral,---,---,AMBIGUOUS,---,0.0298,0.0754,0.6865,0.2213,0.1998,0.0130,0.0980,-0.000304,IDLE,"43,73,139,186",-0.1736,0.0000
2867,95.567,haar,full_frame,0.1105,Neutral,---,---,AMBIGUOUS,---,0.0255,0.0443,0.7237,0.2097,0.1971,0.0240,0.0983,-0.000057,IDLE,"43,72,139,186",-0.1836,0.0000
2868,95.600,haar,full_frame,0.1204,Neutral,---,---,AMBIGUOUS,---,0.0165,0.0574,0.7206,0.2149,0.1984,0.1596,0.0960,-0.000240,IDLE,"43,72,138,186",-0.1933,0.0000
2869,95.633,mp,full_frame,0.0640,Neutral,CONC,---,AMBIGUOUS,---,0.0230,0.1067,0.5577,0.0000,0.0441,0.1395,0.0942,-0.000372,IDLE,"44,72,138,186",-0.1919,0.0000
2870,95.667,mp,full_frame,0.1344,Neutral,---,---,AMBIGUOUS,---,0.0134,0.0841,0.6210,0.2099,0.1971,0.0503,0.0920,-0.000569,IDLE,"44,72,138,185",-0.1932,0.0000
2871,95.700,mp,full_frame,0.1435,Neutral,---,---,AMBIGUOUS,---,0.0171,0.1058,0.5757,0.2000,0.1948,0.0551,0.0904,-0.000707,IDLE,"44,72,138,185",-0.1839,0.0000
2872,95.733,mp,full_frame,0.1569,Neutral,---,---,AMBIGUOUS,---,0.0127,0.1388,0.5142,0.1842,0.1910,0.0902,0.0893,-0.000837,IDLE,"45,72,139,185",-0.1753,0.0000
2873,95.767,mp,full_frame,0.1676,Neutral,---,---,AMBIGUOUS,---,0.0128,0.1657,0.4898,0.1705,0.1877,0.1354,0.0884,-0.000917,IDLE,"45,72,139,185",-0.1651,0.0000
2874,95.800,mp,full_frame,0.1647,Neutral,---,---,AMBIGUOUS,---,0.0165,0.1592,0.4874,0.1731,0.1884,0.0074,0.0877,-0.000970,IDLE,"45,72,139,185",-0.1666,0.0000
2875,95.833,mp,full_frame,0.1676,Neutral,---,---,AMBIGUOUS,---,0.0194,0.1589,0.4784,0.1807,0.1903,0.0792,0.0867,-0.001125,IDLE,"45,72,139,185",-0.1715,0.0000
2876,95.867,mp,full_frame,0.1341,Neutral,---,---,AMBIGUOUS,---,0.0121,0.0979,0.5604,0.1886,0.1923,0.0165,0.0857,-0.001253,IDLE,"45,73,139,185",-0.1781,0.0000
2877,95.900,mp,full_frame,0.1320,Neutral,---,---,AMBIGUOUS,---,0.0139,0.0967,0.5738,0.1850,0.1915,0.0369,0.0841,-0.001192,IDLE,"45,73,139,185",-0.1819,0.0000
2878,95.933,mp,full_frame,0.1489,Neutral,---,---,AMBIGUOUS,---,0.0162,0.1113,0.5435,0.2053,0.1965,0.0348,0.0841,-0.001013,IDLE,"45,73,139,185",-0.1874,0.0000
2879,95.967,mp,full_frame,0.1761,Neutral,---,---,AMBIGUOUS,---,0.0240,0.1565,0.5072,0.2056,0.1966,0.0042,0.0816,-0.001045,IDLE,"45,73,140,185",-0.1820,0.0000
2880,96.000,haar,full_frame,0.5730,Fear,---,---,AMBIGUOUS,---,0.8729,0.9550,0.8729,0.0000,0.0694,2.3504,0.0868,-0.000365,IDLE,"55,72,148,184",-0.0351,0.0000
2881,96.033,haar,full_frame,0.6000,Fear,---,---,AMBIGUOUS,---,0.8730,1.0082,0.8730,0.0000,0.0660,1.1202,0.0920,0.000273,IDLE,"56,72,149,184",-0.0283,0.0000
2882,96.067,haar,full_frame,0.6000,Fear,---,---,AMBIGUOUS,---,0.8732,1.0430,0.8732,0.0000,0.0741,1.2802,0.0965,0.000816,IDLE,"56,72,149,183",-0.0271,0.0000
2883,96.100,haar,full_frame,0.5551,Fear,---,---,AMBIGUOUS,---,0.8675,0.9251,0.8675,0.0000,0.0787,0.4145,0.1004,0.001267,IDLE,"56,72,149,183",-0.0289,0.0000
2884,96.133,haar,full_frame,0.5811,Fear,---,---,AMBIGUOUS,---,0.8778,0.9686,0.8778,0.0000,0.0787,0.3801,0.1042,0.001744,IDLE,"56,71,149,184",-0.0300,0.0000
2885,96.167,haar,full_frame,0.5818,Fear,---,---,AMBIGUOUS,---,0.8809,0.9697,0.8809,0.0000,0.0802,0.3210,0.1088,0.002304,IDLE,"56,71,149,183",-0.0297,0.0000
2886,96.200,haar,full_frame,0.6000,Fear,---,---,AMBIGUOUS,---,0.8899,1.0012,0.8899,0.0000,0.0802,0.2998,0.1139,0.002984,IDLE,"56,71,149,183",-0.0300,0.0000
2887,96.233,haar,full_frame,0.6000,Fear,---,---,AMBIGUOUS,---,0.9036,1.0548,0.9036,0.0000,0.0840,0.2546,0.1211,0.003708,IDLE,"56,71,149,183",-0.0334,0.0000
2888,96.267,haar,full_frame,0.5744,Fear,---,---,AMBIGUOUS,---,0.8887,0.9574,0.8887,0.0000,0.0768,0.0128,0.1263,0.004472,IDLE,"56,71,149,183",-0.0353,0.0000
2889,96.300,haar,full_frame,0.6000,Fear,---,---,AMBIGUOUS,---,0.9024,1.0075,0.9024,0.0000,0.0731,0.0086,0.1316,0.004485,IDLE,"56,70,149,182",-0.0353,0.0000
2890,96.333,haar,full_frame,0.5358,Fear,---,---,AMBIGUOUS,---,0.8905,0.8930,0.8905,0.0000,0.0767,0.0247,0.1369,0.004492,IDLE,"56,70,149,182",-0.0389,0.0000
2891,96.367,haar,full_frame,0.5533,Fear,---,---,AMBIGUOUS,---,0.9076,0.9221,0.9076,0.0000,0.0752,0.0371,0.1421,0.004557,IDLE,"56,69,149,182",-0.0420,0.0000
2892,96.400,haar,full_frame,0.5615,Fear,---,---,AMBIGUOUS,---,0.9038,0.9359,0.9038,0.0000,0.0738,0.0219,0.1468,0.004646,IDLE,"56,69,149,182",-0.0381,0.0000
2893,96.433,haar,full_frame,0.5600,Fear,---,---,AMBIGUOUS,---,0.9044,0.9333,0.9044,0.0000,0.0716,0.0683,0.1539,0.004973,IDLE,"56,69,150,181",-0.0363,0.0000
2894,96.467,haar,full_frame,0.5736,Fear,---,---,AMBIGUOUS,---,0.9156,0.9561,0.9156,0.0000,0.0698,0.5216,0.1610,0.005219,IDLE,"56,69,150,181",-0.0322,0.0000
2895,96.500,haar,full_frame,0.5807,Fear,---,---,AMBIGUOUS,---,0.9091,0.9678,0.9091,0.0000,0.0682,0.0442,0.1679,0.005396,IDLE,"56,69,150,181",-0.0323,0.0000
2896,96.533,haar,full_frame,0.5940,Fear,---,---,AMBIGUOUS,---,0.9217,0.9900,0.9217,0.0000,0.0696,0.9340,0.1751,0.005391,IDLE,"56,69,150,181",-0.0321,0.0000
2897,96.567,haar,full_frame,0.5723,Fear,---,---,AMBIGUOUS,---,0.8997,0.9538,0.8997,0.0000,0.0701,0.1187,0.1806,0.005431,IDLE,"57,68,150,181",-0.0299,0.0000
2898,96.600,haar,full_frame,0.6000,Fear,---,---,AMBIGUOUS,---,0.8776,1.0039,0.8776,0.0000,0.0630,0.0104,0.1858,0.005419,IDLE,"57,68,150,180",-0.0267,0.0000
2899,96.633,haar,full_frame,0.5351,Fear,---,---,AMBIGUOUS,---,0.8746,0.8918,0.8746,0.0000,0.0635,0.3620,0.1910,0.005409,IDLE,"57,68,150,179",-0.0202,0.0000
2900,96.667,haar,full_frame,0.5156,Fear,---,---,AMBIGUOUS,---,0.8610,0.8593,0.8610,0.0000,0.0591,0.0893,0.1957,0.005359,IDLE,"57,67,150,179",-0.0194,0.0000
2901,96.700,haar,full_frame,0.5417,Fear,---,---,AMBIGUOUS,---,0.8873,0.9028,0.8873,0.0000,0.0613,0.4773,0.2022,0.005542,IDLE,"58,67,151,178",-0.0234,0.0000
2902,96.733,haar,full_frame,0.5578,Fear,---,---,AMBIGUOUS,---,0.8875,0.9297,0.8875,0.0000,0.0606,0.0213,0.2073,0.005340,IDLE,"58,67,151,178",-0.0240,0.0000
2903,96.767,haar,full_frame,0.6000,Fear,---,---,AMBIGUOUS,---,0.9087,1.0983,0.9087,0.0000,0.0690,0.7195,0.2138,0.005279,IDLE,"58,66,151,178",-0.0195,0.0000
2904,96.800,haar,full_frame,0.6000,Fear,---,---,AMBIGUOUS,---,0.8649,1.0934,0.8649,0.0000,0.0701,0.7394,0.2201,0.005220,IDLE,"58,66,151,178",-0.0186,0.0000
2905,96.833,haar,full_frame,0.6000,Fear,---,---,AMBIGUOUS,---,0.8732,1.0791,0.8732,0.0000,0.0737,0.8227,0.2268,0.005170,IDLE,"58,65,152,179",-0.0184,0.0000
2906,96.867,haar,full_frame,0.6000,Fear,---,---,AMBIGUOUS,---,0.8761,1.0299,0.8761,0.0000,0.0713,0.5128,0.2330,0.005235,IDLE,"59,65,152,179",-0.0142,0.0000
2907,96.900,haar,full_frame,0.6000,Fear,---,---,AMBIGUOUS,---,0.8913,1.0461,0.8913,0.0000,0.0781,1.0379,0.2396,0.005377,IDLE,"59,64,153,179",-0.0197,0.0000
2908,96.933,haar,full_frame,0.5672,Fear,---,---,AMBIGUOUS,---,0.8929,0.9453,0.8929,0.0000,0.0807,0.9353,0.2465,0.005547,IDLE,"60,63,154,179",-0.0180,0.0000
2909,96.967,haar,full_frame,0.5830,Fear,---,---,AMBIGUOUS,---,0.8807,0.9716,0.8807,0.0000,0.0872,1.3196,0.2532,0.005746,IDLE,"60,63,154,179",-0.0137,0.0000
2910,97.000,haar,full_frame,0.6000,Fear,---,---,AMBIGUOUS,---,0.8779,1.0201,0.8779,0.0000,0.0939,2.0000,0.2599,0.005769,IDLE,"60,63,154,178",-0.0126,0.0000
2911,97.033,haar,full_frame,0.6000,Fear,---,---,AMBIGUOUS,---,0.8964,1.0240,0.8964,0.0000,0.0976,0.7380,0.2665,0.005919,IDLE,"61,63,155,178",-0.0125,0.0000
2912,97.067,haar,full_frame,0.5848,Fear,---,---,AMBIGUOUS,---,0.8845,0.9746,0.8845,0.0000,0.0983,0.4163,0.2731,0.005933,IDLE,"61,62,155,178",-0.0126,0.0000
2913,97.100,haar,full_frame,0.6000,Fear,---,---,AMBIGUOUS,---,0.8806,1.0590,0.8806,0.0000,0.1012,1.1532,0.2793,0.005921,IDLE,"61,62,155,178",-0.0117,0.0000
2914,97.133,haar,full_frame,0.5808,Fear,---,---,AMBIGUOUS,---,0.8619,0.9680,0.8619,0.0000,0.1010,0.0159,0.2852,0.005848,IDLE,"61,62,155,177",-0.0126,0.0000
2915,97.167,haar,full_frame,0.6000,Fear,---,---,AMBIGUOUS,---,0.9195,1.1318,0.9195,0.0000,0.1059,1.6543,0.2913,0.005838,IDLE,"61,61,155,177",-0.0176,0.0000
2916,97.200,haar,full_frame,0.6000,Fear,---,---,AMBIGUOUS,---,0.9196,1.1152,0.9196,0.0000,0.1062,0.2551,0.2968,0.005716,IDLE,"61,61,155,176",-0.0183,0.0000
2917,97.233,haar,full_frame,0.6000,Fear,---,---,AMBIGUOUS,---,0.8877,1.0308,0.8877,0.0000,0.0900,0.2780,0.3022,0.005571,IDLE,"61,61,155,175",-0.0163,0.0000
2918,97.267,haar,full_frame,0.4563,Fear,---,---,AMBIGUOUS,---,0.6877,0.7604,0.6877,0.0000,0.0717,0.0434,0.3067,0.005355,IDLE,"62,60,155,171",-0.0215,0.0000
2919,97.300,haar,full_frame,0.4234,Fear,---,---,AMBIGUOUS,---,0.7128,0.7056,0.7128,0.0000,0.0658,0.1214,0.3131,0.005318,IDLE,"62,60,153,170",-0.0221,0.0000
2920,97.333,haar,full_frame,0.5046,Fear,---,---,AMBIGUOUS,---,0.7499,0.8409,0.7499,0.0000,0.0726,0.5311,0.3182,0.005168,IDLE,"62,60,152,169",-0.0218,0.0000
2921,97.367,haar,full_frame,0.5235,Fear,---,---,AMBIGUOUS,---,0.7672,0.8726,0.7672,0.0000,0.0766,0.1635,0.3233,0.005024,IDLE,"62,60,152,168",-0.0191,0.0000
2922,97.400,haar,full_frame,0.3892,Fear,---,---,AMBIGUOUS,---,0.7161,0.6487,0.7161,0.0000,0.0750,0.2941,0.3283,0.004901,IDLE,"61,60,152,168",-0.0180,0.0000
2923,97.433,haar,full_frame,0.4971,Fear,---,---,AMBIGUOUS,---,0.7543,0.8285,0.7543,0.0000,0.0786,1.5514,0.3337,0.004848,IDLE,"61,60,152,168",-0.0138,0.0000
2924,97.467,haar,full_frame,0.4925,Fear,---,---,AMBIGUOUS,---,0.7206,0.8208,0.7206,0.0000,0.0813,0.3683,0.3390,0.004762,IDLE,"61,60,152,168",-0.0125,0.0000
2925,97.500,haar,full_frame,0.4665,Fear,---,---,AMBIGUOUS,---,0.7337,0.7775,0.7337,0.0000,0.0785,0.1072,0.3442,0.004741,IDLE,"61,59,152,167",-0.0117,0.0000
2926,97.533,haar,full_frame,0.4926,Fear,---,---,AMBIGUOUS,---,0.6476,0.8210,0.6476,0.0000,0.0795,1.1406,0.3490,0.004685,IDLE,"61,59,152,167",-0.0105,0.0000
2927,97.567,haar,full_frame,0.5033,Fear,---,---,AMBIGUOUS,---,0.6747,0.8388,0.6747,0.0000,0.0838,1.7065,0.3540,0.004731,IDLE,"60,59,151,168",-0.0113,0.0000
2928,97.600,haar,full_frame,0.4700,Fear,---,---,AMBIGUOUS,---,0.6326,0.7834,0.6326,0.0000,0.0844,0.0280,0.3586,0.004553,IDLE,"60,59,151,168",-0.0111,0.0000
2929,97.633,haar,full_frame,0.4386,Fear,---,---,AMBIGUOUS,---,0.6556,0.7310,0.6556,0.0000,0.0769,0.0922,0.3633,0.004510,IDLE,"60,59,151,168",-0.0104,0.0000
2930,97.667,haar,full_frame,0.4020,Fear,---,---,AMBIGUOUS,---,0.5681,0.6701,0.5681,0.0000,0.0763,0.1441,0.3620,0.003870,IDLE,"59,59,150,168",-0.0105,0.0000
2931,97.700,haar,full_frame,0.3672,Fear,---,---,AMBIGUOUS,---,0.5126,0.6120,0.5126,0.0000,0.0759,0.3385,0.3605,0.003214,IDLE,"59,59,150,168",-0.0107,0.0000
2932,97.733,haar,full_frame,0.2972,Fear,---,---,AMBIGUOUS,---,0.4593,0.4954,0.4593,0.0000,0.0792,0.0035,0.3585,0.002482,IDLE,"58,59,149,168",-0.0110,0.0000
