frame,timestamp,hs_crop_source,mp_crop_source,composite_fear,hs_dominant,mp_ctx_tag,mp_velocity_tag,agreement_tag,veto_tag,hs_fear,hs_arousal,hs_dominant_score,mp_tension,mp_tension_v3,mp_startle_score,smoothed_composite,onset_slope,event_status,face_bbox,mp_valence,mp_smile
14755,491.833,none,none,0.0000,Neutral,---,---,,---,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1582,-0.000007,IDLE,,0.0000,0.0000
14756,491.867,mp,full_frame,0.1332,Fear,CONC,---,AMBIGUOUS,---,0.3527,0.2221,0.3527,0.0000,0.0836,1.5561,0.1583,-0.000224,IDLE,"45,111,100,141",-0.3945,0.0045
14757,491.900,none,none,0.0000,Neutral,---,---,,---,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1542,-0.000809,IDLE,,0.0000,0.0000
14758,491.933,mp,full_frame,0.2488,Fear,---,---,AMBIGUOUS,---,0.4103,0.2788,0.4103,0.2039,0.1871,0.3243,0.1550,-0.000758,IDLE,"49,106,98,147",-0.1462,0.0005
14759,491.967,none,none,0.0000,Neutral,---,---,,---,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1491,-0.001131,IDLE,,0.0000,0.0000
14760,492.000,none,none,0.0000,Neutral,---,---,,---,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1420,-0.001742,IDLE,,0.0000,0.0000
14761,492.033,none,none,0.0000,Neutral,---,---,,---,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1363,-0.002211,IDLE,,0.0000,0.0000
14762,492.067,none,none,0.0000,Neutral,---,---,,---,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1315,-0.002582,IDLE,,0.0000,0.0000
14763,492.100,none,none,0.0000,Neutral,---,---,,---,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1265,-0.003373,IDLE,,0.0000,0.0000
14764,492.133,mp,full_frame,0.2811,Neutral,---,---,AMBIGUOUS,---,0.2321,0.2299,0.3452,0.3579,0.2231,1.2894,0.1267,-0.003155,IDLE,"39,113,97,140",-0.2184,0.0453
14765,492.167,none,none,0.0000,Neutral,---,---,,---,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1216,-0.003667,IDLE,,0.0000,0.0000
14766,492.200,none,none,0.0000,Neutral,---,---,,---,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1160,-0.003819,IDLE,,0.0000,0.0000
14767,492.233,mp,full_frame,0.1069,Neutral,CONC,---,AMBIGUOUS,---,0.2309,0.1782,0.4688,0.0000,0.0437,0.0921,0.1134,-0.004159,IDLE,"45,101,93,155",-0.1666,0.0006
14768,492.267,mp,full_frame,0.1444,Neutral,CONC,---,AMBIGUOUS,---,0.2478,0.2407,0.4057,0.0000,0.0429,1.1858,0.1114,-0.003766,IDLE,"43,98,91,156",-0.1251,0.0004
14769,492.300,none,none,0.0000,Neutral,---,---,,---,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1077,-0.003424,IDLE,,0.0000,0.0000
14770,492.333,none,none,0.0000,Neutral,---,---,,---,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1045,-0.003183,IDLE,,0.0000,0.0000
14771,492.367,none,none,0.0000,Neutral,---,---,,---,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1011,-0.003044,IDLE,,0.0000,0.0000
14772,492.400,none,none,0.0000,Neutral,---,---,,---,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0977,-0.002881,IDLE,,0.0000,0.0000
14773,492.433,none,none,0.0000,Neutral,---,---,,---,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0948,-0.003191,IDLE,,0.0000,0.0000
14774,492.467,none,none,0.0000,Neutral,---,---,,---,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0925,-0.002918,IDLE,,0.0000,0.0000
14775,492.500,none,none,0.0000,Neutral,---,---,,---,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0898,-0.002625,IDLE,,0.0000,0.0000
14776,492.533,none,none,0.0000,Neutral,---,---,,---,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0869,-0.002657,IDLE,,0.0000,0.0000
14777,492.567,none,none,0.0000,Neutral,---,---,,---,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0834,-0.002805,IDLE,,0.0000,0.0000
14778,492.600,none,none,0.0000,Neutral,---,---,,---,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0804,-0.002737,IDLE,,0.0000,0.0000
14779,492.633,none,none,0.0000,Neutral,---,---,,---,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0774,-0.002710,IDLE,,0.0000,0.0000
14780,492.667,none,none,0.0000,Neutral,---,---,,---,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0745,-0.002661,IDLE,,0.0000,0.0000
14781,492.700,none,none,0.0000,Neutral,---,---,,---,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0713,-0.002642,IDLE,,0.0000,0.0000
14782,492.733,none,none,0.0000,Neutral,---,---,,---,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0682,-0.002663,IDLE,,0.0000,0.0000
14783,492.767,none,none,0.0000,Neutral,---,---,,---,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0656,-0.002686,IDLE,,0.0000,0.0000
14784,492.800,none,none,0.0000,Neutral,---,---,,---,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0631,-0.002668,IDLE,,0.0000,0.0000
14785,492.833,mp,full_frame,0.0946,Neutral,---,---,AMBIGUOUS,---,0.2113,0.1528,0.4368,0.0074,0.1412,0.0116,0.0627,-0.002414,IDLE,"42,99,93,158",-0.1141,0.0003
14786,492.867,mp,full_frame,0.0892,Neutral,---,---,AMBIGUOUS,---,0.1930,0.1486,0.4472,0.0000,0.1234,0.9789,0.0621,-0.002133,IDLE,"43,99,92,157",-0.0640,0.0010
14787,492.900,mp,full_frame,0.1247,Neutral,CONC,---,AMBIGUOUS,---,0.1875,0.2078,0.4035,0.0000,0.0410,0.4225,0.0613,-0.001910,IDLE,"43,98,92,156",-0.1301,0.0004
14788,492.933,mp,full_frame,0.1068,Neutral,CONC,---,AMBIGUOUS,---,0.1593,0.1780,0.4603,0.0000,0.0358,0.0717,0.0604,-0.001700,IDLE,"40,97,92,156",-0.1319,0.0008
14789,492.967,mp,full_frame,0.1058,Neutral,---,---,AMBIGUOUS,---,0.1336,0.1763,0.4917,0.0000,0.1265,1.3369,0.0594,-0.001512,IDLE,"40,97,90,157",-0.0830,0.0030
14790,493.000,mp,full_frame,0.1232,Neutral,---,---,AMBIGUOUS,---,0.2363,0.2053,0.4090,0.0000,0.1203,1.1898,0.0594,-0.001190,IDLE,"40,98,91,157",-0.0853,0.0039
14791,493.033,mp,full_frame,0.1325,Neutral,---,---,AMBIGUOUS,---,0.2406,0.2209,0.4032,0.0000,0.1294,0.0613,0.0595,-0.000865,IDLE,"41,98,91,157",-0.1236,0.0022
14792,493.067,mp,full_frame,0.1326,Neutral,---,---,AMBIGUOUS,---,0.1967,0.1685,0.4646,0.0789,0.1576,0.0015,0.0597,-0.000589,IDLE,"40,98,91,158",-0.2111,0.0005
14793,493.100,mp,full_frame,0.1117,Neutral,CONC,---,AMBIGUOUS,---,0.1502,0.1862,0.4910,0.0000,0.0430,0.0397,0.0588,-0.000432,IDLE,"39,98,91,158",-0.2678,0.0001
14794,493.133,mp,full_frame,0.1141,Neutral,CONC,---,AMBIGUOUS,---,0.1702,0.1901,0.4676,0.0000,0.0416,0.0474,0.0582,-0.000449,IDLE,"39,98,91,158",-0.2502,0.0001
14795,493.167,mp,full_frame,0.1246,Neutral,CONC,---,AMBIGUOUS,---,0.1907,0.2076,0.4371,0.0000,0.0411,0.1295,0.0600,-0.000202,IDLE,"39,98,92,158",-0.2325,0.0002
14796,493.200,mp,full_frame,0.1383,Neutral,---,---,AMBIGUOUS,---,0.1916,0.2305,0.4078,0.0000,0.1223,0.2298,0.0569,-0.000440,IDLE,"38,98,92,158",-0.1084,0.0001
14797,493.233,mp,full_frame,0.1270,Neutral,CONC,---,AMBIGUOUS,---,0.2034,0.2116,0.4201,0.0000,0.0343,0.2974,0.0545,-0.000586,IDLE,"39,97,92,158",-0.1484,0.0003
14798,493.267,mp,full_frame,0.1131,Neutral,---,---,AMBIGUOUS,---,0.1057,0.1885,0.5016,0.0000,0.1146,1.6653,0.0518,-0.000761,IDLE,"40,97,90,157",-0.0754,0.0008
14799,493.300,mp,full_frame,0.1221,Neutral,---,---,AMBIGUOUS,---,0.2228,0.2035,0.4145,0.0000,0.1070,0.6024,0.0502,-0.000916,IDLE,"40,98,91,157",-0.0636,0.0005
14800,493.333,mp,full_frame,0.1191,Neutral,---,---,AMBIGUOUS,---,0.2177,0.1986,0.4241,0.0000,0.1046,0.1277,0.0523,-0.000720,IDLE,"41,98,91,157",-0.0758,0.0002
14801,493.367,mp,full_frame,0.1047,Neutral,---,---,AMBIGUOUS,---,0.1326,0.1744,0.4828,0.0000,0.0976,0.1532,0.0536,-0.000608,IDLE,"40,97,92,157",-0.0625,0.0002
14802,493.400,mp,full_frame,0.1225,Neutral,---,---,AMBIGUOUS,---,0.1742,0.2041,0.4490,0.0000,0.1016,0.0217,0.0553,-0.000345,IDLE,"39,97,92,158",-0.0896,0.0001
14803,493.433,mp,full_frame,0.1218,Neutral,CONC,---,AMBIGUOUS,---,0.1691,0.2031,0.4560,0.0000,0.0349,0.2807,0.0570,-0.000120,IDLE,"39,97,92,158",-0.1262,0.0003
14804,493.467,mp,full_frame,0.1172,Neutral,CONC,---,AMBIGUOUS,---,0.1535,0.1954,0.4690,0.0000,0.0399,0.1216,0.0543,-0.000573,IDLE,"39,97,91,158",-0.2340,0.0002
14805,493.500,mp,full_frame,0.1116,Neutral,CONC,---,AMBIGUOUS,---,0.1409,0.1860,0.4694,0.0000,0.0409,0.0634,0.0557,-0.000120,IDLE,"38,97,92,159",-0.2335,0.0002
14806,493.533,mp,full_frame,0.1121,Neutral,CONC,---,AMBIGUOUS,---,0.1914,0.1868,0.4644,0.0000,0.0374,0.1097,0.0539,-0.000058,IDLE,"39,97,94,160",-0.1630,0.0003
14807,493.567,mp,full_frame,0.1475,Neutral,---,---,AMBIGUOUS,---,0.2126,0.1942,0.4423,0.0774,0.1562,0.5871,0.0566,0.000490,IDLE,"39,97,94,160",-0.2068,0.0004
14808,493.600,mp,full_frame,0.1603,Neutral,---,---,AMBIGUOUS,---,0.1778,0.1647,0.4881,0.1537,0.1738,0.9715,0.0541,0.000385,IDLE,"39,97,94,160",-0.2114,0.0022
14809,493.633,mp,full_frame,0.1200,Neutral,---,---,AMBIGUOUS,---,0.1527,0.1704,0.5062,0.0444,0.1486,0.1219,0.0559,0.000363,IDLE,"39,97,93,160",-0.1349,0.0012
14810,493.667,mp,full_frame,0.0940,Neutral,---,---,AMBIGUOUS,---,0.1198,0.1524,0.5411,0.0063,0.1398,1.1116,0.0572,0.000355,IDLE,"39,98,93,160",-0.0708,0.0025
14811,493.700,mp,full_frame,0.0964,Neutral,---,---,AMBIGUOUS,---,0.1644,0.1607,0.4991,0.0000,0.1251,0.0020,0.0588,0.000344,IDLE,"40,97,93,160",-0.0667,0.0009
14812,493.733,mp,full_frame,0.0803,Neutral,---,---,AMBIGUOUS,---,0.1308,0.1311,0.5444,0.0039,0.1393,0.9173,0.0601,0.000308,IDLE,"40,98,93,160",-0.0759,0.0015
14813,493.767,mp,full_frame,0.0986,Neutral,---,---,AMBIGUOUS,---,0.1552,0.1643,0.5001,0.0000,0.1293,0.7893,0.0616,0.000731,IDLE,"40,97,93,160",-0.0688,0.0018
14814,493.800,mp,full_frame,0.0960,Neutral,---,---,AMBIGUOUS,---,0.1481,0.1600,0.5108,0.0000,0.1094,0.0443,0.0576,0.000191,IDLE,"40,97,93,160",-0.0652,0.0012
14815,493.833,mp,full_frame,0.1229,Neutral,---,---,AMBIGUOUS,---,0.1386,0.2049,0.4731,0.0000,0.1050,0.4305,0.0589,0.000500,IDLE,"40,97,93,159",-0.0552,0.0013
14816,493.867,mp,full_frame,0.1167,Neutral,---,---,AMBIGUOUS,---,0.1112,0.1946,0.4848,0.0000,0.1013,0.0010,0.0600,0.000340,IDLE,"40,97,92,158",-0.0948,0.0004
14817,493.900,mp,full_frame,0.0404,Neutral,CONC,---,AMBIGUOUS,---,0.1153,0.0674,0.5750,0.0000,0.0382,0.3247,0.0591,0.000505,IDLE,"43,99,92,155",-0.1563,0.0011
14818,493.933,none,none,0.0000,Neutral,---,---,,---,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0569,0.000102,IDLE,,0.0000,0.0000
14819,493.967,none,none,0.0000,Neutral,---,---,,---,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0569,-0.000022,IDLE,,0.0000,0.0000
14820,494.000,none,none,0.0000,Neutral,---,---,,---,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0569,-0.000183,IDLE,,0.0000,0.0000
14821,494.033,none,none,0.0000,Neutral,---,---,,---,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0569,-0.000315,IDLE,,0.0000,0.0000
14822,494.067,none,none,0.0000,Neutral,---,---,,---,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0569,-0.000466,IDLE,,0.0000,0.0000
14823,494.100,none,none,0.0000,Neutral,---,---,,---,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0569,-0.000064,IDLE,,0.0000,0.0000
14824,494.133,none,none,0.0000,Neutral,---,---,,---,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0569,-0.000199,IDLE,,0.0000,0.0000
14825,494.167,none,none,0.0000,Neutral,---,---,,---,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0569,-0.000310,IDLE,,0.0000,0.0000
14826,494.200,none,none,0.0000,Neutral,---,---,,---,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0569,-0.000220,IDLE,,0.0000,0.0000
14827,494.233,none,none,0.0000,Neutral,---,---,,---,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0569,0.000000,IDLE,,0.0000,0.0000
14828,494.267,none,none,0.0000,Neutral,---,---,,---,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0569,0.000000,IDLE,,0.0000,0.0000
14829,494.300,none,none,0.0000,Neutral,---,---,,---,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0569,0.000000,IDLE,,0.0000,0.0000
14830,494.333,none,none,0.0000,Neutral,---,---,,---,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0569,0.000000,IDLE,,0.0000,0.0000
14831,494.367,none,none,0.0000,Neutral,---,---,,---,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0569,0.000000,IDLE,,0.0000,0.0000
14832,494.400,none,none,0.0000,Neutral,---,---,,---,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0569,0.000000,IDLE,,0.0000,0.0000
14833,494.433,mp,full_frame,0.0687,Neutral,---,---,AMBIGUOUS,---,0.1136,0.1145,0.5665,0.0000,0.1304,0.3210,0.0581,0.000111,IDLE,"43,100,96,158",-0.0162,0.0001
14834,494.467,mp,full_frame,0.0898,Neutral,---,---,AMBIGUOUS,---,0.1107,0.1497,0.5077,0.0000,0.1334,0.0245,0.0591,0.000219,IDLE,"43,99,95,158",-0.0769,0.0000
14835,494.500,mp,full_frame,0.0800,Neutral,---,---,AMBIGUOUS,---,0.1584,0.1056,0.4857,0.0417,0.1477,0.5310,0.0591,0.000212,IDLE,"42,98,95,159",-0.1217,0.0001
14836,494.533,mp,full_frame,0.0770,Neutral,---,---,AMBIGUOUS,---,0.1651,0.1205,0.4877,0.0118,0.1409,1.2308,0.0591,0.000211,IDLE,"40,97,95,160",-0.0760,0.0001
14837,494.567,mp,full_frame,0.0719,Neutral,---,---,AMBIGUOUS,---,0.1613,0.1199,0.4873,0.0000,0.1267,0.0805,0.0590,0.000204,IDLE,"40,97,95,160",-0.0782,0.0001
14838,494.600,mp,full_frame,0.0653,Neutral,---,---,AMBIGUOUS,---,0.1560,0.1088,0.4839,0.0000,0.1251,0.4478,0.0590,0.000207,IDLE,"41,97,95,160",-0.0806,0.0001
14839,494.633,mp,full_frame,0.0689,Neutral,---,---,AMBIGUOUS,---,0.1739,0.1148,0.4773,0.0000,0.1265,0.8664,0.0594,0.000249,IDLE,"40,97,95,160",-0.0650,0.0001
14840,494.667,mp,full_frame,0.0690,Neutral,---,---,AMBIGUOUS,---,0.1616,0.1151,0.4830,0.0000,0.1262,0.5362,0.0588,0.000187,IDLE,"40,97,95,160",-0.0559,0.0002
14841,494.700,mp,full_frame,0.0937,Neutral,---,STARTLE,AMBIGUOUS,---,0.2194,0.1247,0.4222,0.0471,0.1489,3.2696,0.0591,0.000219,IDLE,"41,97,95,160",-0.0536,0.0005
14842,494.733,mp,full_frame,0.0810,Neutral,---,---,AMBIGUOUS,---,0.2117,0.1350,0.4333,0.0000,0.1146,0.0127,0.0587,0.000067,IDLE,"40,97,95,159",-0.0320,0.0002
14843,494.767,mp,full_frame,0.0831,Neutral,---,---,AMBIGUOUS,---,0.2114,0.1386,0.4337,0.0000,0.1168,0.8768,0.0594,0.000025,IDLE,"40,97,95,159",-0.0286,0.0007
14844,494.800,mp,full_frame,0.0756,Neutral,---,---,AMBIGUOUS,---,0.2278,0.1260,0.4153,0.0000,0.1265,0.8002,0.0600,0.000097,IDLE,"41,97,95,159",-0.0256,0.0006
14845,494.833,mp,full_frame,0.0842,Neutral,---,---,AMBIGUOUS,---,0.2116,0.1364,0.4283,0.0060,0.1394,2.3892,0.0604,0.000133,IDLE,"41,97,95,158",-0.0172,0.0007
14846,494.867,mp,full_frame,0.1026,Neutral,---,---,AMBIGUOUS,---,0.2219,0.1353,0.4174,0.0534,0.1504,1.3250,0.0612,0.000222,IDLE,"41,97,95,158",-0.0142,0.0007
14847,494.900,mp,full_frame,0.0980,Neutral,---,---,AMBIGUOUS,---,0.2446,0.1331,0.4031,0.0453,0.1485,0.0388,0.0620,0.000301,IDLE,"42,97,94,158",-0.0126,0.0003
14848,494.933,mp,full_frame,0.0817,Neutral,---,---,AMBIGUOUS,---,0.2100,0.1323,0.4641,0.0058,0.1394,0.2371,0.0630,0.000357,IDLE,"42,98,93,157",-0.0147,0.0002
14849,494.967,mp,full_frame,0.0690,Neutral,---,---,AMBIGUOUS,---,0.1515,0.1151,0.5296,0.0000,0.1373,0.3902,0.0624,0.000355,IDLE,"42,98,93,157",-0.0247,0.0001
14850,495.000,mp,full_frame,0.1134,Neutral,---,---,AMBIGUOUS,---,0.1870,0.1656,0.4717,0.0351,0.1462,0.2635,0.0623,0.000318,IDLE,"44,97,93,156",-0.0593,0.0004
14851,495.033,mp,full_frame,0.1448,Neutral,---,---,AMBIGUOUS,---,0.1845,0.2025,0.4558,0.0583,0.1515,1.9103,0.0632,0.000442,IDLE,"44,97,94,156",-0.0378,0.0005
14852,495.067,mp,full_frame,0.1041,Neutral,---,---,AMBIGUOUS,---,0.1627,0.1195,0.5002,0.0808,0.1567,1.7945,0.0635,0.000416,IDLE,"44,98,92,154",-0.0258,0.0008
14853,495.100,mp,full_frame,0.0795,Neutral,---,---,AMBIGUOUS,---,0.1692,0.1324,0.4966,0.0000,0.1367,0.0706,0.0634,0.000335,IDLE,"44,98,92,154",-0.0251,0.0001
14854,495.133,mp,full_frame,0.0964,Neutral,---,---,AMBIGUOUS,---,0.1679,0.1607,0.4910,0.0000,0.1310,0.0011,0.0635,0.000307,IDLE,"43,98,93,155",-0.0354,0.0000
14855,495.167,mp,full_frame,0.0743,Neutral,---,---,AMBIGUOUS,---,0.2861,0.1189,0.4106,0.0073,0.1398,0.1093,0.0646,0.000343,IDLE,"44,100,92,151",-0.0752,0.0000
14856,495.200,none,none,0.0000,Neutral,---,---,,---,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0628,0.000074,IDLE,,0.0000,0.0000
14857,495.233,mp,full_frame,0.0964,Neutral,---,---,AMBIGUOUS,---,0.1278,0.1607,0.5246,0.0000,0.1312,0.0164,0.0613,-0.000171,IDLE,"44,98,96,158",-0.0507,0.0001
14858,495.267,mp,full_frame,0.0841,Neutral,---,---,AMBIGUOUS,---,0.1277,0.1402,0.5307,0.0000,0.1319,0.0106,0.0596,-0.000274,IDLE,"42,97,94,158",-0.0562,0.0000
14859,495.300,mp,full_frame,0.0924,Neutral,---,---,AMBIGUOUS,---,0.1088,0.1540,0.5383,0.0000,0.1225,1.2930,0.0589,-0.000340,IDLE,"42,97,93,157",-0.0849,0.0002
14860,495.333,mp,full_frame,0.1007,Neutral,---,---,AMBIGUOUS,---,0.1867,0.1679,0.4674,0.0000,0.1300,0.2740,0.0595,-0.000364,IDLE,"43,97,91,156",-0.0839,0.0004
14861,495.367,mp,full_frame,0.0558,Neutral,---,---,AMBIGUOUS,---,0.1631,0.0930,0.4947,0.0000,0.1189,0.9789,0.0594,-0.000416,IDLE,"45,101,91,151",-0.0512,0.0002
14862,495.400,none,none,0.0000,Neutral,---,---,,---,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0581,-0.000531,IDLE,,0.0000,0.0000
14863,495.433,mp,full_frame,0.0950,Neutral,---,---,AMBIGUOUS,---,0.1067,0.1583,0.5166,0.0000,0.1210,0.0024,0.0576,-0.000586,IDLE,"43,98,96,158",-0.0352,0.0000
14864,495.467,mp,full_frame,0.1061,Neutral,---,---,AMBIGUOUS,---,0.1093,0.1769,0.5014,0.0000,0.1224,0.2127,0.0572,-0.000742,IDLE,"44,97,95,158",-0.0348,0.0000
14865,495.500,mp,full_frame,0.1644,Fear,---,---,AMBIGUOUS,---,0.4000,0.2740,0.4000,0.0000,0.1240,0.2693,0.0594,-0.000335,IDLE,"45,97,95,158",-0.0749,0.0000
14866,495.533,none,none,0.0000,Neutral,---,---,,---,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0583,-0.000299,IDLE,,0.0000,0.0000
14867,495.567,none,none,0.0000,Neutral,---,---,,---,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0571,-0.000248,IDLE,,0.0000,0.0000
14868,495.600,none,none,0.0000,Neutral,---,---,,---,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0571,-0.000177,IDLE,,0.0000,0.0000
14869,495.633,none,none,0.0000,Neutral,---,---,,---,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0571,-0.000237,IDLE,,0.0000,0.0000
14870,495.667,none,none,0.0000,Neutral,---,---,,---,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0571,-0.000224,IDLE,,0.0000,0.0000
14871,495.700,none,none,0.0000,Neutral,---,---,,---,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0571,-0.000092,IDLE,,0.0000,0.0000
14872,495.733,none,none,0.0000,Neutral,---,---,,---,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0571,-0.000045,IDLE,,0.0000,0.0000
14873,495.767,none,none,0.0000,Neutral,---,---,,---,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0571,-0.000008,IDLE,,0.0000,0.0000
14874,495.800,none,none,0.0000,Neutral,---,---,,---,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0571,-0.000227,IDLE,,0.0000,0.0000
14875,495.833,none,none,0.0000,Neutral,---,---,,---,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0571,-0.000116,IDLE,,0.0000,0.0000
14876,495.867,none,none,0.0000,Neutral,---,---,,---,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0571,0.000000,IDLE,,0.0000,0.0000
14877,495.900,mp,full_frame,0.1393,Fear,---,---,AMBIGUOUS,---,0.4477,0.2321,0.4477,0.0000,0.1056,0.0846,0.0610,0.000386,IDLE,"47,99,95,157",-0.0280,0.0000
14878,495.933,mp,full_frame,0.1650,Fear,---,STARTLE,AMBIGUOUS,---,0.4568,0.2751,0.4568,0.0000,0.1159,3.2983,0.0649,0.000774,IDLE,"46,98,94,157",-0.0179,0.0000
14879,495.967,mp,full_frame,0.1759,Fear,---,---,AMBIGUOUS,---,0.5478,0.2932,0.5478,0.0000,0.1203,0.1875,0.0696,0.001242,IDLE,"45,98,94,158",-0.0264,0.0000
14880,496.000,mp,full_frame,0.1726,Fear,---,---,AMBIGUOUS,---,0.3766,0.2877,0.3766,0.0000,0.1173,0.2274,0.0728,0.001567,IDLE,"44,97,95,158",-0.0194,0.0000
14881,496.033,mp,full_frame,0.1685,Fear,---,---,AMBIGUOUS,---,0.4077,0.2809,0.4077,0.0000,0.1248,0.5356,0.0763,0.001920,IDLE,"44,97,95,159",-0.0160,0.0000
14882,496.067,mp,full_frame,0.1757,Fear,---,---,AMBIGUOUS,---,0.4023,0.2929,0.4023,0.0000,0.1186,0.0253,0.0798,0.002269,IDLE,"44,97,95,159",-0.0221,0.0000
14883,496.100,mp,full_frame,0.1287,Fear,---,---,AMBIGUOUS,---,0.3421,0.2145,0.3421,0.0000,0.1057,0.1059,0.0819,0.002475,IDLE,"43,97,95,159",-0.0362,0.0000
14884,496.133,mp,full_frame,0.1148,Fear,---,---,AMBIGUOUS,---,0.3454,0.1914,0.3454,0.0000,0.0978,0.8974,0.0841,0.002700,IDLE,"43,97,95,159",-0.0201,0.0000
14885,496.167,mp,full_frame,0.1359,Fear,---,---,AMBIGUOUS,---,0.4176,0.2266,0.4176,0.0000,0.0910,0.0055,0.0862,0.002905,IDLE,"43,97,93,158",-0.0201,0.0000
14886,496.200,mp,full_frame,0.1246,Fear,---,---,AMBIGUOUS,---,0.4330,0.2076,0.4330,0.0000,0.0931,0.0165,0.0884,0.002736,IDLE,"44,98,93,156",-0.0321,0.0000
14887,496.233,mp,full_frame,0.1546,Fear,---,---,AMBIGUOUS,---,0.4358,0.2576,0.4358,0.0000,0.0947,1.0439,0.0907,0.002583,IDLE,"44,98,93,157",-0.0270,0.0000
14888,496.267,none,none,0.0000,Neutral,---,---,,---,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0891,0.001957,IDLE,,0.0000,0.0000
14889,496.300,none,none,0.0000,Neutral,---,---,,---,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0874,0.001456,IDLE,,0.0000,0.0000
14890,496.333,none,none,0.0000,Neutral,---,---,,---,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0857,0.000939,IDLE,,0.0000,0.0000
14891,496.367,none,none,0.0000,Neutral,---,---,,---,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0831,0.000330,IDLE,,0.0000,0.0000
14892,496.400,none,none,0.0000,Neutral,---,---,,---,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0810,-0.000086,IDLE,,0.0000,0.0000
14893,496.433,none,none,0.0000,Neutral,---,---,,---,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0789,-0.000522,IDLE,,0.0000,0.0000
14894,496.467,none,none,0.0000,Neutral,---,---,,---,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0766,-0.000954,IDLE,,0.0000,0.0000
14895,496.500,none,none,0.0000,Neutral,---,---,,---,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0745,-0.001388,IDLE,,0.0000,0.0000
14896,496.533,none,none,0.0000,Neutral,---,---,,---,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0718,-0.001887,IDLE,,0.0000,0.0000
