frame,timestamp,hs_crop_source,composite_fear,hs_dominant,mp_ctx_tag,mp_velocity_tag,agreement_tag,veto_tag,hs_fear,hs_arousal,hs_dominant_score,mp_tension,mp_startle_score,smoothed_composite,onset_slope,event_status,face_bbox,mp_valence,mp_smile
1,0.033,haar,0.0624,Neutral,---,---,AMBIGUOUS,---,0.0111,0.0103,0.7465,0.1406,0.0000,0.0690,0.000000,IDLE,"56,79,155,188",-0.1264,0.0001
2,0.067,haar,0.0641,Neutral,---,---,AMBIGUOUS,---,0.0128,0.0137,0.7496,0.1397,0.0000,0.0699,0.000000,IDLE,"56,78,157,189",-0.1396,0.0001
3,0.100,haar,0.0713,Neutral,---,---,AMBIGUOUS,---,0.0085,0.0233,0.7662,0.1432,0.0000,0.0692,0.000000,IDLE,"55,77,157,189",-0.1629,0.0001
4,0.133,haar,0.0939,Neutral,---,---,AMBIGUOUS,---,0.0089,0.0576,0.7174,0.1483,0.8444,0.0698,0.000000,IDLE,"55,76,157,191",-0.1646,0.0001
5,0.167,haar,0.1706,Neutral,---,---,AMBIGUOUS,---,0.0280,0.1823,0.5389,0.1531,2.5796,0.0766,0.000000,IDLE,"54,76,157,191",-0.1496,0.0005
6,0.200,haar,0.1735,Neutral,---,---,AMBIGUOUS,---,0.0256,0.1832,0.5402,0.1591,1.5312,0.0813,0.000000,IDLE,"54,76,157,192",-0.1476,0.0017
7,0.233,haar,0.0686,Neutral,---,---,AMBIGUOUS,---,0.0044,0.0092,0.8083,0.1578,0.0000,0.0798,0.000000,IDLE,"55,76,157,192",-0.1658,0.0004
8,0.267,haar,0.0115,Neutral,CONC,---,AMBIGUOUS,---,0.0031,-0.0058,0.7936,0.0376,0.0007,0.0723,0.000000,IDLE,"56,75,158,191",-0.1868,0.0000
9,0.300,haar,0.0000,Neutral,CONC,---,AMBIGUOUS,---,0.0024,-0.0246,0.8019,0.0365,0.0190,0.0662,0.000000,IDLE,"57,75,158,189",-0.2324,0.0000
10,0.333,haar,0.0000,Neutral,CONC,---,AMBIGUOUS,---,0.0054,-0.0795,0.7218,0.0438,2.4277,0.0620,-0.000701,IDLE,"61,75,159,187",-0.2394,0.0000
11,0.367,haar,0.0096,Neutral,CONC,---,AMBIGUOUS,---,0.0082,-0.0110,0.7228,0.0405,0.0161,0.0588,-0.001109,IDLE,"63,75,159,186",-0.2006,0.0000
12,0.400,haar,0.0363,Neutral,CONC,---,AMBIGUOUS,---,0.0188,0.0340,0.7291,0.0398,0.1361,0.0570,-0.001221,IDLE,"64,75,160,184",-0.1733,0.0000
13,0.433,haar,0.0809,Neutral,CONC,---,AMBIGUOUS,---,0.0201,0.1068,0.6448,0.0421,0.5514,0.0560,-0.001380,IDLE,"66,75,161,185",-0.1965,0.0000
14,0.467,haar,0.0559,Neutral,CONC,---,AMBIGUOUS,---,0.0228,0.0674,0.6782,0.0387,0.0308,0.0546,-0.002199,IDLE,"67,76,162,185",-0.2408,0.0000
15,0.500,haar,0.0256,Neutral,CONC,---,AMBIGUOUS,---,0.0202,0.0159,0.6950,0.0401,0.0346,0.0534,-0.002792,IDLE,"67,77,162,186",-0.3061,0.0000
