frame,timestamp,hs_crop_source,composite_fear,hs_dominant,mp_ctx_tag,mp_velocity_tag,agreement_tag,veto_tag,hs_fear,hs_arousal,hs_dominant_score,mp_tension,mp_startle_score,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,smoothed_composite,onset_slope,event_status,is_neutral_frame,mp_face_valence,mp_smile_level,mp_browDownLeft,mp_browDownRight,mp_browInnerUp,mp_eyeWideLeft,mp_eyeWideRight,mp_eyeSquintLeft,mp_eyeSquintRight,mp_mouthPressLeft,mp_mouthPressRight,mp_mouthFrownLeft,mp_mouthFrownRight,mp_mouthSmileLeft,mp_mouthSmileRight,mp_jawOpen,mp_noseSneerLeft,mp_noseSneerRight,mp_cheekSquintLeft,mp_cheekSquintRight,mp_vel_eyeWideLeft,mp_vel_eyeWideRight,mp_vel_browInnerUp,mp_vel_jawOpen,mp_vel_mouthPressLeft,mp_vel_mouthPressRight,mp_tension_velocity,hs_anger,hs_contempt,hs_disgust,hs_fear,hs_happiness,hs_neutral,hs_sadness,hs_surprise,mp_face_detected,hs_face_detected,latency_ms,cpu_percent,ram_mb
2046,68.200,haar,0.7274,Surprise,---,---,,---,0.3926,1.2362,0.5995,0.1266,0.0924,0.7923,0.2862,0.3276,0.4815,0.7923,0.2361,0.2853,0.3926,0.1266,0.3926,0.2229,0.3907,0.7274,0.4423,0.3321,0.008851,IDLE,0,-0.0610,0.0002,0.0563,0.0663,0.1085,0.0321,0.0365,0.1343,0.0748,0.0079,0.0075,0.0000,0.0000,0.0002,0.0002,0.4009,0.0000,0.0000,0.0000,0.0000,0.0000,0.0372,0.0924,0.0000,0.0000,0.0000,0.0000,0.0032,0.0001,0.0002,0.3926,0.0001,0.0025,0.0019,0.5995,1,1,23.5,31.7,407.6
2047,68.233,haar,0.5267,Surprise,---,---,,---,0.3980,0.6307,0.5619,0.1258,0.0475,0.4287,0.2891,0.3219,0.3629,0.4287,0.2377,0.2884,0.3980,0.1258,0.3980,0.2238,0.3965,0.5267,0.4481,0.3343,0.008485,IDLE,0,-0.0605,0.0003,0.0557,0.0660,0.1082,0.0329,0.0360,0.1305,0.0738,0.0076,0.0091,0.0000,0.0000,0.0002,0.0003,0.3963,0.0000,0.0000,0.0000,0.0000,0.0243,0.0000,0.0000,0.0000,0.0000,0.0475,0.0000,0.0025,0.0002,0.0004,0.3980,0.0002,0.0126,0.0243,0.5619,1,1,23.1,31.7,407.6
2048,68.267,haar,0.5406,Surprise,---,---,,---,0.2389,1.0409,0.7508,0.1274,0.3926,0.6755,0.1943,0.2967,0.3658,0.6755,0.1655,0.1938,0.2389,0.1274,0.2389,0.1745,0.2372,0.5406,0.2693,0.3364,0.007861,IDLE,0,-0.0627,0.0001,0.0575,0.0683,0.1062,0.0391,0.0401,0.1199,0.0698,0.0071,0.0056,0.0000,0.0000,0.0001,0.0001,0.4093,0.0000,0.0000,0.0000,0.0000,0.1879,0.1233,0.0000,0.3926,0.0000,0.0000,0.0491,0.0028,0.0001,0.0001,0.2389,0.0001,0.0041,0.0031,0.7508,1,1,22.3,31.7,407.6
2049,68.300,haar,0.6758,Surprise,---,---,,---,0.4499,0.9426,0.5328,0.1306,0.5171,0.6178,0.3222,0.3388,0.4527,0.6178,0.2745,0.3213,0.4499,0.1306,0.4499,0.2424,0.4483,0.6758,0.5087,0.3376,0.006775,IDLE,0,-0.0571,0.0002,0.0502,0.0645,0.1130,0.0415,0.0416,0.1124,0.0729,0.0084,0.0066,0.0000,0.0000,0.0002,0.0002,0.4266,0.0000,0.0000,0.0000,0.0000,0.0722,0.0434,0.2016,0.5171,0.0412,0.0311,0.0956,0.0027,0.0001,0.0002,0.4499,0.0001,0.0054,0.0087,0.5328,1,1,22.5,31.7,407.6
2050,68.333,haar,0.6326,Surprise,---,---,,---,0.3944,0.9454,0.5885,0.1301,0.7887,0.6193,0.2887,0.3275,0.4253,0.6193,0.2520,0.2878,0.3944,0.1301,0.3944,0.2266,0.3926,0.6326,0.4458,0.3379,0.005491,IDLE,0,-0.0603,0.0001,0.0516,0.0693,0.0975,0.0424,0.0373,0.1060,0.0829,0.0081,0.0070,0.0000,0.0000,0.0001,0.0001,0.4529,0.0000,0.0000,0.0000,0.0000,0.0246,0.0000,0.0000,0.7887,0.0000,0.0114,0.0000,0.0031,0.0001,0.0002,0.3944,0.0001,0.0068,0.0067,0.5885,1,1,22.8,31.7,407.6
2051,68.367,haar,0.5898,Surprise,---,---,,---,0.3362,0.9581,0.6483,0.1282,0.0099,0.6261,0.2530,0.3154,0.3982,0.6261,0.2068,0.2520,0.3362,0.1282,0.3362,0.2076,0.3340,0.5898,0.3793,0.3360,0.003975,IDLE,0,-0.0637,0.0002,0.0533,0.0746,0.0906,0.0336,0.0330,0.1281,0.0873,0.0075,0.0074,0.0000,0.0000,0.0002,0.0002,0.4482,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0099,0.0000,0.0037,0.0001,0.0002,0.3362,0.0002,0.0065,0.0048,0.6483,1,1,24.1,31.2,407.6
2052,68.400,haar,0.5723,Surprise,---,---,,---,0.2892,1.0146,0.6974,0.1292,0.1649,0.6605,0.2252,0.3068,0.3863,0.6605,0.1867,0.2242,0.2892,0.1292,0.2892,0.1933,0.2865,0.5723,0.3266,0.3345,0.002401,IDLE,0,-0.0636,0.0003,0.0513,0.0767,0.0906,0.0343,0.0329,0.1170,0.0933,0.0093,0.0088,0.0000,0.0000,0.0003,0.0003,0.4537,0.0000,0.0000,0.0000,0.0000,0.0208,0.0000,0.0000,0.1649,0.0518,0.0446,0.0303,0.0045,0.0001,0.0001,0.2892,0.0001,0.0058,0.0028,0.6974,1,1,22.0,31.2,407.6
2053,68.433,haar,0.6582,Surprise,---,---,,---,0.3664,1.0770,0.6237,0.1356,1.4429,0.7005,0.2741,0.3256,0.4393,0.7005,0.2527,0.2734,0.3664,0.1356,0.3664,0.2229,0.3648,0.6582,0.4161,0.3338,0.001541,IDLE,0,-0.0376,0.0002,0.0304,0.0453,0.1387,0.0548,0.0516,0.0820,0.0645,0.0095,0.0066,0.0000,0.0000,0.0002,0.0002,0.4417,0.0000,0.0000,0.0000,0.0000,0.6160,0.5614,1.4429,0.0000,0.0062,0.0000,0.1926,0.0026,0.0001,0.0001,0.3664,0.0001,0.0043,0.0027,0.6237,1,1,20.6,31.2,407.6
2054,68.467,haar,0.6842,Surprise,---,---,,---,0.3662,1.1630,0.6239,0.1305,0.0184,0.7500,0.2719,0.3235,0.4549,0.7500,0.2226,0.2709,0.3662,0.1305,0.3662,0.2186,0.3639,0.6842,0.4140,0.3337,0.000502,IDLE,0,-0.0421,0.0002,0.0341,0.0506,0.1249,0.0422,0.0422,0.1093,0.0731,0.0088,0.0072,0.0000,0.0000,0.0002,0.0002,0.4322,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0184,0.0000,0.0038,0.0001,0.0001,0.3662,0.0001,0.0037,0.0020,0.6239,1,1,20.2,31.2,407.6
2055,68.500,haar,0.6851,Surprise,---,---,,---,0.4035,1.0822,0.5873,0.1285,0.0067,0.7007,0.2935,0.3302,0.4567,0.7007,0.2404,0.2928,0.4035,0.1285,0.4035,0.2277,0.4020,0.6851,0.4553,0.3333,0.000126,IDLE,0,-0.0522,0.0002,0.0442,0.0607,0.1087,0.0396,0.0373,0.1255,0.0724,0.0078,0.0074,0.0000,0.0000,0.0002,0.0002,0.4297,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0067,0.0000,0.0024,0.0001,0.0001,0.4035,0.0001,0.0039,0.0026,0.5873,1,1,20.4,31.2,407.6
2056,68.533,haar,0.5721,Surprise,---,---,,---,0.3293,0.9195,0.6571,0.1298,0.1302,0.6036,0.2495,0.3151,0.3875,0.6036,0.2062,0.2489,0.3293,0.1298,0.3293,0.2067,0.3279,0.5721,0.3721,0.3318,-0.000247,IDLE,0,-0.0506,0.0003,0.0432,0.0586,0.1130,0.0281,0.0301,0.1517,0.0977,0.0088,0.0086,0.0000,0.0000,0.0002,0.0003,0.4262,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1302,0.0000,0.0308,0.0356,0.0390,0.0024,0.0001,0.0001,0.3293,0.0001,0.0066,0.0043,0.6571,1,1,22.8,31.0,407.6
2057,68.567,haar,0.0179,Surprise,---,---,,---,0.0510,-0.0678,0.4385,0.1682,0.0213,0.0266,0.0979,0.1754,0.0624,0.0266,0.0764,0.0947,0.0510,0.1682,0.1682,0.0926,0.0315,0.0179,0.0596,0.3194,-0.001696,IDLE,0,-0.0743,0.0003,0.0414,0.1078,0.0733,0.0004,0.0002,0.4645,0.3415,0.0085,0.0093,0.0000,0.0000,0.0003,0.0003,0.4065,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0213,1.1518,0.0325,0.0004,0.0008,0.0510,0.0005,0.1235,0.3528,0.4385,1,1,20.7,31.0,407.6
2058,68.600,haar,0.0435,Surprise,---,---,,---,0.0556,-0.0052,0.5544,0.1654,0.4969,0.0630,0.0995,0.1993,0.0764,0.0630,0.0874,0.0979,0.0556,0.1654,0.1654,0.0959,0.0457,0.0435,0.0648,0.3072,-0.003039,IDLE,0,-0.0497,0.0002,0.0282,0.0718,0.0898,0.0010,0.0007,0.4528,0.3419,0.0078,0.0081,0.0000,0.0000,0.0002,0.0002,0.4157,0.0000,0.0000,0.0000,0.0000,0.0187,0.0145,0.4969,0.2746,0.0000,0.0000,0.0000,0.0165,0.0003,0.0005,0.0556,0.0003,0.0928,0.2795,0.5544,1,1,26.1,31.0,407.6
2059,68.633,haar,0.2890,Surprise,---,---,,---,0.1042,0.5919,0.8588,0.1536,0.0360,0.4166,0.1240,0.2749,0.2166,0.4166,0.0989,0.1231,0.1042,0.1536,0.1536,0.1265,0.1001,0.2890,0.1202,0.3013,-0.003655,IDLE,0,-0.0506,0.0003,0.0308,0.0712,0.0678,0.0015,0.0007,0.4135,0.3166,0.0082,0.0093,0.0000,0.0000,0.0003,0.0003,0.4085,0.0000,0.0000,0.0000,0.0000,0.0121,0.0000,0.0000,0.0000,0.0136,0.0360,0.0000,0.0069,0.0001,0.0001,0.1042,0.0001,0.0170,0.0127,0.8588,1,1,21.1,31.0,407.6
2060,68.667,haar,0.5825,Surprise,---,---,,---,0.2636,1.0868,0.7256,0.1409,0.8768,0.7085,0.2145,0.3069,0.3914,0.7085,0.1916,0.2138,0.2636,0.1409,0.2636,0.1927,0.2615,0.5825,0.3007,0.3021,-0.003389,IDLE,0,-0.0500,0.0004,0.0328,0.0681,0.0382,0.0053,0.0046,0.3432,0.2840,0.0087,0.0088,0.0000,0.0000,0.0003,0.0004,0.4377,0.0000,0.0000,0.0000,0.0000,0.1169,0.1164,0.0000,0.8768,0.0142,0.0000,0.0000,0.0035,0.0001,0.0001,0.2636,0.0001,0.0042,0.0030,0.7256,1,1,23.5,31.0,407.6
2061,68.700,haar,0.6400,Surprise,---,---,,---,0.3096,1.1594,0.6810,0.1337,0.8615,0.7491,0.2392,0.3135,0.4268,0.7491,0.2121,0.2385,0.3096,0.1337,0.3096,0.2034,0.3077,0.6400,0.3510,0.3020,-0.003246,IDLE,0,-0.0483,0.0003,0.0332,0.0642,0.0405,0.0129,0.0115,0.2584,0.2291,0.0102,0.0094,0.0000,0.0000,0.0003,0.0003,0.4664,0.0000,0.0000,0.0000,0.0000,0.2256,0.2082,0.0698,0.8615,0.0449,0.0174,0.0000,0.0033,0.0001,0.0001,0.3096,0.0001,0.0039,0.0020,0.6810,1,1,23.1,31.0,407.6
2062,68.733,haar,0.6616,Surprise,---,---,,---,0.3097,1.2305,0.6824,0.1291,0.5739,0.7899,0.2375,0.3120,0.4397,0.7899,0.2051,0.2366,0.3097,0.1291,0.3097,0.1999,0.3075,0.6616,0.3497,0.3029,-0.003093,IDLE,0,-0.0537,0.0006,0.0408,0.0680,0.0426,0.0217,0.0196,0.1813,0.1645,0.0121,0.0154,0.0000,0.0000,0.0004,0.0006,0.4855,0.0000,0.0000,0.0000,0.0000,0.2644,0.2409,0.0635,0.5739,0.0576,0.1810,0.0000,0.0037,0.0001,0.0001,0.3097,0.0001,0.0029,0.0010,0.6824,1,1,23.4,40.3,407.6
2063,68.767,haar,0.7718,Surprise,---,---,,---,0.4877,1.1397,0.5035,0.1295,0.5889,0.7356,0.3444,0.3476,0.5106,0.7356,0.2945,0.3436,0.4877,0.1295,0.4877,0.2513,0.4862,0.7718,0.5508,0.3069,-0.002673,IDLE,0,-0.0514,0.0005,0.0408,0.0632,0.0557,0.0271,0.0267,0.1500,0.1217,0.0140,0.0153,0.0000,0.0000,0.0004,0.0005,0.5052,0.0000,0.0000,0.0000,0.0000,0.1636,0.2157,0.3929,0.5889,0.0550,0.0000,0.0122,0.0024,0.0001,0.0002,0.4877,0.0001,0.0032,0.0029,0.5035,1,1,20.3,40.3,407.6
2064,68.800,haar,0.6881,Surprise,---,---,,---,0.3267,1.2558,0.6658,0.1365,0.6945,0.8081,0.2506,0.3184,0.4555,0.8081,0.2182,0.2496,0.3267,0.1365,0.3267,0.2112,0.3243,0.6881,0.3713,0.3138,-0.001955,IDLE,0,-0.0596,0.0010,0.0471,0.0743,0.0541,0.0321,0.0310,0.1234,0.1111,0.0211,0.0254,0.0000,0.0000,0.0008,0.0010,0.5283,0.0000,0.0000,0.0000,0.0000,0.1497,0.1269,0.0000,0.6945,0.2135,0.3012,0.2114,0.0040,0.0000,0.0001,0.3267,0.0001,0.0022,0.0011,0.6658,1,1,20.7,40.3,407.6
2065,68.833,haar,0.7953,Surprise,---,---,,---,0.4358,1.3158,0.5547,0.1364,0.1002,0.8440,0.3160,0.3398,0.5220,0.8440,0.2608,0.3143,0.4358,0.1364,0.4358,0.2438,0.4326,0.7953,0.4953,0.3297,-0.000212,IDLE,0,-0.0594,0.0009,0.0472,0.0739,0.0575,0.0300,0.0322,0.1320,0.1049,0.0203,0.0236,0.0000,0.0000,0.0008,0.0009,0.5260,0.0000,0.0000,0.0000,0.0000,0.0000,0.0379,0.1002,0.0000,0.0000,0.0000,0.0000,0.0054,0.0001,0.0002,0.4358,0.0001,0.0024,0.0013,0.5547,1,1,20.9,40.3,407.6
2066,68.867,haar,0.8707,Fear,---,---,,---,0.5051,1.3677,0.5051,0.1399,0.5591,0.8766,0.3590,0.3558,0.5681,0.8766,0.3057,0.3579,0.5051,0.1399,0.5051,0.2658,0.5033,0.8707,0.5758,0.3471,0.002764,IDLE,0,-0.0544,0.0011,0.0426,0.0686,0.0761,0.0335,0.0374,0.1142,0.0904,0.0226,0.0258,0.0000,0.0000,0.0008,0.0011,0.5307,0.0000,0.0000,0.0000,0.0000,0.1059,0.1558,0.5591,0.1421,0.0687,0.0647,0.1057,0.0031,0.0000,0.0002,0.5051,0.0001,0.0016,0.0008,0.4890,1,1,20.9,40.3,407.6
2067,68.900,haar,0.7707,Surprise,---,---,,---,0.4156,1.2776,0.5739,0.1431,0.4201,0.8238,0.3066,0.3383,0.5062,0.8238,0.2591,0.3048,0.4156,0.1431,0.4156,0.2439,0.4121,0.7707,0.4751,0.3625,0.005528,IDLE,0,-0.0597,0.0012,0.0472,0.0750,0.0720,0.0358,0.0390,0.1117,0.0905,0.0237,0.0270,0.0000,0.0000,0.0009,0.0012,0.5447,0.0000,0.0000,0.0000,0.0000,0.0688,0.0460,0.0000,0.4201,0.0346,0.0368,0.0970,0.0059,0.0001,0.0001,0.4156,0.0001,0.0029,0.0013,0.5739,1,1,22.9,31.0,407.6
2068,68.933,haar,0.8026,Surprise,---,---,,---,0.4781,1.2245,0.5131,0.1432,0.1380,0.7920,0.3442,0.3512,0.5269,0.7920,0.2848,0.3429,0.4781,0.1432,0.4781,0.2617,0.4759,0.8026,0.5466,0.3786,0.007724,IDLE,0,-0.0635,0.0009,0.0496,0.0795,0.0690,0.0385,0.0421,0.1137,0.0847,0.0220,0.0217,0.0000,0.0000,0.0008,0.0009,0.5493,0.0000,0.0000,0.0000,0.0000,0.0814,0.0952,0.0000,0.1380,0.0000,0.0000,0.0031,0.0037,0.0001,0.0002,0.4781,0.0001,0.0027,0.0020,0.5131,1,1,23.4,31.0,407.6
2069,68.967,haar,0.6710,Surprise,---,---,,---,0.3048,1.2442,0.6865,0.1438,0.0947,0.8041,0.2404,0.3168,0.4444,0.8041,0.1975,0.2394,0.3048,0.1438,0.3048,0.2094,0.3024,0.6710,0.3487,0.3920,0.008988,IDLE,0,-0.0631,0.0009,0.0501,0.0783,0.0688,0.0375,0.0418,0.1163,0.0876,0.0238,0.0206,0.0000,0.0000,0.0008,0.0009,0.5524,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0947,0.0527,0.0000,0.0184,0.0041,0.0001,0.0001,0.3048,0.0002,0.0029,0.0013,0.6865,1,1,23.2,31.0,407.6
2070,69.000,haar,0.5878,Surprise,---,---,,---,0.2220,1.2008,0.7695,0.1400,0.1259,0.7765,0.1892,0.2987,0.3932,0.7765,0.1555,0.1885,0.2220,0.1400,0.2220,0.1763,0.2197,0.5878,0.2531,0.4037,0.010170,IDLE,0,-0.0637,0.0007,0.0529,0.0763,0.0580,0.0417,0.0451,0.0999,0.0824,0.0215,0.0166,0.0000,0.0000,0.0007,0.0007,0.5565,0.0000,0.0000,0.0000,0.0000,0.1259,0.1002,0.0000,0.1214,0.0000,0.0000,0.0000,0.0037,0.0000,0.0001,0.2220,0.0001,0.0032,0.0013,0.7695,1,1,22.9,31.0,407.6
2071,69.033,haar,0.6308,Surprise,---,---,,---,0.2592,1.2402,0.7328,0.1397,0.0966,0.8000,0.2114,0.3061,0.4195,0.8000,0.1734,0.2106,0.2592,0.1397,0.2592,0.1903,0.2570,0.6308,0.2954,0.4163,0.011347,IDLE,0,-0.0604,0.0008,0.0514,0.0713,0.0577,0.0407,0.0453,0.1030,0.0807,0.0211,0.0183,0.0000,0.0000,0.0007,0.0008,0.5597,0.0000,0.0000,0.0000,0.0000,0.0000,0.0043,0.0000,0.0966,0.0000,0.0491,0.0000,0.0036,0.0001,0.0001,0.2592,0.0001,0.0029,0.0013,0.7328,1,1,22.9,31.0,407.6
2072,69.067,haar,0.6527,Surprise,---,---,,---,0.2780,1.2609,0.7147,0.1393,0.2148,0.8123,0.2225,0.3099,0.4330,0.8123,0.1851,0.2218,0.2780,0.1393,0.2780,0.1968,0.2760,0.6527,0.3167,0.4294,0.012247,IDLE,0,-0.0570,0.0008,0.0492,0.0666,0.0649,0.0407,0.0407,0.1008,0.0882,0.0182,0.0179,0.0000,0.0000,0.0007,0.0008,0.5627,0.0000,0.0000,0.0000,0.0000,0.0002,0.0000,0.2148,0.0910,0.0000,0.0000,0.0000,0.0032,0.0000,0.0001,0.2780,0.0001,0.0027,0.0011,0.7147,1,1,24.6,33.6,407.6
2073,69.100,haar,0.6372,Surprise,---,---,,---,0.2613,1.2517,0.7309,0.1410,0.1343,0.8074,0.2132,0.3071,0.4233,0.8074,0.1757,0.2124,0.2613,0.1410,0.2613,0.1920,0.2590,0.6372,0.2982,0.4421,0.012838,IDLE,0,-0.0605,0.0009,0.0531,0.0703,0.0587,0.0368,0.0385,0.1129,0.0918,0.0213,0.0224,0.0000,0.0000,0.0008,0.0009,0.5649,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0647,0.0951,0.1343,0.0509,0.0038,0.0001,0.0001,0.2613,0.0002,0.0028,0.0010,0.7309,1,1,23.7,33.6,407.6
2074,69.133,haar,0.6822,Surprise,---,---,,---,0.3298,1.2250,0.6609,0.1402,0.0586,0.7911,0.2540,0.3202,0.4520,0.7911,0.2081,0.2531,0.3298,0.1402,0.3298,0.2150,0.3277,0.6822,0.3760,0.4558,0.012612,IDLE,0,-0.0586,0.0009,0.0501,0.0694,0.0578,0.0359,0.0404,0.1124,0.0893,0.0209,0.0219,0.0000,0.0000,0.0008,0.0009,0.5659,0.0000,0.0000,0.0000,0.0000,0.0000,0.0586,0.0000,0.0299,0.0000,0.0000,0.0000,0.0034,0.0001,0.0002,0.3298,0.0001,0.0034,0.0021,0.6609,1,1,23.1,33.6,407.6
2075,69.167,haar,0.6633,Surprise,---,---,,---,0.2860,1.2685,0.7069,0.1422,0.1688,0.8180,0.2285,0.3126,0.4394,0.8180,0.1890,0.2277,0.2860,0.1422,0.2860,0.2016,0.2840,0.6633,0.3267,0.4691,0.012197,IDLE,0,-0.0588,0.0008,0.0481,0.0715,0.0587,0.0398,0.0460,0.1020,0.0799,0.0246,0.0248,0.0000,0.0000,0.0007,0.0008,0.5615,0.0000,0.0000,0.0000,0.0000,0.1151,0.1688,0.0261,0.0000,0.1121,0.0857,0.0584,0.0034,0.0001,0.0001,0.2860,0.0002,0.0024,0.0009,0.7069,1,1,22.9,33.6,407.6
2076,69.200,haar,0.7397,Surprise,---,---,,---,0.3531,1.3326,0.6385,0.1433,0.1897,0.8569,0.2692,0.3263,0.4861,0.8569,0.2233,0.2678,0.3531,0.1433,0.3531,0.2250,0.3501,0.7397,0.4037,0.4826,0.012005,IDLE,0,-0.0597,0.0008,0.0492,0.0721,0.0541,0.0391,0.0466,0.1031,0.0811,0.0265,0.0271,0.0000,0.0000,0.0007,0.0008,0.5678,0.0000,0.0000,0.0000,0.0000,0.0000,0.0168,0.0000,0.1897,0.0567,0.0700,0.0352,0.0051,0.0000,0.0001,0.3531,0.0001,0.0021,0.0010,0.6385,1,1,20.6,33.6,407.6
2077,69.233,haar,0.6509,Surprise,---,---,,---,0.2844,1.2375,0.7074,0.1411,0.1276,0.7990,0.2271,0.3117,0.4321,0.7990,0.1871,0.2263,0.2844,0.1411,0.2844,0.2004,0.2822,0.6509,0.3246,0.4956,0.011702,IDLE,0,-0.0632,0.0007,0.0515,0.0766,0.0465,0.0396,0.0439,0.1062,0.0836,0.0238,0.0229,0.0000,0.0000,0.0006,0.0007,0.5721,0.0000,0.0000,0.0000,0.0000,0.0138,0.0000,0.0000,0.1276,0.0000,0.0000,0.0000,0.0037,0.0000,0.0001,0.2844,0.0001,0.0029,0.0014,0.7074,1,1,23.8,31.9,407.6
2078,69.267,haar,0.6987,Surprise,---,---,,---,0.3061,1.3224,0.6867,0.1436,0.2195,0.8508,0.2411,0.3172,0.4606,0.8508,0.2005,0.2402,0.3061,0.1436,0.3061,0.2096,0.3038,0.6987,0.3500,0.5095,0.011757,IDLE,0,-0.0652,0.0007,0.0538,0.0783,0.0427,0.0467,0.0449,0.0927,0.0885,0.0243,0.0256,0.0000,0.0000,0.0005,0.0007,0.5794,0.0000,0.0000,0.0000,0.0000,0.2139,0.0318,0.0000,0.2195,0.0155,0.0789,0.0741,0.0038,0.0001,0.0001,0.3061,0.0002,0.0021,0.0009,0.6867,1,1,22.3,31.9,407.6
2079,69.300,haar,0.5895,Surprise,---,---,,---,0.2440,1.1508,0.7469,0.1424,0.0837,0.7474,0.2033,0.3039,0.3949,0.7474,0.1664,0.2026,0.2440,0.1424,0.2440,0.1864,0.2419,0.5895,0.2787,0.5213,0.011761,IDLE,0,-0.0626,0.0007,0.0508,0.0761,0.0445,0.0434,0.0397,0.1017,0.0923,0.0258,0.0284,0.0000,0.0000,0.0005,0.0007,0.5686,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0564,0.0000,0.0447,0.0837,0.0000,0.0035,0.0001,0.0001,0.2440,0.0002,0.0040,0.0013,0.7469,1,1,23.5,31.9,407.6
2080,69.333,haar,0.6634,Surprise,---,---,,---,0.3083,1.2179,0.6835,0.1413,0.0000,0.7873,0.2415,0.3166,0.4402,0.7873,0.1966,0.2407,0.3083,0.1413,0.3083,0.2088,0.3062,0.6634,0.3519,0.5346,0.011826,IDLE,0,-0.0739,0.0006,0.0618,0.0875,0.0422,0.0426,0.0354,0.0934,0.0975,0.0253,0.0240,0.0000,0.0000,0.0005,0.0006,0.5644,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0035,0.0001,0.0001,0.3083,0.0002,0.0034,0.0009,0.6835,1,1,20.3,31.9,407.6
2081,69.367,haar,0.5575,Surprise,---,---,,---,0.1962,1.1673,0.7937,0.1435,0.1880,0.7578,0.1751,0.2946,0.3746,0.7578,0.1449,0.1743,0.1962,0.1435,0.1962,0.1678,0.1934,0.5575,0.2243,0.5457,0.011635,IDLE,0,-0.0727,0.0009,0.0616,0.0859,0.0395,0.0426,0.0381,0.0999,0.0923,0.0269,0.0303,0.0000,0.0000,0.0007,0.0009,0.5668,0.0000,0.0000,0.0000,0.0000,0.0000,0.0816,0.0000,0.0708,0.0484,0.1880,0.0647,0.0047,0.0001,0.0001,0.1962,0.0002,0.0040,0.0011,0.7937,1,1,21.7,31.9,407.6
2082,69.400,haar,0.5452,Surprise,---,---,,---,0.2131,1.0977,0.7775,0.1395,0.0902,0.7144,0.1837,0.2965,0.3679,0.7144,0.1502,0.1830,0.2131,0.1395,0.2131,0.1724,0.2110,0.5452,0.2428,0.5567,0.011451,IDLE,0,-0.0623,0.0009,0.0524,0.0744,0.0425,0.0358,0.0352,0.1244,0.0959,0.0232,0.0249,0.0000,0.0000,0.0007,0.0009,0.5652,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0902,0.0000,0.0000,0.0000,0.0000,0.0034,0.0001,0.0001,0.2131,0.0001,0.0042,0.0015,0.7775,1,1,23.2,30.9,407.6
2083,69.433,haar,0.6414,Surprise,---,---,,---,0.2936,1.1902,0.6996,0.1400,0.0840,0.7701,0.2322,0.3134,0.4269,0.7701,0.1905,0.2317,0.2936,0.1400,0.2936,0.2028,0.2923,0.6414,0.3348,0.5695,0.011370,IDLE,0,-0.0723,0.0010,0.0579,0.0891,0.0347,0.0350,0.0356,0.1173,0.1029,0.0218,0.0251,0.0000,0.0000,0.0007,0.0010,0.5680,0.0000,0.0000,0.0000,0.0000,0.0000,0.0104,0.0000,0.0840,0.0000,0.0053,0.0143,0.0022,0.0001,0.0001,0.2936,0.0002,0.0032,0.0011,0.6996,1,1,20.7,30.9,407.6
2084,69.467,haar,0.6370,Surprise,---,---,,---,0.2757,1.2266,0.7178,0.1356,0.0923,0.7902,0.2196,0.3080,0.4238,0.7902,0.1803,0.2191,0.2757,0.1356,0.2757,0.1933,0.2743,0.6370,0.3130,0.5822,0.011317,IDLE,0,-0.0699,0.0010,0.0562,0.0861,0.0355,0.0360,0.0387,0.1122,0.0843,0.0248,0.0203,0.0000,0.0000,0.0008,0.0010,0.5473,0.0000,0.0000,0.0000,0.0000,0.0292,0.0923,0.0220,0.0000,0.0908,0.0000,0.0000,0.0023,0.0001,0.0001,0.2757,0.0001,0.0030,0.0010,0.7178,1,1,20.5,30.9,407.6
2085,69.500,haar,0.4746,Surprise,---,---,,---,0.1948,0.9368,0.7938,0.1371,0.2228,0.6169,0.1717,0.2915,0.3259,0.6169,0.1430,0.1713,0.1948,0.1371,0.1948,0.1634,0.1933,0.4746,0.2215,0.5917,0.010916,IDLE,0,-0.0639,0.0011,0.0491,0.0813,0.0296,0.0268,0.0271,0.1572,0.1187,0.0315,0.0277,0.0000,0.0000,0.0009,0.0011,0.5266,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1993,0.2228,0.0460,0.0024,0.0001,0.0001,0.1948,0.0002,0.0065,0.0023,0.7938,1,1,20.6,30.9,407.6
