frame,timestamp,hs_crop_source,composite_fear,hs_dominant,mp_ctx_tag,mp_velocity_tag,agreement_tag,veto_tag,hs_fear,hs_arousal,hs_dominant_score,mp_tension,mp_startle_score,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,smoothed_composite,onset_slope,event_status,is_neutral_frame,mp_face_valence,mp_smile_level,mp_browDownLeft,mp_browDownRight,mp_browInnerUp,mp_eyeWideLeft,mp_eyeWideRight,mp_eyeSquintLeft,mp_eyeSquintRight,mp_mouthPressLeft,mp_mouthPressRight,mp_mouthFrownLeft,mp_mouthFrownRight,mp_mouthSmileLeft,mp_mouthSmileRight,mp_jawOpen,mp_noseSneerLeft,mp_noseSneerRight,mp_cheekSquintLeft,mp_cheekSquintRight,mp_vel_eyeWideLeft,mp_vel_eyeWideRight,mp_vel_browInnerUp,mp_vel_jawOpen,mp_vel_mouthPressLeft,mp_vel_mouthPressRight,mp_tension_velocity,hs_anger,hs_contempt,hs_disgust,hs_fear,hs_happiness,hs_neutral,hs_sadness,hs_surprise,mp_face_detected,hs_face_detected,latency_ms,cpu_percent,ram_mb
163,5.433,haar,0.1095,Surprise,---,---,,---,0.0229,0.2798,0.5560,0.0954,0.0612,0.2060,0.0519,0.1585,0.0960,0.0000,0.0413,0.0485,0.0229,0.0954,0.0954,0.0467,0.0000,0.1095,0.0251,0.1876,0.002083,IDLE,0,-0.0027,0.0006,0.0016,0.0034,0.0591,0.0323,0.0185,0.1965,0.1511,0.0206,0.0965,0.0008,0.0009,0.0002,0.0006,0.0029,0.0000,0.0000,0.0000,0.0000,0.0000,0.0016,0.0612,0.0000,0.0127,0.0000,0.0000,0.0659,0.1007,0.0014,0.0229,0.0287,0.1953,0.0292,0.5560,1,1,22.5,32.7,406.6
164,5.467,haar,0.0813,Neutral,---,---,,---,0.0159,0.2107,0.3772,0.0936,0.0682,0.1639,0.0470,0.0715,0.0782,0.0000,0.0374,0.0359,0.0159,0.0936,0.0936,0.0386,0.0000,0.0813,0.0174,0.1875,0.001698,IDLE,1,-0.0047,0.0005,0.0029,0.0058,0.0272,0.0287,0.0158,0.2317,0.1831,0.0229,0.0925,0.0008,0.0009,0.0002,0.0005,0.0030,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0021,0.0682,0.0000,0.0000,0.2352,0.1055,0.0015,0.0159,0.0224,0.3772,0.1037,0.1385,1,1,22.9,31.6,406.6
165,5.500,haar,0.0282,Anger,---,---,,---,0.0011,0.0816,0.4749,0.1181,0.5836,0.0962,0.0479,0.0490,0.0523,0.0000,0.0476,0.0251,0.0011,0.1181,0.1181,0.0114,0.0000,0.0282,0.0012,0.1876,0.001355,IDLE,0,-0.0117,0.0008,0.0057,0.0178,0.0077,0.0132,0.0076,0.3749,0.2903,0.0304,0.1119,0.0006,0.0007,0.0004,0.0008,0.0028,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2265,0.5836,0.7359,0.4749,0.0514,0.0010,0.0011,0.0082,0.2487,0.2080,0.0067,1,1,22.5,31.6,406.6
166,5.533,haar,0.0000,Sadness,---,---,,---,0.0007,-0.1516,0.4988,0.1389,0.3550,0.0000,0.0560,0.0563,0.0117,0.0000,0.0491,0.0444,0.0007,0.1389,0.1389,0.0098,0.0000,0.0000,0.0008,0.1876,0.000995,IDLE,0,-0.0216,0.0011,0.0116,0.0333,0.0044,0.0054,0.0037,0.4972,0.3545,0.0423,0.1095,0.0004,0.0005,0.0007,0.0011,0.0027,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3550,0.0000,0.6240,0.2077,0.0182,0.0004,0.0007,0.0070,0.2648,0.4988,0.0025,1,1,22.5,31.6,406.6
167,5.567,haar,0.0000,Sadness,---,---,,---,0.0012,-0.2521,0.4596,0.1738,0.4026,0.0000,0.0702,0.0708,0.0023,0.0000,0.0608,0.0663,0.0012,0.1738,0.1738,0.0143,0.0000,0.0000,0.0014,0.1876,0.000655,IDLE,0,-0.0926,0.0034,0.0648,0.1273,0.0030,0.0016,0.0013,0.5743,0.4176,0.0557,0.1145,0.0002,0.0003,0.0021,0.0034,0.0024,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4026,0.1482,1.0482,0.0557,0.0310,0.0009,0.0012,0.0328,0.4150,0.4596,0.0039,1,1,22.6,31.6,406.6
168,5.600,haar,0.0000,Neutral,STRESS,---,,---,0.0006,-0.2157,0.4788,0.1934,2.9566,0.0000,0.0777,0.0785,0.0152,0.0000,0.1175,0.0731,0.0006,0.1934,0.1934,0.0111,0.0000,0.0000,0.0008,0.1876,0.000188,IDLE,0,-0.0809,0.0082,0.0631,0.1151,0.0047,0.0019,0.0013,0.5049,0.3714,0.0891,0.2130,0.0004,0.0004,0.0047,0.0082,0.0020,0.0000,0.0000,0.0000,0.0000,0.0091,0.0000,0.0531,0.0000,1.0009,2.9566,0.5867,0.0603,0.0371,0.0004,0.0006,0.0192,0.4788,0.3992,0.0044,1,1,22.6,31.6,406.6
169,5.633,haar,0.0000,Neutral,STRESS,---,,---,0.0003,-0.0690,0.5487,0.1834,0.0264,0.0320,0.0735,0.0741,0.0414,0.0000,0.0557,0.0689,0.0003,0.1834,0.1834,0.0068,0.0000,0.0000,0.0003,0.1876,-0.000006,IDLE,0,-0.0863,0.0102,0.0655,0.1277,0.0040,0.0028,0.0017,0.4525,0.3739,0.0828,0.1968,0.0002,0.0002,0.0056,0.0102,0.0017,0.0000,0.0000,0.0000,0.0000,0.0264,0.0147,0.0000,0.0000,0.0000,0.0000,0.0000,0.0634,0.1498,0.0003,0.0003,0.0524,0.5487,0.1818,0.0033,1,1,20.6,31.1,406.6
170,5.667,haar,0.0000,Neutral,---,---,,---,0.0002,-0.0309,0.6313,0.1558,0.0268,0.0438,0.0624,0.0628,0.0406,0.0000,0.0474,0.0586,0.0002,0.1558,0.1558,0.0050,0.0000,0.0000,0.0002,0.1876,0.000081,IDLE,0,-0.0771,0.0037,0.0658,0.0966,0.0040,0.0036,0.0026,0.4488,0.3495,0.0667,0.1229,0.0001,0.0001,0.0026,0.0037,0.0020,0.0000,0.0000,0.0000,0.0000,0.0237,0.0268,0.0008,0.0086,0.0000,0.0000,0.0000,0.0619,0.1247,0.0003,0.0002,0.0599,0.6313,0.1194,0.0023,1,1,21.3,31.1,406.6
171,5.700,haar,0.0000,Neutral,---,---,,---,0.0003,-0.0995,0.6422,0.1517,0.3000,0.0009,0.0608,0.0623,0.0257,0.0000,0.0516,0.0581,0.0003,0.1517,0.1517,0.0067,0.0000,0.0000,0.0003,0.1876,0.000070,IDLE,0,-0.0750,0.0041,0.0672,0.0915,0.0035,0.0049,0.0032,0.4273,0.3193,0.0627,0.1329,0.0001,0.0001,0.0026,0.0041,0.0016,0.0000,0.0000,0.0000,0.0000,0.0398,0.0163,0.0000,0.0000,0.0000,0.3000,0.0000,0.0442,0.1266,0.0003,0.0003,0.0747,0.6422,0.1042,0.0075,1,1,21.1,31.1,406.6
172,5.733,haar,0.0000,Neutral,---,---,,---,0.0004,-0.0735,0.7074,0.1370,0.0324,0.0107,0.0550,0.0594,0.0266,0.0000,0.0419,0.0536,0.0004,0.1370,0.1370,0.0072,0.0000,0.0000,0.0004,0.1876,0.000001,IDLE,1,-0.0468,0.0029,0.0460,0.0537,0.0042,0.0060,0.0041,0.3952,0.3141,0.0556,0.1224,0.0001,0.0000,0.0018,0.0029,0.0018,0.0000,0.0000,0.0000,0.0000,0.0324,0.0279,0.0204,0.0059,0.0000,0.0000,0.0000,0.0253,0.1414,0.0001,0.0004,0.0642,0.7074,0.0391,0.0221,1,1,22.9,31.1,406.6
173,5.767,haar,0.0995,Surprise,---,---,,---,0.0232,0.2532,0.7251,0.0793,1.0594,0.1836,0.0456,0.1860,0.0860,0.1836,0.0566,0.0451,0.0232,0.0793,0.0793,0.0429,0.0161,0.0995,0.0250,0.1891,0.000158,IDLE,0,-0.0070,0.0022,0.0081,0.0113,0.0395,0.0161,0.0131,0.3046,0.1845,0.0199,0.0142,0.0000,0.0000,0.0018,0.0022,0.0034,0.0000,0.0000,0.0000,0.0000,0.3028,0.2695,1.0594,0.0468,0.0000,0.0000,0.0000,0.0119,0.0209,0.0006,0.0232,0.0070,0.1941,0.0173,0.7251,1,1,23.1,31.1,406.6
174,5.800,haar,0.3666,Surprise,---,STARTLE,,---,0.0360,0.9745,0.9542,0.1543,14.7845,0.6464,0.0833,0.2670,0.2592,0.6464,0.2643,0.0831,0.0360,0.1543,0.1543,0.0745,0.0345,0.3666,0.0416,0.1877,0.000013,IDLE,0,0.0074,0.0132,0.0040,0.0076,0.1550,0.0353,0.0273,0.2025,0.0995,0.0397,0.0505,0.0000,0.0000,0.0066,0.0132,0.4962,0.0000,0.0000,0.0000,0.0000,0.5772,0.4264,3.4668,14.7845,0.5927,1.0878,2.2492,0.0026,0.0001,0.0001,0.0360,0.0010,0.0055,0.0005,0.9542,1,1,24.2,29.9,406.6
175,5.833,mp,0.5587,Surprise,---,STARTLE,,---,0.1851,1.1434,0.7994,0.1822,3.4986,0.7589,0.1839,0.3068,0.3759,0.7589,0.2172,0.1820,0.1851,0.1822,0.1851,0.1836,0.1789,0.5587,0.2188,0.1923,0.000474,IDLE,0,0.0010,0.0046,0.0031,0.0048,0.1766,0.0284,0.0334,0.2410,0.0752,0.0485,0.0614,0.0000,0.0000,0.0028,0.0046,0.6128,0.0000,0.0000,0.0000,0.0000,0.0000,0.1815,0.6461,3.4986,0.2638,0.3277,0.8378,0.0104,0.0001,0.0002,0.1851,0.0007,0.0035,0.0007,0.7994,1,1,23.4,29.9,406.6
176,5.867,haar,0.5162,Surprise,---,---,,---,0.1001,1.2172,0.8929,0.1861,1.1364,0.8048,0.1345,0.2930,0.3493,0.8048,0.1286,0.1340,0.1001,0.1861,0.1861,0.1364,0.0979,0.5162,0.1187,0.1959,0.000839,IDLE,0,-0.0015,0.0034,0.0035,0.0068,0.1380,0.0315,0.0353,0.2206,0.0814,0.0532,0.0864,0.0000,0.0000,0.0020,0.0034,0.6507,0.0000,0.0000,0.0000,0.0000,0.0921,0.0594,0.0000,1.1364,0.1417,0.7495,0.1160,0.0036,0.0000,0.0001,0.1001,0.0002,0.0024,0.0007,0.8929,1,1,22.5,29.9,406.6
177,5.900,haar,0.4828,Surprise,---,---,,---,0.0711,1.1898,0.9229,0.1871,1.9279,0.7888,0.1175,0.2879,0.3297,0.7888,0.1302,0.1172,0.0711,0.1871,0.1871,0.1153,0.0693,0.4828,0.0844,0.1997,0.001217,IDLE,0,0.0022,0.0076,0.0041,0.0077,0.1708,0.0342,0.0430,0.2006,0.0867,0.0371,0.0576,0.0000,0.0000,0.0046,0.0076,0.7149,0.0000,0.0000,0.0000,0.0000,0.0821,0.2309,0.9835,1.9279,0.0000,0.0000,0.0325,0.0030,0.0000,0.0000,0.0711,0.0002,0.0024,0.0004,0.9229,1,1,22.8,29.9,406.6
178,5.933,haar,0.5500,Surprise,---,---,,---,0.1282,1.2435,0.8636,0.1884,2.4870,0.8214,0.1523,0.2994,0.3693,0.8214,0.1704,0.1515,0.1282,0.1884,0.1884,0.1554,0.1250,0.5500,0.1524,0.2032,0.001563,IDLE,0,0.0033,0.0103,0.0051,0.0087,0.1675,0.0357,0.0482,0.1873,0.0770,0.0220,0.0549,0.0000,0.0000,0.0049,0.0103,0.7978,0.0000,0.0000,0.0000,0.0000,0.0440,0.1551,0.0000,2.4870,0.0000,0.0000,0.0367,0.0053,0.0000,0.0000,0.1282,0.0003,0.0020,0.0005,0.8636,1,1,22.5,29.9,406.6
179,5.967,mp,0.6845,Surprise,---,---,,---,0.2627,1.3047,0.7245,0.1897,0.5062,0.8587,0.2335,0.3259,0.4492,0.8587,0.1984,0.2311,0.2627,0.1897,0.2627,0.2233,0.2564,0.6845,0.3126,0.2102,0.002263,IDLE,0,0.0005,0.0093,0.0069,0.0109,0.1486,0.0386,0.0563,0.1777,0.0740,0.0257,0.0552,0.0000,0.0000,0.0049,0.0093,0.8147,0.0000,0.0000,0.0000,0.0000,0.0877,0.2427,0.0000,0.5062,0.1090,0.0082,0.0413,0.0106,0.0000,0.0000,0.2627,0.0005,0.0014,0.0003,0.7245,1,1,23.2,30.5,406.6
180,6.000,mp,0.7043,Surprise,---,---,,---,0.2802,1.3216,0.7097,0.1884,0.1363,0.8683,0.2435,0.3294,0.4610,0.8683,0.1994,0.2416,0.2802,0.1884,0.2802,0.2298,0.2755,0.7043,0.3330,0.2164,0.002882,IDLE,0,-0.0044,0.0051,0.0078,0.0115,0.1386,0.0411,0.0608,0.1688,0.0697,0.0210,0.0507,0.0000,0.0000,0.0027,0.0051,0.8166,0.0000,0.0000,0.0000,0.0000,0.0765,0.1363,0.0000,0.0574,0.0000,0.0000,0.0000,0.0078,0.0000,0.0001,0.2802,0.0004,0.0014,0.0003,0.7097,1,1,22.9,30.5,406.6
181,6.033,haar,0.5132,Surprise,---,---,,---,0.1092,1.1889,0.8852,0.1848,0.1885,0.7872,0.1395,0.2947,0.3478,0.7872,0.1138,0.1391,0.1092,0.1848,0.1848,0.1421,0.1075,0.5132,0.1294,0.2225,0.003496,IDLE,0,-0.0024,0.0077,0.0079,0.0124,0.1229,0.0389,0.0580,0.1663,0.0776,0.0242,0.0570,0.0000,0.0000,0.0040,0.0077,0.8141,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0976,0.1885,0.0000,0.0030,0.0000,0.0000,0.1092,0.0003,0.0019,0.0004,0.8852,1,1,23.8,30.5,406.6
182,6.067,haar,0.4931,Surprise,---,---,,---,0.0892,1.1804,0.9056,0.1837,0.1660,0.7817,0.1270,0.2903,0.3358,0.7817,0.1031,0.1268,0.0892,0.1837,0.1837,0.1280,0.0881,0.4931,0.1056,0.2281,0.003898,IDLE,0,-0.0037,0.0070,0.0086,0.0132,0.1019,0.0366,0.0541,0.1825,0.0854,0.0291,0.0625,0.0000,0.0000,0.0038,0.0070,0.8068,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1465,0.1660,0.0000,0.0018,0.0000,0.0000,0.0892,0.0001,0.0024,0.0008,0.9056,1,1,21.1,30.5,406.6
183,6.100,haar,0.1927,Surprise,---,---,,---,0.0401,0.4604,0.9173,0.1598,0.0276,0.3402,0.0880,0.2634,0.1601,0.3402,0.0685,0.0878,0.0401,0.1598,0.1598,0.0800,0.0385,0.1927,0.0465,0.2279,0.004024,IDLE,0,-0.0094,0.0015,0.0075,0.0147,0.0975,0.0359,0.0346,0.2033,0.1005,0.0300,0.0420,0.0000,0.0000,0.0011,0.0015,0.6227,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0276,0.0000,0.0000,0.0026,0.0003,0.0001,0.0401,0.0003,0.0302,0.0091,0.9173,1,1,22.7,30.5,406.6
184,6.133,haar,0.0000,Neutral,CONC,---,,---,0.0011,-0.0951,0.4102,0.0426,0.0000,0.0000,0.0177,0.0184,0.0000,0.0000,0.0133,0.0139,0.0011,0.0426,0.0426,0.0068,0.0000,0.0000,0.0011,0.2234,0.003110,IDLE,1,-0.2512,0.0000,0.2019,0.3004,0.0002,0.0009,0.0006,0.6011,0.4371,0.0070,0.0084,0.0000,0.0000,0.0000,0.0000,0.0356,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2119,0.0578,0.0021,0.0011,0.0210,0.4102,0.2915,0.0044,1,1,22.9,30.5,406.6
185,6.167,haar,0.1770,Anger,---,---,,---,0.0004,0.4590,0.8330,0.2830,2.8357,0.3886,0.1135,0.1135,0.1769,0.0000,0.1418,0.0189,0.0004,0.2830,0.2830,0.0107,0.0000,0.1770,0.0005,0.2223,0.002638,IDLE,0,-0.5155,0.0008,0.4402,0.5924,0.0000,0.0012,0.0008,0.6188,0.4872,0.0422,0.1030,0.0001,0.0001,0.0006,0.0008,0.0032,0.0000,0.0000,0.0000,0.0000,0.0108,0.0065,0.0000,0.0000,1.0554,2.8357,7.2132,0.8330,0.0308,0.0013,0.0004,0.0034,0.0598,0.0707,0.0006,1,1,22.7,32.0,406.6
186,6.200,haar,0.2577,Anger,STRESS,---,,---,0.0003,0.6690,0.9243,0.2829,1.4718,0.5146,0.1133,0.1133,0.2188,0.0000,0.1144,0.0086,0.0003,0.2829,0.2829,0.0087,0.0000,0.2577,0.0003,0.2223,0.002259,IDLE,0,-0.5047,0.0010,0.4231,0.5883,0.0000,0.0012,0.0006,0.5548,0.4490,0.0442,0.1520,0.0001,0.0001,0.0007,0.0010,0.0025,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0000,0.0600,1.4718,0.0000,0.9243,0.0166,0.0008,0.0003,0.0009,0.0252,0.0317,0.0003,1,1,22.6,32.0,406.6
187,6.233,haar,0.1980,Anger,STRESS,---,,---,0.0002,0.5220,0.8170,0.2627,0.3173,0.4183,0.1052,0.1052,0.1833,0.0000,0.0853,0.0193,0.0002,0.2627,0.2627,0.0081,0.0000,0.1980,0.0003,0.2206,0.001744,IDLE,0,-0.4393,0.0012,0.3728,0.5082,0.0000,0.0012,0.0006,0.5174,0.4221,0.0438,0.1626,0.0001,0.0001,0.0008,0.0012,0.0026,0.0000,0.0000,0.0000,0.0000,0.0023,0.0000,0.0007,0.0021,0.0000,0.3173,0.0000,0.8170,0.0530,0.0004,0.0002,0.0037,0.0713,0.0540,0.0004,1,1,21.5,32.0,406.6
188,6.267,haar,0.0647,Anger,STRESS,---,,---,0.0002,0.1735,0.4717,0.2398,0.1376,0.2000,0.0961,0.0961,0.1068,0.0000,0.0748,0.0507,0.0002,0.2398,0.2398,0.0069,0.0000,0.0647,0.0002,0.2156,0.000538,IDLE,0,-0.3708,0.0021,0.3110,0.4350,0.0001,0.0015,0.0005,0.4872,0.3998,0.0484,0.1571,0.0001,0.0001,0.0014,0.0021,0.0016,0.0000,0.0000,0.0000,0.0000,0.0084,0.0000,0.0012,0.0000,0.1376,0.0000,0.0000,0.4717,0.0930,0.0004,0.0002,0.0157,0.2674,0.1511,0.0005,1,1,22.9,32.0,406.6
189,6.300,haar,0.0023,Neutral,---,---,,---,0.0001,0.0060,0.5520,0.2345,0.2417,0.0974,0.0939,0.0940,0.0716,0.0000,0.0752,0.0813,0.0001,0.2345,0.2345,0.0050,0.0000,0.0023,0.0001,0.2112,-0.000522,IDLE,0,-0.3634,0.0041,0.3125,0.4230,0.0001,0.0017,0.0007,0.4688,0.3883,0.0565,0.1481,0.0001,0.0001,0.0026,0.0041,0.0012,0.0000,0.0000,0.0000,0.0000,0.0064,0.0036,0.0000,0.0000,0.2417,0.0000,0.0000,0.1334,0.1040,0.0002,0.0001,0.0444,0.5520,0.1654,0.0006,1,1,22.3,32.0,406.6
190,6.333,haar,0.0000,Neutral,---,---,,---,0.0005,-0.1927,0.6321,0.1701,0.0455,0.0000,0.0683,0.0691,0.0127,0.0000,0.0522,0.0664,0.0005,0.1701,0.1701,0.0090,0.0000,0.0000,0.0006,0.2069,-0.001563,IDLE,0,-0.1373,0.0035,0.1057,0.1761,0.0016,0.0016,0.0007,0.4314,0.3692,0.0514,0.1415,0.0001,0.0001,0.0021,0.0035,0.0015,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0455,0.0085,0.0000,0.0000,0.0000,0.0283,0.0623,0.0004,0.0005,0.0502,0.6321,0.2217,0.0045,1,1,22.4,32.3,406.6
191,6.367,haar,0.0000,Neutral,---,---,,---,0.0020,-0.1525,0.4782,0.1431,0.3838,0.0000,0.0585,0.0651,0.0134,0.0000,0.0516,0.0565,0.0020,0.1431,0.1431,0.0169,0.0000,0.0000,0.0023,0.2023,-0.002574,IDLE,1,-0.0085,0.0038,0.0068,0.0188,0.0144,0.0006,0.0004,0.4939,0.3969,0.0641,0.1011,0.0001,0.0001,0.0030,0.0038,0.0014,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3838,0.0000,0.3804,0.0000,0.0000,0.0332,0.1031,0.0011,0.0020,0.0540,0.4782,0.2930,0.0353,1,1,22.8,32.3,406.6
192,6.400,haar,0.0805,Surprise,---,---,,---,0.0013,0.2295,0.4946,0.1536,2.9076,0.1992,0.0622,0.1609,0.0927,0.0000,0.1049,0.0612,0.0013,0.1536,0.1536,0.0143,0.0000,0.0805,0.0015,0.1989,-0.002901,IDLE,0,0.0038,0.0054,0.0012,0.0030,0.1113,0.0013,0.0009,0.3567,0.3221,0.0755,0.1420,0.0002,0.0002,0.0038,0.0054,0.0014,0.0000,0.0000,0.0000,0.0000,0.0226,0.0144,2.9076,0.0000,0.3420,1.2294,0.3141,0.0163,0.1966,0.0004,0.0013,0.0210,0.2214,0.0484,0.4946,1,1,22.5,32.3,406.6
193,6.433,haar,0.0000,Neutral,---,---,,---,0.0004,-0.0646,0.4745,0.1385,0.0304,0.0167,0.0556,0.0631,0.0288,0.0000,0.0424,0.0550,0.0004,0.1385,0.1385,0.0071,0.0000,0.0000,0.0004,0.1940,-0.002941,IDLE,1,0.0005,0.0045,0.0022,0.0062,0.0510,0.0023,0.0013,0.3621,0.3254,0.0649,0.1389,0.0002,0.0002,0.0029,0.0045,0.0016,0.0000,0.0000,0.0000,0.0000,0.0304,0.0136,0.0000,0.0052,0.0000,0.0000,0.0000,0.0112,0.3435,0.0003,0.0004,0.0845,0.4745,0.0478,0.0379,1,1,22.5,32.3,406.6
194,6.467,haar,0.0000,Neutral,---,---,,---,0.0002,-0.0759,0.5913,0.1365,0.0136,0.0091,0.0547,0.0564,0.0259,0.0000,0.0413,0.0533,0.0002,0.1365,0.1365,0.0054,0.0000,0.0000,0.0002,0.1898,-0.003254,IDLE,1,-0.0015,0.0036,0.0037,0.0069,0.0348,0.0028,0.0016,0.3627,0.3330,0.0643,0.1392,0.0002,0.0002,0.0023,0.0036,0.0018,0.0000,0.0000,0.0000,0.0000,0.0136,0.0090,0.0000,0.0070,0.0000,0.0075,0.0000,0.0261,0.2371,0.0002,0.0002,0.0932,0.5913,0.0432,0.0087,1,1,22.8,32.3,406.6
195,6.500,haar,0.1428,Surprise,---,STARTLE,,---,0.0034,0.3964,0.8246,0.1766,6.6895,0.3085,0.0727,0.2369,0.1340,0.3085,0.1885,0.0726,0.0034,0.1766,0.1766,0.0246,0.0025,0.1428,0.0040,0.1883,-0.003398,IDLE,0,0.0045,0.0051,0.0008,0.0011,0.2578,0.0040,0.0030,0.3448,0.2892,0.0677,0.1245,0.0002,0.0002,0.0033,0.0051,0.0017,0.0000,0.0000,0.0000,0.0000,0.0376,0.0393,6.6895,0.0000,0.1039,0.0000,1.2018,0.0016,0.0731,0.0002,0.0034,0.0168,0.0711,0.0093,0.8246,1,1,22.4,32.4,406.6
196,6.533,haar,0.0000,Neutral,---,---,,---,0.0039,-0.0167,0.4691,0.1529,0.0020,0.0511,0.0635,0.1103,0.0445,0.0000,0.0479,0.0631,0.0039,0.1529,0.1529,0.0245,0.0000,0.0000,0.0045,0.1839,-0.003669,IDLE,0,0.0015,0.0031,0.0014,0.0020,0.1858,0.0041,0.0029,0.3364,0.2741,0.0527,0.1172,0.0001,0.0001,0.0018,0.0031,0.0017,0.0000,0.0000,0.0000,0.0000,0.0020,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0072,0.1911,0.0003,0.0039,0.0533,0.4691,0.0374,0.2378,1,1,22.7,32.4,406.6
197,6.567,haar,0.0000,Neutral,---,---,,---,0.0003,-0.0600,0.6920,0.1019,0.0185,0.0048,0.0409,0.0424,0.0187,0.0000,0.0311,0.0385,0.0003,0.1019,0.1019,0.0051,0.0000,0.0000,0.0003,0.1796,-0.003601,IDLE,1,-0.0150,0.0012,0.0095,0.0231,0.0168,0.0047,0.0032,0.3784,0.3317,0.0230,0.0420,0.0000,0.0000,0.0007,0.0012,0.0023,0.0000,0.0000,0.0000,0.0000,0.0185,0.0097,0.0000,0.0179,0.0000,0.0000,0.0000,0.0603,0.1147,0.0003,0.0003,0.0588,0.6920,0.0661,0.0075,1,1,23.4,32.4,406.6
198,6.600,haar,0.0000,Neutral,---,STARTLE,,---,0.0003,-0.1335,0.7760,0.1292,5.0912,0.0000,0.0519,0.0539,0.0122,0.0000,0.1408,0.0496,0.0003,0.1292,0.1292,0.0064,0.0000,0.0000,0.0004,0.1761,-0.003506,IDLE,1,-0.0189,0.0117,0.0102,0.0548,0.0098,0.0062,0.0039,0.4117,0.3376,0.0487,0.0410,0.0000,0.0000,0.0087,0.0117,0.1720,0.0000,0.0000,0.0000,0.0000,0.0449,0.0203,0.0000,5.0912,0.7720,0.0000,0.8194,0.0448,0.0385,0.0003,0.0003,0.0303,0.7760,0.0991,0.0106,1,1,22.7,32.4,406.6
199,6.633,haar,0.2911,Surprise,---,STARTLE,,---,0.0300,0.7847,0.9507,0.1353,4.8218,0.5249,0.0721,0.2563,0.2125,0.5249,0.1520,0.0720,0.0300,0.1353,0.1353,0.0637,0.0293,0.2911,0.0341,0.1782,-0.002873,IDLE,0,0.0044,0.0085,0.0012,0.0079,0.1705,0.0056,0.0040,0.3548,0.2833,0.0322,0.0558,0.0000,0.0000,0.0049,0.0085,0.0548,0.0000,0.0000,0.0000,0.0000,0.0000,0.0039,4.8218,0.0000,0.0000,0.4437,0.1808,0.0012,0.0030,0.0001,0.0300,0.0024,0.0111,0.0015,0.9507,1,1,23.6,32.4,406.6
200,6.667,haar,0.3741,Surprise,---,STARTLE,,---,0.0471,0.9495,0.9446,0.1769,7.1830,0.6405,0.0991,0.2785,0.2666,0.6405,0.2203,0.0990,0.0471,0.1769,0.1769,0.0913,0.0467,0.3741,0.0555,0.1819,-0.002045,IDLE,0,0.0241,0.0249,0.0003,0.0014,0.4100,0.0111,0.0096,0.2953,0.1722,0.0334,0.0605,0.0000,0.0000,0.0125,0.0249,0.1677,0.0000,0.0000,0.0000,0.0000,0.1641,0.1692,7.1830,3.3861,0.0365,0.1427,1.2500,0.0007,0.0013,0.0001,0.0471,0.0009,0.0045,0.0007,0.9446,1,1,24.2,31.8,406.6
201,6.700,haar,0.3705,Surprise,---,---,,---,0.0446,0.9401,0.9422,0.1826,1.3945,0.6371,0.0998,0.2793,0.2651,0.6371,0.1050,0.0997,0.0446,0.1826,0.1826,0.0903,0.0440,0.3705,0.0528,0.1860,-0.001291,IDLE,0,0.0228,0.0240,0.0003,0.0010,0.4377,0.0189,0.0155,0.2371,0.1264,0.0325,0.0670,0.0000,0.0000,0.0112,0.0240,0.2141,0.0000,0.0000,0.0000,0.0000,0.2357,0.1764,0.8339,1.3945,0.0000,0.1928,0.1703,0.0010,0.0028,0.0002,0.0446,0.0012,0.0068,0.0012,0.9422,1,1,23.0,31.8,406.6
202,6.733,haar,0.3181,Surprise,---,---,,---,0.0369,0.8214,0.9457,0.1681,0.3871,0.5601,0.0894,0.2712,0.2332,0.5601,0.0766,0.0893,0.0369,0.1681,0.1681,0.0788,0.0364,0.3181,0.0431,0.1884,-0.000562,IDLE,0,0.0472,0.0465,0.0003,0.0009,0.4427,0.0256,0.0215,0.1945,0.1116,0.0419,0.0564,0.0000,0.0000,0.0253,0.0465,0.2270,0.0000,0.0000,0.0000,0.0000,0.1985,0.1811,0.1490,0.3871,0.2824,0.0000,0.0000,0.0008,0.0039,0.0002,0.0369,0.0017,0.0092,0.0015,0.9457,1,1,23.2,31.8,406.6
