window_idx,t_start,t_center,t_end,algorithm,bpm,bpm_smoothed,bpm_plausible,snr,prominence,motion_pct,n_face_frames,bpm_spread,n_eligible,session_start_utc,gt_bpm
29,145.26,160.22,175.19,CONSENSUS,85.4,85.4,1,7.81,0.0,0.064,901,27.9,5,2026-05-15T10:48:34.105337+00:00,93.3
30,150.25,165.21,180.18,CONSENSUS,88.3,88.3,1,6.32,0.0,0.043,901,27.9,5,2026-05-15T10:48:34.105337+00:00,98.0
31,155.24,170.2,185.17,CONSENSUS,89.1,89.1,1,5.5,0.0,0.022,901,9.9,4,2026-05-15T10:48:34.105337+00:00,91.1
32,160.22,175.19,190.16,CONSENSUS,85.9,85.9,1,5.87,0.0,0.019,901,21.5,5,2026-05-15T10:48:34.105337+00:00,85.3
33,165.21,180.18,195.14,CONSENSUS,86.1,86.1,1,5.34,0.0,0.019,901,28.7,5,2026-05-15T10:48:34.105337+00:00,85.0
34,170.2,185.17,200.46,CONSENSUS,83.0,83.0,1,6.39,0.0,0.042,901,53.1,5,2026-05-15T10:48:34.105337+00:00,83.3
35,175.19,190.16,205.45,CONSENSUS,80.0,80.0,1,5.57,0.0,0.031,901,53.9,5,2026-05-15T10:48:34.105337+00:00,89.0
36,180.18,195.14,210.44,CONSENSUS,78.6,78.6,1,6.02,0.0,0.033,901,55.0,5,2026-05-15T10:48:34.105337+00:00,88.0
37,185.17,200.46,215.43,CONSENSUS,78.1,78.1,1,6.31,0.0,0.046,901,55.0,5,2026-05-15T10:48:34.105337+00:00,87.0
38,190.16,205.45,220.42,CONSENSUS,79.3,79.3,1,6.27,0.0,0.053,901,54.9,5,2026-05-15T10:48:34.105337+00:00,87.0
39,195.14,210.44,225.4,CONSENSUS,76.8,76.8,1,6.6,0.0,0.061,901,54.6,5,2026-05-15T10:48:34.105337+00:00,88.0
40,200.46,215.43,230.39,CONSENSUS,75.4,75.4,1,5.26,0.0,0.069,901,54.3,5,2026-05-15T10:48:34.105337+00:00,88.0
41,205.45,220.42,235.38,CONSENSUS,75.9,75.9,1,5.37,0.0,0.068,901,54.0,5,2026-05-15T10:48:34.105337+00:00,90.5
42,210.44,225.4,240.37,CONSENSUS,76.7,76.7,1,5.14,0.0,0.071,901,53.1,5,2026-05-15T10:48:34.105337+00:00,90.5
43,215.43,230.39,245.36,CONSENSUS,78.1,78.1,1,6.31,0.0,0.059,901,52.4,5,2026-05-15T10:48:34.105337+00:00,84.0
44,220.42,235.38,250.34,CONSENSUS,73.9,73.9,1,5.66,0.0,0.054,901,8.0,5,2026-05-15T10:48:34.105337+00:00,83.5
