frame,timestamp,hs_crop_source,composite_fear,hs_dominant,mp_ctx_tag,mp_velocity_tag,agreement_tag,veto_tag,hs_fear,hs_arousal,hs_dominant_score,mp_tension,mp_startle_score,smoothed_composite,onset_slope,event_status,face_bbox,mp_valence,mp_smile
1,0.017,haar,0.0025,Contempt,STRESS,---,,---,0.0020,-0.0557,0.5714,0.2275,0.0000,0.0959,0.000000,IDLE,"52,88,143,194",-0.1134,0.0012
2,0.033,haar,0.0026,Contempt,STRESS,---,,---,0.0021,-0.0521,0.5068,0.2239,0.6082,0.0961,0.000000,IDLE,"52,88,143,194",-0.1223,0.0010
3,0.050,haar,0.0046,Contempt,STRESS,---,,---,0.0037,-0.0742,0.4294,0.2435,2.3586,0.0987,0.000000,IDLE,"52,89,143,194",-0.1264,0.0010
4,0.067,haar,0.0044,Contempt,STRESS,---,,---,0.0035,-0.0664,0.4230,0.2568,1.7237,0.1015,0.000000,IDLE,"52,89,143,194",-0.1304,0.0010
5,0.083,haar,0.0051,Contempt,STRESS,STARTLE,,---,0.0039,-0.1026,0.4211,0.2953,5.4721,0.1057,0.000000,IDLE,"52,89,143,194",-0.1328,0.0014
6,0.100,haar,0.0024,Contempt,STRESS,STARTLE,,---,0.0018,-0.0813,0.4628,0.3286,4.0823,0.1105,0.000000,IDLE,"52,89,143,194",-0.1385,0.0019
7,0.117,haar,0.0035,Contempt,STRESS,STARTLE,,---,0.0025,-0.0983,0.4205,0.3589,3.9437,0.1157,0.000000,IDLE,"52,89,143,193",-0.1357,0.0024
8,0.133,haar,0.0027,Contempt,STRESS,STARTLE,,---,0.0019,-0.1076,0.4138,0.4138,7.1317,0.1223,0.000000,IDLE,"52,89,143,193",-0.1344,0.0050
9,0.150,haar,0.0027,Contempt,STRESS,STARTLE,,---,0.0019,-0.1020,0.4075,0.4364,3.6176,0.1284,0.000000,IDLE,"52,89,143,192",-0.1258,0.0071
10,0.167,haar,0.0030,Contempt,STRESS,---,,---,0.0020,-0.1111,0.4285,0.4474,1.3252,0.1337,0.003782,IDLE,"52,89,143,192",-0.1268,0.0080
11,0.183,haar,0.0029,Contempt,STRESS,STARTLE,,---,0.0020,-0.0989,0.4256,0.4688,3.0680,0.1389,0.004282,IDLE,"52,89,143,192",-0.1282,0.0108
12,0.200,haar,0.0021,Contempt,STRESS,---,,---,0.0014,-0.0883,0.4574,0.4889,2.4952,0.1438,0.004511,IDLE,"52,89,143,192",-0.1261,0.0161
13,0.217,haar,0.0034,Contempt,STRESS,---,,---,0.0023,-0.1235,0.3785,0.5000,1.6931,0.1484,0.004688,IDLE,"52,89,143,191",-0.1242,0.0222
14,0.233,haar,0.0030,Contempt,STRESS,---,,---,0.0020,-0.1242,0.3682,0.5121,2.0881,0.1526,0.004691,IDLE,"52,89,143,191",-0.1130,0.0365
15,0.250,haar,0.0029,Contempt,STRESS,---,,---,0.0019,-0.1242,0.3969,0.5121,0.3823,0.1563,0.004584,IDLE,"52,89,143,191",-0.1052,0.0436
16,0.267,haar,0.0028,Contempt,STRESS,---,,---,0.0019,-0.1307,0.3928,0.5062,0.0232,0.1593,0.004362,IDLE,"52,89,143,191",-0.1037,0.0436
17,0.283,haar,0.0023,Contempt,STRESS,---,,---,0.0016,-0.1307,0.4556,0.5056,0.3987,0.1620,0.003969,IDLE,"51,89,143,191",-0.0994,0.0484
18,0.300,haar,0.0039,Contempt,STRESS,---,,---,0.0026,-0.1385,0.3464,0.5016,0.0273,0.1643,0.003588,IDLE,"51,89,143,191",-0.0992,0.0481
19,0.317,haar,0.0029,Contempt,STRESS,---,,---,0.0019,-0.1153,0.3557,0.4980,0.0362,0.1663,0.003255,IDLE,"51,89,143,191",-0.0977,0.0482
20,0.333,haar,0.0027,Contempt,STRESS,---,,---,0.0018,-0.1062,0.3786,0.4991,0.6789,0.1681,0.002917,IDLE,"51,89,143,191",-0.0930,0.0535
21,0.350,haar,0.0051,Contempt,STRESS,---,,---,0.0034,-0.1470,0.3100,0.4979,0.6792,0.1697,0.002592,IDLE,"51,89,143,191",-0.0870,0.0610
22,0.367,haar,0.0046,Contempt,STRESS,---,,---,0.0031,-0.1250,0.3874,0.4961,0.6318,0.1712,0.002281,IDLE,"51,89,143,191",-0.0784,0.0699
23,0.383,haar,0.0048,Contempt,STRESS,---,,---,0.0032,-0.1466,0.3469,0.4902,0.0340,0.1724,0.001980,IDLE,"51,89,143,191",-0.0700,0.0804
24,0.400,haar,0.0076,Contempt,STRESS,---,,---,0.0051,-0.1582,0.2804,0.4852,0.0742,0.1735,0.001723,IDLE,"51,89,143,191",-0.0585,0.0908
25,0.417,haar,0.0051,Happiness,STRESS,---,,---,0.0035,-0.1485,0.3399,0.4805,0.0178,0.1744,0.001506,IDLE,"51,89,143,191",-0.0456,0.0998
26,0.433,haar,0.0045,Happiness,STRESS,---,,---,0.0030,-0.1444,0.3366,0.4766,0.0104,0.1751,0.001316,IDLE,"51,89,143,191",-0.0347,0.1076
27,0.450,haar,0.0047,Contempt,STRESS,---,,---,0.0032,-0.1470,0.3111,0.4743,0.0483,0.1758,0.001148,IDLE,"51,89,143,191",-0.0271,0.1143
28,0.467,haar,0.0058,Happiness,STRESS,---,,---,0.0039,-0.1535,0.2861,0.4735,0.0130,0.1764,0.001011,IDLE,"51,89,143,191",-0.0251,0.1176
29,0.483,haar,0.0036,Happiness,STRESS,---,,---,0.0024,-0.1434,0.3218,0.4747,0.0446,0.1769,0.000888,IDLE,"51,89,143,191",-0.0299,0.1167
30,0.500,haar,0.0034,Contempt,STRESS,---,,---,0.0023,-0.1548,0.3652,0.4743,0.0002,0.1775,0.000772,IDLE,"51,89,143,191",-0.0320,0.1168
31,0.517,haar,0.0033,Contempt,STRESS,---,,---,0.0022,-0.1520,0.3854,0.4732,0.0374,0.1779,0.000673,IDLE,"51,89,143,191",-0.0295,0.1206
32,0.533,haar,0.0042,Contempt,STRESS,---,,---,0.0028,-0.1497,0.3420,0.4705,0.0034,0.1784,0.000592,IDLE,"51,89,143,191",-0.0262,0.1234
33,0.550,haar,0.0038,Contempt,STRESS,---,,---,0.0026,-0.1498,0.3236,0.4685,0.0026,0.1787,0.000520,IDLE,"51,90,143,191",-0.0265,0.1227
34,0.567,haar,0.0047,Contempt,STRESS,---,,---,0.0032,-0.1566,0.2948,0.4671,0.0251,0.1791,0.000467,IDLE,"51,90,143,191",-0.0229,0.1223
35,0.583,haar,0.0035,Contempt,STRESS,---,,---,0.0024,-0.1488,0.3185,0.4761,0.0251,0.1795,0.000434,IDLE,"51,90,143,191",-0.0460,0.0968
36,0.600,haar,0.0027,Contempt,STRESS,---,,---,0.0019,-0.1293,0.4009,0.4753,0.0197,0.1798,0.000406,IDLE,"51,90,143,191",-0.0499,0.0889
37,0.617,haar,0.0023,Contempt,STRESS,---,,---,0.0015,-0.1202,0.4097,0.4727,0.0401,0.1801,0.000376,IDLE,"51,90,143,191",-0.0500,0.0813
38,0.633,haar,0.0031,Contempt,STRESS,---,,---,0.0021,-0.1198,0.4468,0.4699,0.0211,0.1804,0.000346,IDLE,"51,90,143,191",-0.0555,0.0737
39,0.650,haar,0.0030,Contempt,STRESS,---,,---,0.0020,-0.1300,0.3977,0.4671,0.0010,0.1806,0.000318,IDLE,"51,90,143,191",-0.0541,0.0721
40,0.667,haar,0.0037,Contempt,STRESS,---,,---,0.0025,-0.1467,0.3670,0.4654,0.0409,0.1808,0.000291,IDLE,"51,90,143,191",-0.0483,0.0733
41,0.683,haar,0.0049,Contempt,STRESS,---,,---,0.0034,-0.1498,0.3498,0.4624,0.0000,0.1810,0.000265,IDLE,"51,90,143,191",-0.0453,0.0735
42,0.700,haar,0.0028,Contempt,STRESS,---,,---,0.0019,-0.1217,0.4338,0.4592,0.0803,0.1811,0.000240,IDLE,"51,90,143,191",-0.0355,0.0763
43,0.717,haar,0.0035,Contempt,STRESS,---,,---,0.0024,-0.1402,0.4865,0.4542,0.0000,0.1812,0.000212,IDLE,"51,90,143,192",-0.0415,0.0676
44,0.733,haar,0.0040,Contempt,STRESS,---,,---,0.0028,-0.1655,0.4417,0.4481,0.0000,0.1812,0.000172,IDLE,"51,90,143,192",-0.0458,0.0621
45,0.750,haar,0.0017,Contempt,STRESS,---,,---,0.0012,-0.1223,0.5424,0.3918,0.0000,0.1807,0.000084,IDLE,"51,90,143,192",-0.0524,0.0522
46,0.767,haar,0.0019,Contempt,STRESS,---,,---,0.0014,-0.1510,0.5040,0.3527,0.0000,0.1798,-0.000031,IDLE,"51,90,143,192",-0.0584,0.0462
47,0.783,haar,0.0021,Contempt,STRESS,---,,---,0.0016,-0.1605,0.4901,0.3331,0.0000,0.1789,-0.000154,IDLE,"51,90,143,192",-0.0596,0.0445
48,0.800,haar,0.0015,Contempt,STRESS,---,,---,0.0011,-0.1351,0.5443,0.3133,0.0000,0.1778,-0.000286,IDLE,"51,90,143,192",-0.0647,0.0391
49,0.817,haar,0.0014,Contempt,STRESS,---,,---,0.0011,-0.1391,0.5095,0.2911,0.0000,0.1765,-0.000430,IDLE,"51,90,143,192",-0.0667,0.0363
50,0.833,haar,0.0010,Contempt,STRESS,---,,---,0.0008,-0.0897,0.6008,0.2673,0.0000,0.1752,-0.000585,IDLE,"51,90,143,192",-0.0723,0.0300
51,0.850,haar,0.0015,Contempt,STRESS,---,,---,0.0012,-0.1325,0.5629,0.2537,0.0013,0.1753,-0.000583,IDLE,"51,90,143,192",-0.0767,0.0252
52,0.867,haar,0.0014,Contempt,STRESS,---,,---,0.0011,-0.1261,0.5745,0.2548,0.1128,0.1754,-0.000576,IDLE,"51,90,143,192",-0.0788,0.0238
53,0.883,haar,0.0014,Contempt,STRESS,---,,---,0.0011,-0.1236,0.5797,0.2303,0.0000,0.1752,-0.000598,IDLE,"51,90,143,192",-0.0829,0.0202
54,0.900,haar,0.0011,Contempt,STRESS,---,,---,0.0009,-0.1014,0.6120,0.2160,0.0000,0.1748,-0.000592,IDLE,"51,90,143,192",-0.0859,0.0174
55,0.917,haar,0.0011,Contempt,STRESS,---,,---,0.0009,-0.1240,0.5309,0.1924,0.0000,0.1739,-0.000598,IDLE,"51,90,143,192",-0.0933,0.0103
56,0.933,haar,0.0018,Contempt,---,---,,---,0.0015,-0.1407,0.4100,0.1798,0.0064,0.1726,-0.000623,IDLE,"51,90,143,192",-0.0944,0.0071
57,0.950,haar,0.0013,Contempt,---,---,,---,0.0011,-0.1388,0.4571,0.1714,0.0000,0.1711,-0.000670,IDLE,"51,90,143,192",-0.0952,0.0059
58,0.967,haar,0.0013,Contempt,---,---,,---,0.0011,-0.1204,0.4955,0.1665,0.0000,0.1691,-0.000748,IDLE,"51,90,143,192",-0.0955,0.0051
59,0.983,haar,0.0014,Contempt,---,---,,---,0.0012,-0.1124,0.4887,0.1628,0.0000,0.1668,-0.000833,IDLE,"51,90,143,192",-0.0959,0.0047
60,1.000,haar,0.0015,Contempt,---,---,,---,0.0013,-0.1038,0.5165,0.1528,0.0007,0.1644,-0.001085,IDLE,"51,90,143,192",-0.0951,0.0037
61,1.017,haar,0.0020,Contempt,---,---,,---,0.0018,-0.0951,0.4210,0.1427,0.0033,0.1618,-0.001362,IDLE,"51,90,143,192",-0.0943,0.0025
62,1.033,haar,0.0018,Contempt,---,---,,---,0.0016,-0.0769,0.4460,0.1378,0.0231,0.1590,-0.001623,IDLE,"51,90,143,192",-0.0933,0.0017
63,1.050,haar,0.0057,Neutral,---,---,,---,0.0050,-0.0781,0.3511,0.1328,0.0174,0.1561,-0.001869,IDLE,"51,90,143,192",-0.0923,0.0011
64,1.067,haar,0.0058,Neutral,---,---,,---,0.0051,-0.0763,0.3496,0.1302,0.0142,0.1530,-0.002082,IDLE,"51,90,143,192",-0.0912,0.0008
65,1.083,haar,0.0145,Neutral,---,---,,---,0.0129,-0.0681,0.3527,0.1250,0.0220,0.1501,-0.002256,IDLE,"51,90,143,192",-0.0882,0.0004
66,1.100,haar,0.0111,Neutral,---,---,,---,0.0099,-0.0591,0.3809,0.1235,0.0000,0.1472,-0.002392,IDLE,"51,90,143,192",-0.0872,0.0003
67,1.117,haar,0.0062,Neutral,---,---,,---,0.0055,-0.0397,0.3450,0.1236,0.0179,0.1442,-0.002488,IDLE,"51,90,143,192",-0.0872,0.0002
68,1.133,haar,0.0127,Neutral,---,---,,---,0.0113,-0.0401,0.3271,0.1238,0.0186,0.1413,-0.002556,IDLE,"51,90,143,192",-0.0872,0.0001
69,1.150,haar,0.0223,Neutral,---,---,,---,0.0198,-0.0060,0.2978,0.1250,0.0000,0.1386,-0.002582,IDLE,"51,90,143,192",-0.0874,0.0001
70,1.167,haar,0.0158,Neutral,---,---,,---,0.0140,-0.0537,0.2949,0.1262,0.0097,0.1358,-0.002599,IDLE,"51,90,143,192",-0.0878,0.0001
71,1.183,haar,0.0186,Neutral,---,---,,---,0.0165,-0.0112,0.3010,0.1272,0.0012,0.1330,-0.002596,IDLE,"51,90,143,192",-0.0885,0.0001
