frame,timestamp,hs_crop_source,composite_fear,hs_dominant,mp_ctx_tag,mp_velocity_tag,agreement_tag,veto_tag,hs_fear,hs_arousal,hs_dominant_score,mp_tension,mp_startle_score,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,smoothed_composite,onset_slope,event_status,is_neutral_frame,mp_face_valence,mp_smile_level,mp_browDownLeft,mp_browDownRight,mp_browInnerUp,mp_eyeWideLeft,mp_eyeWideRight,mp_eyeSquintLeft,mp_eyeSquintRight,mp_mouthPressLeft,mp_mouthPressRight,mp_mouthFrownLeft,mp_mouthFrownRight,mp_mouthSmileLeft,mp_mouthSmileRight,mp_jawOpen,mp_noseSneerLeft,mp_noseSneerRight,mp_cheekSquintLeft,mp_cheekSquintRight,mp_vel_eyeWideLeft,mp_vel_eyeWideRight,mp_vel_browInnerUp,mp_vel_jawOpen,mp_vel_mouthPressLeft,mp_vel_mouthPressRight,mp_tension_velocity,hs_anger,hs_contempt,hs_disgust,hs_fear,hs_happiness,hs_neutral,hs_sadness,hs_surprise,mp_face_detected,hs_face_detected,latency_ms,cpu_percent,ram_mb
11,0.367,none,0.0000,Neutral,---,---,,---,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,IDLE,1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,2.7,0.0,334.8
12,0.400,none,0.0000,Neutral,---,---,,---,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,IDLE,1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,2.8,0.0,334.8
13,0.434,none,0.0000,Neutral,---,---,,---,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,IDLE,1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,2.8,0.0,334.8
14,0.467,none,0.0000,Neutral,---,---,,---,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,IDLE,1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,2.6,0.0,334.8
15,0.501,none,0.0000,Neutral,---,---,,---,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,IDLE,1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,2.8,0.0,334.8
16,0.534,none,0.0000,Neutral,---,---,,---,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,IDLE,1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,10.5,0.0,334.8
17,0.567,haar,0.0000,Surprise,---,---,,---,0.1300,0.1983,0.4184,0.0000,0.0000,0.1190,0.0780,0.1357,0.1046,0.1190,0.0650,0.0760,0.1300,0.0000,0.1300,0.0000,0.1145,0.0080,0.000798,IDLE,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0258,0.0330,0.0081,0.1300,0.1374,0.1800,0.0673,0.4184,0,1,19.0,0.0,334.8
18,0.601,haar,0.0000,Surprise,---,---,,---,0.1181,0.1235,0.3387,0.0000,0.0000,0.0741,0.0708,0.1150,0.0837,0.0741,0.0590,0.0689,0.1181,0.0000,0.1181,0.0000,0.1016,0.0139,0.001392,IDLE,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0275,0.0374,0.0066,0.1181,0.1471,0.2498,0.0748,0.3387,0,1,22.0,0.0,334.8
19,0.634,none,0.0000,Neutral,---,---,,---,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0132,0.001319,IDLE,1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,13.3,0.0,334.8
20,0.667,none,0.0000,Neutral,---,---,,---,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0125,0.001253,IDLE,1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,10.2,0.0,334.8
21,0.701,haar,0.0000,Surprise,---,---,,---,0.0765,0.0921,0.3913,0.0000,0.0000,0.0553,0.0459,0.1089,0.0567,0.0553,0.0383,0.0439,0.0765,0.0000,0.0765,0.0000,0.0499,0.0171,0.001712,IDLE,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0445,0.0294,0.0142,0.0765,0.0862,0.2710,0.0870,0.3913,0,1,21.3,0.0,334.8
22,0.734,haar,0.1695,Surprise,---,---,AMBIGUOUS,---,0.0936,0.2047,0.4874,0.1167,0.0000,0.1695,0.1028,0.1816,0.1227,0.1695,0.0818,0.0978,0.0936,0.1167,0.1167,0.1045,0.0642,0.0246,0.002459,IDLE,0,-0.0993,0.0053,0.1290,0.0721,0.0226,0.0095,0.0080,0.2127,0.2874,0.1110,0.0033,0.0029,0.0025,0.0053,0.0006,0.0070,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0489,0.0228,0.0269,0.0936,0.0656,0.1852,0.0697,0.4874,1,1,24.0,0.0,334.8
23,0.767,haar,0.1340,Surprise,CONC,---,AMBIGUOUS,---,0.1085,0.2051,0.4613,0.0273,0.2270,0.1340,0.0760,0.1466,0.1035,0.1340,0.0670,0.0719,0.1085,0.0273,0.1085,0.0544,0.0758,0.0299,0.002990,IDLE,0,-0.1845,0.0001,0.3227,0.0462,0.0036,0.0016,0.0156,0.1411,0.2624,0.0088,0.0020,0.0001,0.0001,0.0001,0.0000,0.0135,0.0000,0.0000,0.0000,0.0000,0.0000,0.2270,0.0000,0.1941,0.0000,0.0000,0.0000,0.0545,0.0183,0.0385,0.1085,0.0452,0.1946,0.0790,0.4613,1,1,21.5,0.0,334.8
24,0.801,haar,0.1589,Surprise,---,---,AMBIGUOUS,---,0.1252,0.1973,0.4435,0.1013,0.2390,0.1589,0.1156,0.1793,0.1325,0.1589,0.0978,0.1089,0.1252,0.1013,0.1252,0.1126,0.0904,0.0361,0.003612,IDLE,0,-0.1343,0.0000,0.1650,0.1036,0.0115,0.0029,0.0024,0.2602,0.2919,0.0097,0.0084,0.0000,0.0001,0.0000,0.0000,0.0100,0.0000,0.0000,0.0000,0.0000,0.0370,0.0000,0.2390,0.0000,0.0243,0.1897,2.2173,0.0580,0.0181,0.0360,0.1252,0.0369,0.2051,0.0772,0.4435,1,1,21.2,0.0,334.8
25,0.834,haar,0.1772,Surprise,---,---,AMBIGUOUS,---,0.1148,0.2306,0.5174,0.0971,0.0535,0.1772,0.1077,0.1882,0.1327,0.1772,0.0876,0.1031,0.1148,0.0971,0.1148,0.1056,0.0891,0.0422,0.004221,IDLE,0,-0.1021,0.0001,0.1033,0.1007,0.0109,0.0027,0.0012,0.2898,0.2995,0.0114,0.0084,0.0001,0.0001,0.0001,0.0000,0.0090,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0535,0.0019,0.0000,0.0428,0.0182,0.0123,0.1148,0.0339,0.1977,0.0630,0.5174,1,1,21.4,0.0,334.8
26,0.868,mp,0.0603,Neutral,---,---,AMBIGUOUS,---,0.0299,0.0312,0.3441,0.1040,0.4166,0.0603,0.0595,0.0888,0.0524,0.0000,0.0545,0.0518,0.0299,0.1040,0.1040,0.0557,0.0000,0.0440,0.003602,IDLE,1,-0.1011,0.0001,0.0928,0.1093,0.0084,0.0027,0.0012,0.3211,0.3075,0.0140,0.0137,0.0001,0.0001,0.0001,0.0000,0.0230,0.0000,0.0000,0.0000,0.0000,0.0017,0.0000,0.0000,0.4166,0.0764,0.1586,0.2063,0.1302,0.0414,0.1020,0.0299,0.1044,0.3441,0.0716,0.1765,1,1,21.4,0.0,334.8
27,0.901,mp,0.0378,Neutral,---,---,AMBIGUOUS,---,0.0292,-0.0062,0.3709,0.1038,0.1328,0.0378,0.0591,0.0858,0.0445,0.0000,0.0484,0.0524,0.0292,0.1038,0.1038,0.0551,0.0000,0.0455,0.003162,IDLE,1,-0.0981,0.0000,0.0898,0.1063,0.0081,0.0032,0.0012,0.3521,0.2871,0.0125,0.0111,0.0001,0.0001,0.0000,0.0000,0.0274,0.0000,0.0000,0.0000,0.0000,0.0128,0.0012,0.0000,0.1328,0.0000,0.0000,0.0000,0.1125,0.0415,0.0802,0.0292,0.1084,0.3709,0.0945,0.1627,1,1,23.5,0.0,334.8
28,0.934,mp,0.0540,Neutral,---,---,AMBIGUOUS,---,0.0365,0.0129,0.3402,0.1157,0.2605,0.0540,0.0682,0.0950,0.0555,0.0000,0.0582,0.0600,0.0365,0.1157,0.1157,0.0650,0.0000,0.0473,0.003412,IDLE,1,-0.1246,0.0001,0.1022,0.1469,0.0055,0.0029,0.0009,0.3701,0.3132,0.0112,0.0142,0.0001,0.0001,0.0001,0.0000,0.0361,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2605,0.0000,0.0956,0.3557,0.1195,0.0375,0.0909,0.0365,0.1074,0.3402,0.0973,0.1707,1,1,20.1,0.0,334.8
29,0.968,haar,0.1789,Surprise,---,---,AMBIGUOUS,---,0.1075,0.2203,0.5230,0.1169,0.0022,0.1789,0.1113,0.1944,0.1329,0.1789,0.0889,0.1058,0.1075,0.1169,0.1169,0.1121,0.0780,0.0524,0.003985,IDLE,0,-0.1312,0.0000,0.1089,0.1534,0.0046,0.0030,0.0009,0.3770,0.3111,0.0100,0.0136,0.0001,0.0001,0.0000,0.0000,0.0338,0.0000,0.0000,0.0000,0.0000,0.0022,0.0002,0.0000,0.0000,0.0000,0.0000,0.0356,0.0493,0.0144,0.0245,0.1075,0.0324,0.1991,0.0496,0.5230,1,1,21.1,0.0,334.8
30,1.001,mp,0.0745,Neutral,---,---,AMBIGUOUS,---,0.0379,0.0467,0.3357,0.1163,0.0353,0.0745,0.0693,0.1005,0.0632,0.0000,0.0545,0.0604,0.0379,0.1163,0.1163,0.0664,0.0000,0.0540,0.003687,IDLE,1,-0.1258,0.0000,0.1097,0.1418,0.0047,0.0030,0.0010,0.3817,0.3136,0.0099,0.0129,0.0001,0.0001,0.0000,0.0000,0.0349,0.0000,0.0000,0.0000,0.0000,0.0004,0.0030,0.0036,0.0353,0.0000,0.0000,0.0000,0.1280,0.0361,0.0898,0.0379,0.1001,0.3357,0.0783,0.1942,1,1,22.4,0.0,334.8
31,1.034,mp,0.0688,Neutral,---,---,AMBIGUOUS,---,0.0398,0.0388,0.3327,0.1137,0.0600,0.0688,0.0693,0.0956,0.0618,0.0000,0.0552,0.0601,0.0398,0.1137,0.1137,0.0672,0.0000,0.0553,0.003074,IDLE,1,-0.1099,0.0000,0.0976,0.1222,0.0044,0.0029,0.0010,0.3863,0.3253,0.0081,0.0126,0.0001,0.0001,0.0000,0.0000,0.0369,0.0000,0.0000,0.0000,0.0000,0.0000,0.0004,0.0000,0.0600,0.0000,0.0000,0.0000,0.1334,0.0349,0.1135,0.0398,0.0839,0.3327,0.0908,0.1710,1,1,22.0,0.0,334.8
32,1.068,mp,0.0714,Neutral,---,---,AMBIGUOUS,---,0.0415,0.0445,0.3546,0.1117,0.0400,0.0714,0.0696,0.0954,0.0631,0.0000,0.0550,0.0603,0.0415,0.1117,0.1117,0.0681,0.0000,0.0566,0.002669,IDLE,1,-0.0989,0.0000,0.0825,0.1152,0.0049,0.0034,0.0011,0.3793,0.3393,0.0063,0.0129,0.0001,0.0001,0.0000,0.0000,0.0383,0.0000,0.0000,0.0000,0.0000,0.0143,0.0028,0.0148,0.0400,0.0000,0.0086,0.0000,0.1336,0.0359,0.1063,0.0415,0.0639,0.3546,0.0935,0.1707,1,1,19.9,0.0,334.8
33,1.101,mp,0.0740,Neutral,---,---,AMBIGUOUS,---,0.0416,0.0502,0.3458,0.1096,0.0202,0.0740,0.0688,0.0949,0.0637,0.0000,0.0541,0.0591,0.0416,0.1096,0.1096,0.0675,0.0000,0.0577,0.002162,IDLE,1,-0.0843,0.0000,0.0655,0.1030,0.0054,0.0036,0.0011,0.3919,0.3412,0.0055,0.0135,0.0001,0.0001,0.0000,0.0000,0.0369,0.0000,0.0000,0.0000,0.0000,0.0087,0.0001,0.0148,0.0000,0.0000,0.0202,0.0000,0.1409,0.0373,0.1084,0.0416,0.0656,0.3458,0.0887,0.1718,1,1,22.3,0.0,334.8
34,1.134,mp,0.0732,Neutral,---,---,AMBIGUOUS,---,0.0416,0.0495,0.3512,0.1088,0.0020,0.0732,0.0685,0.0941,0.0633,0.0000,0.0535,0.0587,0.0416,0.1088,0.1088,0.0672,0.0000,0.0588,0.001661,IDLE,1,-0.0814,0.0000,0.0627,0.1000,0.0054,0.0035,0.0012,0.3965,0.3371,0.0054,0.0128,0.0001,0.0001,0.0000,0.0000,0.0370,0.0000,0.0000,0.0000,0.0000,0.0000,0.0016,0.0015,0.0020,0.0000,0.0000,0.0000,0.1426,0.0371,0.1037,0.0416,0.0641,0.3512,0.0897,0.1701,1,1,22.3,0.0,334.8
35,1.168,mp,0.0721,Neutral,---,---,AMBIGUOUS,---,0.0382,0.0466,0.2951,0.1105,0.3608,0.0721,0.0671,0.0905,0.0615,0.0000,0.0594,0.0598,0.0382,0.1105,0.1105,0.0649,0.0000,0.0597,0.001572,IDLE,1,-0.0860,0.0000,0.0695,0.1024,0.0065,0.0035,0.0011,0.3944,0.3283,0.0072,0.0118,0.0001,0.0001,0.0000,0.0000,0.0490,0.0000,0.0000,0.0000,0.0000,0.0003,0.0000,0.0321,0.3608,0.0539,0.0000,0.0514,0.1081,0.0359,0.1631,0.0382,0.1000,0.2951,0.1045,0.1552,1,1,22.0,0.0,334.8
36,1.201,mp,0.0699,Neutral,---,---,AMBIGUOUS,---,0.0354,0.0453,0.3122,0.1067,0.2080,0.0699,0.0639,0.0888,0.0588,0.0000,0.0539,0.0567,0.0354,0.1067,0.1067,0.0615,0.0000,0.0605,0.001498,IDLE,1,-0.0832,0.0001,0.0692,0.0971,0.0134,0.0038,0.0011,0.3831,0.3013,0.0091,0.0119,0.0001,0.0001,0.0001,0.0000,0.0374,0.0000,0.0000,0.0000,0.0000,0.0092,0.0000,0.2080,0.0000,0.0570,0.0053,0.0000,0.1137,0.0345,0.1532,0.0354,0.0998,0.3122,0.0912,0.1600,1,1,22.1,0.0,334.8
37,1.235,haar,0.1900,Surprise,---,---,AMBIGUOUS,---,0.1173,0.2431,0.5272,0.1104,0.0181,0.1900,0.1145,0.1965,0.1404,0.1900,0.0921,0.1108,0.1173,0.1104,0.1173,0.1138,0.0979,0.0642,0.001689,IDLE,0,-0.0975,0.0001,0.0850,0.1099,0.0110,0.0038,0.0010,0.4025,0.2881,0.0097,0.0124,0.0001,0.0001,0.0001,0.0000,0.0351,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0181,0.0129,0.1095,0.0324,0.0171,0.0284,0.1173,0.0513,0.1587,0.0675,0.5272,1,1,23.3,54.4,379.8
38,1.268,haar,0.1914,Surprise,---,---,AMBIGUOUS,---,0.0876,0.2444,0.4370,0.1118,0.0295,0.1914,0.0972,0.1671,0.1262,0.1914,0.0779,0.0901,0.0876,0.1118,0.1118,0.0989,0.0433,0.0669,0.001453,IDLE,0,-0.1030,0.0001,0.0907,0.1153,0.0095,0.0038,0.0010,0.4129,0.2848,0.0095,0.0109,0.0001,0.0001,0.0001,0.0000,0.0361,0.0000,0.0000,0.0000,0.0000,0.0000,0.0005,0.0000,0.0295,0.0000,0.0000,0.0426,0.0738,0.0239,0.0637,0.0876,0.0560,0.1982,0.0599,0.4370,1,1,21.8,54.4,379.8
39,1.301,haar,0.2187,Surprise,---,---,AMBIGUOUS,---,0.1413,0.2858,0.4888,0.1179,0.0717,0.2187,0.1320,0.2015,0.1632,0.2187,0.1075,0.1249,0.1413,0.1179,0.1413,0.1291,0.1090,0.0704,0.001637,IDLE,0,-0.1191,0.0001,0.1080,0.1301,0.0075,0.0038,0.0011,0.4333,0.2889,0.0118,0.0094,0.0001,0.0002,0.0001,0.0000,0.0346,0.0000,0.0000,0.0000,0.0000,0.0000,0.0016,0.0000,0.0000,0.0717,0.0000,0.1841,0.0538,0.0147,0.0406,0.1413,0.0371,0.1612,0.0625,0.4888,1,1,22.9,54.4,379.8
