frame,timestamp,hs_crop_source,composite_fear,hs_dominant,mp_ctx_tag,mp_velocity_tag,agreement_tag,veto_tag,hs_fear,hs_arousal,hs_dominant_score,mp_tension,mp_startle_score,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,smoothed_composite,onset_slope,event_status,is_neutral_frame,mp_face_valence,mp_smile_level,mp_browDownLeft,mp_browDownRight,mp_browInnerUp,mp_eyeWideLeft,mp_eyeWideRight,mp_eyeSquintLeft,mp_eyeSquintRight,mp_mouthPressLeft,mp_mouthPressRight,mp_mouthFrownLeft,mp_mouthFrownRight,mp_mouthSmileLeft,mp_mouthSmileRight,mp_jawOpen,mp_noseSneerLeft,mp_noseSneerRight,mp_cheekSquintLeft,mp_cheekSquintRight,mp_vel_eyeWideLeft,mp_vel_eyeWideRight,mp_vel_browInnerUp,mp_vel_jawOpen,mp_vel_mouthPressLeft,mp_vel_mouthPressRight,mp_tension_velocity,hs_anger,hs_contempt,hs_disgust,hs_fear,hs_happiness,hs_neutral,hs_sadness,hs_surprise,mp_face_detected,hs_face_detected,latency_ms,cpu_percent,ram_mb
1555,51.885,mp,0.0685,Sadness,---,---,AMBIGUOUS,---,0.0918,0.0370,0.3665,0.1156,0.2726,0.0685,0.1013,0.0869,0.0880,0.0000,0.0860,0.0862,0.0918,0.1156,0.1156,0.1030,0.0024,0.0888,-0.002158,IDLE,0,-0.0113,0.0001,0.0117,0.0111,0.0037,0.0020,0.0002,0.5039,0.2142,0.0277,0.0660,0.0000,0.0001,0.0001,0.0001,0.1019,0.0000,0.0000,0.0000,0.0000,0.0043,0.0000,0.0000,0.2726,0.0035,0.0432,0.0780,0.1490,0.0300,0.1875,0.0918,0.0349,0.1206,0.3665,0.0197,1,1,37.4,99.2,381.5
1556,51.919,mp,0.0357,Sadness,---,---,AMBIGUOUS,---,0.1247,-0.0072,0.3745,0.0999,0.0074,0.0357,0.1148,0.0955,0.0909,0.0357,0.0925,0.1021,0.1247,0.0999,0.1247,0.1116,0.0584,0.0907,-0.001362,IDLE,0,-0.0110,0.0000,0.0113,0.0106,0.0036,0.0023,0.0002,0.5015,0.2137,0.0193,0.0318,0.0001,0.0002,0.0000,0.0000,0.0634,0.0000,0.0000,0.0000,0.0000,0.0074,0.0003,0.0000,0.0000,0.0000,0.0000,0.0000,0.1105,0.0182,0.1969,0.1247,0.0323,0.1148,0.3745,0.0281,1,1,35.7,99.2,381.5
1557,51.952,mp,0.0388,Sadness,---,---,AMBIGUOUS,---,0.1228,-0.0004,0.3716,0.0975,0.3086,0.0388,0.1127,0.0935,0.0906,0.0388,0.0968,0.0997,0.1228,0.0975,0.1228,0.1094,0.0536,0.0926,-0.000701,IDLE,0,-0.0103,0.0000,0.0105,0.0099,0.0032,0.0023,0.0002,0.4895,0.2120,0.0203,0.0239,0.0001,0.0002,0.0000,0.0000,0.0737,0.0000,0.0000,0.0000,0.0000,0.0016,0.0004,0.0000,0.3086,0.0285,0.0000,0.0000,0.1152,0.0182,0.2001,0.1228,0.0310,0.1142,0.3716,0.0269,1,1,37.7,99.2,381.5
1558,51.985,mp,0.0567,Sadness,---,---,AMBIGUOUS,---,0.1394,0.0326,0.3416,0.0928,0.4645,0.0567,0.1208,0.0987,0.1041,0.0567,0.1068,0.1059,0.1394,0.0928,0.1394,0.1138,0.0657,0.0946,-0.000038,IDLE,0,-0.0073,0.0000,0.0070,0.0076,0.0059,0.0023,0.0002,0.4522,0.1974,0.0176,0.0238,0.0001,0.0001,0.0000,0.0000,0.0892,0.0000,0.0000,0.0000,0.0000,0.0000,0.0014,0.0814,0.4645,0.0000,0.0000,0.0000,0.1229,0.0192,0.2067,0.1394,0.0327,0.1086,0.3416,0.0288,1,1,31.2,99.2,381.5
1559,52.019,mp,0.0421,Sadness,---,---,AMBIGUOUS,---,0.1019,0.0069,0.3428,0.0950,0.1453,0.0421,0.0992,0.0839,0.0808,0.0000,0.0824,0.0867,0.1019,0.0950,0.1019,0.0984,0.0265,0.0962,0.000615,IDLE,0,-0.0085,0.0001,0.0090,0.0080,0.0053,0.0023,0.0002,0.4585,0.2077,0.0225,0.0283,0.0001,0.0002,0.0001,0.0001,0.0691,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1453,0.1334,0.0663,0.1257,0.0220,0.2379,0.1019,0.0309,0.1133,0.3428,0.0254,1,1,44.5,99.2,381.5
1560,52.052,mp,0.0437,Sadness,---,---,AMBIGUOUS,---,0.1014,0.0088,0.3399,0.0960,0.0035,0.0437,0.0993,0.0840,0.0813,0.0000,0.0796,0.0868,0.1014,0.0960,0.1014,0.0987,0.0262,0.0979,0.001280,IDLE,0,-0.0111,0.0001,0.0124,0.0097,0.0054,0.0024,0.0002,0.4625,0.2269,0.0225,0.0256,0.0001,0.0004,0.0001,0.0001,0.0556,0.0000,0.0000,0.0000,0.0000,0.0035,0.0000,0.0034,0.0000,0.0000,0.0000,0.0300,0.1255,0.0218,0.2431,0.1014,0.0306,0.1125,0.3399,0.0252,1,1,31.6,99.2,381.5
1561,52.085,mp,0.0440,Sadness,---,---,AMBIGUOUS,---,0.1019,0.0083,0.3401,0.0974,0.0196,0.0440,0.1001,0.0848,0.0819,0.0000,0.0806,0.0876,0.1019,0.0974,0.1019,0.0997,0.0268,0.0957,0.001211,IDLE,0,-0.0130,0.0002,0.0148,0.0111,0.0055,0.0024,0.0002,0.4688,0.2306,0.0225,0.0262,0.0001,0.0004,0.0001,0.0002,0.0529,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0018,0.0000,0.0001,0.0196,0.0423,0.1252,0.0218,0.2426,0.1019,0.0306,0.1126,0.3401,0.0252,1,1,40.6,99.2,381.5
1562,52.119,mp,0.0546,Sadness,---,---,AMBIGUOUS,---,0.1123,0.0234,0.3265,0.1013,0.1792,0.0546,0.1079,0.0907,0.0912,0.0000,0.0901,0.0937,0.1123,0.1013,0.1123,0.1067,0.0332,0.0942,0.000893,IDLE,0,-0.0158,0.0002,0.0192,0.0126,0.0036,0.0019,0.0002,0.4834,0.2385,0.0207,0.0307,0.0001,0.0003,0.0001,0.0002,0.0589,0.0000,0.0000,0.0000,0.0000,0.0000,0.0005,0.0000,0.1792,0.0000,0.1350,0.1158,0.1319,0.0210,0.2390,0.1123,0.0275,0.1155,0.3265,0.0265,1,1,46.1,99.8,381.5
1563,52.152,mp,0.0523,Sadness,---,---,AMBIGUOUS,---,0.1119,0.0205,0.3322,0.1000,0.0185,0.0523,0.1071,0.0901,0.0901,0.0000,0.0863,0.0931,0.1119,0.1000,0.1119,0.1058,0.0335,0.0934,0.000629,IDLE,0,-0.0174,0.0001,0.0220,0.0128,0.0036,0.0018,0.0002,0.4577,0.2633,0.0196,0.0314,0.0001,0.0002,0.0001,0.0001,0.0453,0.0000,0.0000,0.0000,0.0000,0.0000,0.0007,0.0015,0.0000,0.0000,0.0185,0.0000,0.1307,0.0203,0.2342,0.1119,0.0273,0.1169,0.3322,0.0266,1,1,37.1,99.8,381.5
1564,52.185,mp,0.0663,Sadness,---,---,AMBIGUOUS,---,0.1161,0.0492,0.3124,0.0920,0.2184,0.0663,0.1064,0.0882,0.0955,0.0000,0.0900,0.0905,0.1161,0.0920,0.1161,0.1033,0.0260,0.0931,0.000433,IDLE,0,-0.0149,0.0001,0.0203,0.0092,0.0030,0.0019,0.0002,0.4341,0.2397,0.0185,0.0206,0.0001,0.0005,0.0001,0.0001,0.0526,0.0000,0.0000,0.0000,0.0000,0.0025,0.0000,0.0000,0.2184,0.0000,0.0000,0.0000,0.1502,0.0191,0.2399,0.1161,0.0218,0.1155,0.3124,0.0250,1,1,45.6,99.8,381.5
1565,52.219,mp,0.1235,Sadness,---,---,AMBIGUOUS,---,0.1000,0.1433,0.3316,0.0937,0.0379,0.1235,0.0975,0.0805,0.1068,0.0000,0.0789,0.0749,0.1000,0.0937,0.1000,0.0968,0.0000,0.0929,0.000222,IDLE,0,-0.0205,0.0001,0.0296,0.0104,0.0043,0.0017,0.0003,0.4268,0.2798,0.0149,0.0185,0.0002,0.0008,0.0001,0.0001,0.0358,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010,0.0379,0.0000,0.0000,0.0000,0.0535,0.2316,0.0222,0.1925,0.1000,0.0137,0.0932,0.3316,0.0152,1,1,40.9,99.8,381.5
1566,52.252,mp,0.1211,Sadness,---,---,AMBIGUOUS,---,0.1029,0.1370,0.3342,0.0972,0.0448,0.1211,0.1006,0.0833,0.1080,0.0000,0.0815,0.0779,0.1029,0.0972,0.1029,0.1000,0.0000,0.0931,0.000054,IDLE,0,-0.0242,0.0001,0.0329,0.0147,0.0037,0.0017,0.0002,0.4355,0.2956,0.0163,0.0197,0.0002,0.0007,0.0001,0.0001,0.0304,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0448,0.0349,0.1046,0.2259,0.0223,0.1857,0.1029,0.0140,0.0985,0.3342,0.0165,1,1,41.7,99.8,381.5
1567,52.286,mp,0.1202,Sadness,---,---,AMBIGUOUS,---,0.1014,0.1358,0.3332,0.0968,0.0000,0.1202,0.0995,0.0826,0.1069,0.0000,0.0797,0.0769,0.1014,0.0968,0.1014,0.0991,0.0000,0.0925,-0.000207,IDLE,0,-0.0250,0.0001,0.0333,0.0158,0.0036,0.0016,0.0002,0.4263,0.3036,0.0158,0.0192,0.0002,0.0008,0.0001,0.0001,0.0285,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2275,0.0231,0.1835,0.1014,0.0143,0.1002,0.3332,0.0168,1,1,55.1,99.8,381.5
1568,52.319,mp,0.1412,Sadness,---,---,AMBIGUOUS,---,0.0944,0.1727,0.3007,0.0941,0.0148,0.1412,0.0942,0.0785,0.1099,0.0000,0.0757,0.0709,0.0944,0.0941,0.0944,0.0942,0.0000,0.0908,-0.000540,IDLE,0,-0.0248,0.0000,0.0329,0.0150,0.0041,0.0017,0.0003,0.4221,0.2986,0.0136,0.0147,0.0004,0.0014,0.0000,0.0000,0.0283,0.0000,0.0000,0.0000,0.0000,0.0024,0.0007,0.0148,0.0000,0.0000,0.0000,0.0000,0.2472,0.0183,0.2231,0.0944,0.0094,0.0917,0.3007,0.0155,1,1,36.1,99.8,381.5
1569,52.352,mp,0.1354,Sadness,---,---,AMBIGUOUS,---,0.0941,0.1632,0.3038,0.0937,0.1067,0.1354,0.0939,0.0783,0.1078,0.0000,0.0773,0.0714,0.0941,0.0937,0.0941,0.0939,0.0000,0.0892,-0.000874,IDLE,0,-0.0246,0.0000,0.0330,0.0145,0.0039,0.0017,0.0003,0.4191,0.2993,0.0141,0.0126,0.0004,0.0014,0.0000,0.0000,0.0318,0.0000,0.0000,0.0000,0.0000,0.0019,0.0001,0.0000,0.1067,0.0142,0.0000,0.0000,0.2404,0.0186,0.2241,0.0941,0.0097,0.0933,0.3038,0.0161,1,1,44.0,99.8,381.5
1570,52.386,mp,0.0934,Sadness,---,---,AMBIGUOUS,---,0.1095,0.0939,0.2803,0.0927,0.0266,0.0934,0.1028,0.0852,0.1013,0.0000,0.0831,0.0842,0.1095,0.0927,0.1095,0.1007,0.0008,0.0879,-0.000779,IDLE,0,-0.0266,0.0000,0.0374,0.0143,0.0033,0.0016,0.0003,0.4068,0.3039,0.0149,0.0112,0.0004,0.0014,0.0000,0.0000,0.0283,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0266,0.0000,0.0000,0.1811,0.0272,0.2432,0.1095,0.0276,0.1094,0.2803,0.0218,1,1,41.0,99.8,381.5
1571,52.419,mp,0.1338,Disgust,---,---,AMBIGUOUS,---,0.0962,0.1592,0.2733,0.0956,0.1040,0.1338,0.0960,0.0810,0.1086,0.0000,0.0789,0.0742,0.0962,0.0956,0.0962,0.0959,0.0000,0.0867,-0.000750,IDLE,0,-0.0306,0.0000,0.0423,0.0180,0.0026,0.0016,0.0002,0.4123,0.3154,0.0166,0.0090,0.0003,0.0009,0.0000,0.0000,0.0317,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1040,0.0489,0.0000,0.0857,0.2267,0.0294,0.2733,0.0962,0.0289,0.0982,0.2259,0.0213,1,1,44.7,99.8,381.5
1572,52.452,mp,0.1336,Disgust,---,---,AMBIGUOUS,---,0.0970,0.1588,0.2729,0.0957,0.0301,0.1336,0.0965,0.0813,0.1090,0.0000,0.0778,0.0747,0.0970,0.0957,0.0970,0.0963,0.0000,0.0858,-0.000756,IDLE,0,-0.0328,0.0001,0.0456,0.0187,0.0022,0.0017,0.0003,0.4130,0.3119,0.0176,0.0082,0.0003,0.0011,0.0001,0.0000,0.0313,0.0000,0.0000,0.0000,0.0000,0.0011,0.0003,0.0000,0.0000,0.0301,0.0000,0.0040,0.2257,0.0292,0.2729,0.0970,0.0289,0.0980,0.2269,0.0214,1,1,39.8,99.8,381.5
1573,52.486,mp,0.1344,Disgust,---,---,AMBIGUOUS,---,0.0965,0.1599,0.2740,0.0961,0.0512,0.1344,0.0964,0.0814,0.1091,0.0000,0.0781,0.0746,0.0965,0.0961,0.0965,0.0963,0.0000,0.0856,-0.000758,IDLE,0,-0.0331,0.0001,0.0460,0.0188,0.0021,0.0017,0.0002,0.4152,0.3106,0.0180,0.0081,0.0003,0.0011,0.0001,0.0000,0.0330,0.0000,0.0000,0.0000,0.0000,0.0005,0.0000,0.0000,0.0512,0.0128,0.0000,0.0129,0.2264,0.0293,0.2740,0.0965,0.0290,0.0983,0.2251,0.0214,1,1,37.4,99.8,381.5
1574,52.519,mp,0.1593,Disgust,---,---,AMBIGUOUS,---,0.1037,0.2005,0.3711,0.0976,0.4697,0.1593,0.1013,0.0855,0.1213,0.0000,0.0906,0.0798,0.1037,0.0976,0.1037,0.1006,0.0000,0.0855,-0.000745,IDLE,0,-0.0307,0.0000,0.0429,0.0179,0.0015,0.0018,0.0003,0.4250,0.3194,0.0132,0.0074,0.0001,0.0005,0.0000,0.0000,0.0487,0.0000,0.0000,0.0000,0.0000,0.0043,0.0008,0.0000,0.4697,0.0000,0.0000,0.0448,0.2127,0.0259,0.3711,0.1037,0.0247,0.0866,0.1506,0.0247,1,1,53.6,100.0,381.5
1575,52.553,mp,0.1592,Disgust,---,---,AMBIGUOUS,---,0.1033,0.2004,0.3708,0.0975,0.0322,0.1592,0.1009,0.0852,0.1209,0.0000,0.0815,0.0794,0.1033,0.0975,0.1033,0.1003,0.0000,0.0854,-0.000777,IDLE,0,-0.0272,0.0000,0.0368,0.0168,0.0018,0.0017,0.0003,0.4116,0.3336,0.0142,0.0084,0.0002,0.0008,0.0000,0.0000,0.0491,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0093,0.0110,0.0299,0.0322,0.0000,0.2136,0.0259,0.3708,0.1033,0.0246,0.0868,0.1505,0.0246,1,1,42.9,100.0,381.5
1576,52.586,mp,0.1832,Anger,---,---,AMBIGUOUS,---,0.0918,0.2345,0.3261,0.1062,0.4376,0.1832,0.0976,0.0816,0.1247,0.0000,0.0865,0.0658,0.0918,0.1062,0.1062,0.0988,0.0000,0.0852,-0.000732,IDLE,0,-0.0298,0.0000,0.0408,0.0184,0.0017,0.0017,0.0006,0.4385,0.3710,0.0146,0.0068,0.0001,0.0004,0.0000,0.0000,0.0637,0.0000,0.0000,0.0000,0.0000,0.0000,0.0112,0.0000,0.4376,0.0099,0.0000,0.2615,0.3261,0.0293,0.2545,0.0918,0.0200,0.0785,0.1881,0.0117,1,1,44.9,100.0,381.5
1577,52.619,mp,0.1650,Anger,---,---,AMBIGUOUS,---,0.0748,0.1951,0.3323,0.1199,2.2032,0.1650,0.0929,0.0803,0.1124,0.0000,0.1174,0.0620,0.0748,0.1199,0.1199,0.0947,0.0000,0.0850,-0.000585,IDLE,0,-0.0341,0.0000,0.0326,0.0355,0.0026,0.0025,0.0005,0.4335,0.4132,0.0134,0.0099,0.0000,0.0000,0.0000,0.0000,0.1372,0.0000,0.0000,0.0000,0.0000,0.0244,0.0000,0.0272,2.2032,0.0000,0.0911,0.4092,0.3323,0.0273,0.2387,0.0748,0.0179,0.1073,0.1896,0.0121,1,1,48.0,100.0,381.5
1578,52.653,mp,0.1837,Anger,---,---,AMBIGUOUS,---,0.0711,0.2204,0.3492,0.1285,1.0643,0.1837,0.0941,0.0823,0.1182,0.0000,0.0954,0.0612,0.0711,0.1285,0.1285,0.0956,0.0000,0.0845,-0.000467,IDLE,0,-0.0332,0.0000,0.0341,0.0322,0.0031,0.0039,0.0009,0.4601,0.4211,0.0098,0.0168,0.0000,0.0000,0.0000,0.0000,0.1727,0.0000,0.0000,0.0000,0.0000,0.0425,0.0128,0.0153,1.0643,0.0000,0.2079,0.2591,0.3492,0.0291,0.2365,0.0711,0.0157,0.1041,0.1821,0.0122,1,1,73.3,100.0,381.5
1579,52.686,mp,0.1836,Anger,---,---,AMBIGUOUS,---,0.0719,0.2181,0.3470,0.1319,0.2357,0.1836,0.0959,0.0840,0.1192,0.0000,0.0803,0.0626,0.0719,0.1319,0.1319,0.0974,0.0000,0.0843,-0.000364,IDLE,0,-0.0320,0.0000,0.0336,0.0304,0.0035,0.0041,0.0010,0.4750,0.4213,0.0093,0.0214,0.0000,0.0000,0.0000,0.0000,0.1806,0.0000,0.0000,0.0000,0.0000,0.0055,0.0014,0.0124,0.2357,0.0000,0.1386,0.1021,0.3470,0.0282,0.2371,0.0719,0.0154,0.1033,0.1850,0.0121,1,1,41.4,100.0,381.5
1580,52.719,mp,0.1474,Disgust,---,---,AMBIGUOUS,---,0.0534,0.1505,0.5151,0.1427,0.8596,0.1474,0.0891,0.0803,0.0996,0.0000,0.0867,0.0739,0.0534,0.1427,0.1427,0.0873,0.0000,0.0840,-0.000278,IDLE,0,-0.0492,0.0000,0.0613,0.0371,0.0029,0.0028,0.0008,0.5189,0.4373,0.0079,0.0142,0.0000,0.0000,0.0000,0.0000,0.2092,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8596,0.0000,0.0000,0.3228,0.1707,0.0236,0.5151,0.0534,0.0156,0.0629,0.1492,0.0094,1,1,42.2,100.0,381.5
1581,52.753,mp,0.1610,Disgust,---,---,AMBIGUOUS,---,0.0462,0.1695,0.5260,0.1483,0.0207,0.1610,0.0870,0.0792,0.1015,0.0000,0.0680,0.0711,0.0462,0.1483,0.1483,0.0827,0.0000,0.0837,-0.000212,IDLE,0,-0.0735,0.0000,0.0888,0.0581,0.0023,0.0025,0.0007,0.5404,0.4547,0.0086,0.0104,0.0000,0.0000,0.0000,0.0000,0.1767,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0207,0.0000,0.1673,0.1831,0.0200,0.5260,0.0462,0.0123,0.0573,0.1479,0.0073,1,1,41.6,100.0,381.5
1582,52.786,mp,0.2386,Disgust,---,---,AMBIGUOUS,---,0.0477,0.3105,0.4608,0.1309,2.1251,0.2386,0.0810,0.0737,0.1252,0.0000,0.1056,0.0580,0.0477,0.1309,0.1309,0.0790,0.0000,0.0832,-0.000237,IDLE,0,-0.0317,0.0000,0.0343,0.0291,0.0074,0.0029,0.0010,0.3890,0.4518,0.0066,0.0137,0.0000,0.0000,0.0000,0.0000,0.2476,0.0000,0.0000,0.0000,0.0000,0.0137,0.0089,0.1519,2.1251,0.0000,0.0984,0.0000,0.2839,0.0231,0.4608,0.0477,0.0073,0.0695,0.0964,0.0114,1,1,47.3,100.0,381.5
1583,52.819,mp,0.2522,Disgust,---,---,AMBIGUOUS,---,0.0795,0.3266,0.5064,0.1406,1.1625,0.2522,0.1040,0.0918,0.1473,0.0000,0.1052,0.0813,0.0795,0.1406,0.1406,0.1058,0.0000,0.0831,-0.000236,IDLE,0,-0.0593,0.0000,0.0672,0.0513,0.0044,0.0025,0.0015,0.4488,0.4029,0.0033,0.0109,0.0000,0.0000,0.0000,0.0000,0.2864,0.0000,0.0000,0.0000,0.0000,0.0000,0.0171,0.0000,1.1625,0.0000,0.0000,0.2936,0.2186,0.0177,0.5064,0.0795,0.0066,0.0757,0.0769,0.0186,1,1,43.5,100.0,381.5
1584,52.853,mp,0.2576,Disgust,---,---,AMBIGUOUS,---,0.0833,0.3328,0.5028,0.1446,0.5530,0.2576,0.1078,0.0952,0.1516,0.0000,0.0961,0.0842,0.0833,0.1446,0.1446,0.1098,0.0000,0.0832,-0.000213,IDLE,0,-0.0837,0.0000,0.1002,0.0672,0.0035,0.0025,0.0018,0.4248,0.3976,0.0036,0.0076,0.0000,0.0000,0.0000,0.0000,0.3049,0.0000,0.0000,0.0000,0.0000,0.0027,0.0093,0.0000,0.5530,0.0096,0.0000,0.1195,0.2191,0.0181,0.5028,0.0833,0.0068,0.0770,0.0725,0.0203,1,1,32.8,100.0,381.5
1585,52.886,mp,0.2589,Disgust,---,---,AMBIGUOUS,---,0.0822,0.3317,0.5056,0.1496,0.0773,0.2589,0.1092,0.0966,0.1523,0.0000,0.0875,0.0842,0.0822,0.1496,0.1496,0.1109,0.0000,0.0837,-0.000151,IDLE,0,-0.1021,0.0000,0.1208,0.0832,0.0025,0.0025,0.0019,0.4427,0.3835,0.0041,0.0070,0.0000,0.0000,0.0000,0.0000,0.3075,0.0000,0.0000,0.0000,0.0000,0.0000,0.0025,0.0000,0.0773,0.0141,0.0000,0.1484,0.2286,0.0168,0.5056,0.0822,0.0070,0.0718,0.0685,0.0196,1,1,52.6,99.8,381.5
1586,52.920,mp,0.3684,Disgust,---,STARTLE,AMBIGUOUS,---,0.0754,0.5076,0.6596,0.1595,3.4888,0.3684,0.1090,0.0966,0.1870,0.0000,0.1553,0.0885,0.0754,0.1595,0.1595,0.1096,0.0000,0.0841,-0.000085,IDLE,0,-0.0818,0.0000,0.0940,0.0695,0.0029,0.0030,0.0021,0.4575,0.3904,0.0076,0.0036,0.0000,0.0000,0.0000,0.0000,0.4239,0.0000,0.0000,0.0000,0.0000,0.0139,0.0061,0.0099,3.4888,0.1040,0.0000,0.2957,0.1880,0.0074,0.6596,0.0754,0.0029,0.0251,0.0283,0.0132,1,1,52.3,99.8,381.5
1587,52.953,mp,0.3854,Disgust,---,---,AMBIGUOUS,---,0.0900,0.5308,0.6535,0.1674,2.2122,0.3854,0.1209,0.1058,0.2014,0.0000,0.1394,0.0989,0.0900,0.1674,0.1674,0.1227,0.0000,0.0847,0.000021,IDLE,0,-0.0708,0.0000,0.0780,0.0635,0.0042,0.0046,0.0032,0.4511,0.4196,0.0063,0.0028,0.0000,0.0000,0.0000,0.0000,0.4977,0.0000,0.0000,0.0000,0.0000,0.0487,0.0332,0.0393,2.2122,0.0000,0.0000,0.2385,0.1826,0.0058,0.6535,0.0900,0.0024,0.0229,0.0287,0.0141,1,1,36.1,99.8,381.5
1588,52.986,mp,0.3369,Disgust,---,---,AMBIGUOUS,---,0.1304,0.4496,0.6026,0.1678,0.0086,0.3369,0.1454,0.1227,0.2055,0.0000,0.1157,0.1213,0.1304,0.1678,0.1678,0.1479,0.0310,0.0856,0.000136,IDLE,0,-0.0693,0.0000,0.0778,0.0608,0.0045,0.0039,0.0034,0.5547,0.3427,0.0045,0.0012,0.0000,0.0000,0.0000,0.0000,0.4874,0.0000,0.0000,0.0000,0.0000,0.0000,0.0062,0.0086,0.0000,0.0000,0.0000,0.0129,0.1656,0.0045,0.6026,0.1304,0.0043,0.0298,0.0459,0.0169,1,1,39.6,99.8,381.5
1589,53.020,mp,0.3480,Disgust,CONC,---,AMBIGUOUS,---,0.1453,0.5289,0.5840,0.0766,0.0760,0.3480,0.1178,0.0925,0.2014,0.0000,0.0971,0.0963,0.1453,0.0766,0.1453,0.1055,0.0356,0.0860,0.000199,IDLE,0,-0.1913,0.0000,0.2335,0.1491,0.0043,0.0035,0.0060,0.5387,0.3336,0.0029,0.0011,0.0000,0.0001,0.0000,0.0000,0.4184,0.0000,0.0000,0.0000,0.0000,0.0000,0.0760,0.0000,0.0000,0.0000,0.0000,0.0000,0.1828,0.0039,0.5840,0.1453,0.0038,0.0270,0.0344,0.0188,1,1,33.4,99.8,381.5
1590,53.053,mp,0.3590,Disgust,CONC,---,AMBIGUOUS,---,0.1609,0.5481,0.5752,0.0753,0.0105,0.3590,0.1267,0.0984,0.2127,0.0000,0.1033,0.1039,0.1609,0.0753,0.1609,0.1101,0.0529,0.0862,0.000255,IDLE,0,-0.2002,0.0000,0.2472,0.1531,0.0037,0.0029,0.0062,0.5408,0.3415,0.0033,0.0012,0.0000,0.0001,0.0000,0.0000,0.4013,0.0000,0.0000,0.0000,0.0000,0.0000,0.0053,0.0000,0.0000,0.0105,0.0027,0.0000,0.1800,0.0033,0.5752,0.1609,0.0034,0.0257,0.0322,0.0194,1,1,32.5,99.8,381.5
1591,53.086,mp,0.3601,Disgust,CONC,---,AMBIGUOUS,---,0.1701,0.5505,0.5466,0.0746,0.0106,0.3601,0.1319,0.1023,0.2175,0.0000,0.1076,0.1064,0.1701,0.0746,0.1701,0.1126,0.0541,0.0866,0.000345,IDLE,0,-0.2130,0.0000,0.2641,0.1618,0.0034,0.0027,0.0056,0.5434,0.3788,0.0037,0.0016,0.0000,0.0001,0.0000,0.0000,0.3812,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0106,0.0104,0.0000,0.1932,0.0028,0.5466,0.1701,0.0036,0.0279,0.0336,0.0222,1,1,44.4,99.8,381.5
1592,53.120,mp,0.2542,Disgust,CONC,---,AMBIGUOUS,---,0.1000,0.3718,0.7358,0.0778,0.0145,0.2542,0.0911,0.0739,0.1477,0.2542,0.0736,0.0843,0.1000,0.0778,0.1000,0.0882,0.0550,0.0865,0.000334,IDLE,0,-0.2612,0.0000,0.3616,0.1605,0.0039,0.0018,0.0057,0.5641,0.4387,0.0035,0.0013,0.0001,0.0002,0.0000,0.0000,0.3752,0.0000,0.0000,0.0000,0.0000,0.0000,0.0016,0.0145,0.0000,0.0000,0.0000,0.0962,0.0750,0.0025,0.7358,0.1000,0.0020,0.0247,0.0461,0.0140,1,1,38.1,99.8,381.5
1593,53.153,mp,0.2529,Disgust,CONC,---,AMBIGUOUS,---,0.1000,0.3712,0.7359,0.0756,0.0118,0.2529,0.0902,0.0730,0.1469,0.2529,0.0729,0.0835,0.1000,0.0756,0.1000,0.0869,0.0551,0.0863,0.000306,IDLE,0,-0.2503,0.0000,0.3309,0.1693,0.0043,0.0018,0.0049,0.5683,0.4612,0.0028,0.0016,0.0001,0.0003,0.0000,0.0000,0.3561,0.0000,0.0000,0.0000,0.0000,0.0004,0.0000,0.0118,0.0000,0.0000,0.0093,0.0000,0.0749,0.0025,0.7359,0.1000,0.0020,0.0248,0.0461,0.0139,1,1,43.3,99.8,381.5
1594,53.186,mp,0.2109,Disgust,CONC,---,AMBIGUOUS,---,0.2482,0.3120,0.4906,0.0593,0.2022,0.2109,0.1726,0.1310,0.2043,0.2109,0.1459,0.1620,0.2482,0.0593,0.2482,0.1213,0.2113,0.0873,0.000366,IDLE,0,-0.2165,0.0000,0.2612,0.1467,0.0110,0.0016,0.0028,0.4993,0.4454,0.0020,0.0035,0.0032,0.0219,0.0000,0.0000,0.2252,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2022,0.0000,0.0000,0.0582,0.0000,0.0616,0.0023,0.4906,0.2482,0.0031,0.0458,0.1086,0.0399,1,1,35.5,99.8,381.5
