frame,timestamp,hs_crop_source,composite_fear,hs_dominant,mp_ctx_tag,mp_velocity_tag,agreement_tag,veto_tag,hs_fear,hs_arousal,hs_dominant_score,mp_tension,mp_startle_score,smoothed_composite,onset_slope,event_status,face_bbox,mp_valence,mp_smile
114,3.804,mp,0.0070,Neutral,---,---,AMBIGUOUS,---,0.0161,-0.0448,0.3737,0.0848,0.0289,0.0889,-0.000832,IDLE,"119,51,199,143",-0.0335,0.0000
115,3.837,mp,0.0963,Neutral,---,---,AMBIGUOUS,---,0.0494,0.1062,0.2962,0.0815,0.0656,0.0883,-0.000841,IDLE,"119,51,199,145",-0.0256,0.0000
116,3.871,mp,0.0972,Neutral,---,---,AMBIGUOUS,---,0.0471,0.1093,0.2889,0.0790,0.0526,0.0875,-0.000881,IDLE,"120,51,199,145",-0.0248,0.0000
117,3.904,mp,0.1011,Neutral,---,---,AMBIGUOUS,---,0.0485,0.1153,0.2809,0.0798,0.0053,0.0868,-0.000869,IDLE,"120,51,199,145",-0.0290,0.0000
118,3.937,mp,0.1054,Neutral,---,---,AMBIGUOUS,---,0.0499,0.1217,0.2746,0.0809,0.1717,0.0864,-0.000824,IDLE,"120,51,199,145",-0.0255,0.0000
119,3.971,mp,0.1690,Disgust,---,---,AMBIGUOUS,---,0.0341,0.2261,0.2883,0.0834,0.1393,0.0859,-0.000801,IDLE,"120,51,199,145",-0.0276,0.0000
120,4.004,mp,0.1623,Disgust,---,---,AMBIGUOUS,---,0.0194,0.2141,0.3397,0.0846,0.1885,0.0850,-0.000786,IDLE,"120,51,199,144",-0.0250,0.0001
121,4.037,mp,0.1573,Disgust,---,---,AMBIGUOUS,---,0.0271,0.2056,0.3378,0.0849,0.1237,0.0841,-0.000757,IDLE,"120,51,199,144",-0.0218,0.0001
122,4.071,mp,0.1593,Disgust,---,---,AMBIGUOUS,---,0.0273,0.2080,0.3339,0.0863,0.0364,0.0835,-0.000691,IDLE,"120,51,199,144",-0.0199,0.0002
123,4.104,mp,0.1527,Disgust,---,---,AMBIGUOUS,---,0.0293,0.1972,0.3359,0.0859,0.0037,0.0824,-0.000653,IDLE,"120,51,199,144",-0.0201,0.0001
124,4.137,mp,0.1463,Disgust,---,---,AMBIGUOUS,---,0.0281,0.1857,0.3204,0.0872,0.0646,0.0815,-0.000681,IDLE,"120,51,199,144",-0.0218,0.0002
125,4.171,mp,0.1517,Disgust,---,---,AMBIGUOUS,---,0.0410,0.1955,0.4058,0.0861,0.0672,0.0807,-0.000682,IDLE,"119,51,198,143",-0.0209,0.0001
126,4.204,mp,0.1455,Disgust,---,---,AMBIGUOUS,---,0.0372,0.1831,0.4281,0.0892,0.0526,0.0799,-0.000690,IDLE,"119,52,198,143",-0.0196,0.0001
127,4.238,mp,0.1434,Disgust,---,---,AMBIGUOUS,---,0.0374,0.1784,0.4432,0.0910,0.0138,0.0794,-0.000709,IDLE,"119,52,198,143",-0.0211,0.0001
128,4.271,haar,0.0863,Neutral,---,---,AMBIGUOUS,---,0.0928,0.0807,0.3103,0.0945,0.1793,0.0798,-0.000605,IDLE,"119,52,198,143",-0.0241,0.0000
129,4.304,haar,0.0871,Neutral,---,---,AMBIGUOUS,---,0.0940,0.0811,0.3100,0.0962,0.0314,0.0801,-0.000490,IDLE,"119,52,198,143",-0.0248,0.0000
130,4.338,mp,0.0400,Neutral,---,---,AMBIGUOUS,---,0.0310,0.0017,0.3448,0.0976,0.0180,0.0792,-0.000489,IDLE,"119,52,198,143",-0.0272,0.0000
131,4.371,mp,0.0000,Neutral,---,---,AMBIGUOUS,---,0.0172,-0.1320,0.5310,0.0972,0.0685,0.0780,-0.000545,IDLE,"120,52,198,143",-0.0288,0.0000
132,4.404,mp,0.0000,Neutral,---,---,AMBIGUOUS,---,0.0148,-0.1502,0.5370,0.0975,0.1096,0.0768,-0.000555,IDLE,"120,52,198,143",-0.0303,0.0000
133,4.438,mp,0.0000,Neutral,---,---,AMBIGUOUS,---,0.0135,-0.1590,0.5320,0.0982,0.2493,0.0764,-0.000513,IDLE,"120,52,198,143",-0.0301,0.0000
134,4.471,haar,0.0000,Neutral,---,---,AMBIGUOUS,---,0.0333,-0.0792,0.5449,0.0972,0.2224,0.0760,-0.000467,IDLE,"120,52,198,143",-0.0287,0.0000
135,4.505,haar,0.0037,Neutral,---,---,AMBIGUOUS,---,0.0406,-0.0581,0.5194,0.0965,0.0803,0.0758,-0.000413,IDLE,"120,51,198,143",-0.0257,0.0000
136,4.538,mp,0.0000,Neutral,---,---,AMBIGUOUS,---,0.0210,-0.1371,0.5047,0.0959,0.0926,0.0747,-0.000465,IDLE,"120,51,198,143",-0.0247,0.0000
137,4.571,mp,0.0000,Neutral,---,---,AMBIGUOUS,---,0.0201,-0.1379,0.5028,0.0955,0.0888,0.0736,-0.000618,IDLE,"120,51,198,143",-0.0247,0.0000
138,4.605,mp,0.0000,Neutral,---,---,AMBIGUOUS,---,0.0210,-0.1358,0.5072,0.0959,0.0846,0.0726,-0.000754,IDLE,"120,51,198,143",-0.0254,0.0000
139,4.638,mp,0.0000,Neutral,---,---,AMBIGUOUS,---,0.0179,-0.1377,0.5071,0.0955,0.0138,0.0706,-0.000859,IDLE,"120,51,198,143",-0.0254,0.0000
140,4.671,mp,0.0000,Neutral,---,---,AMBIGUOUS,---,0.0169,-0.1410,0.5194,0.0949,0.0008,0.0686,-0.000943,IDLE,"120,51,198,143",-0.0252,0.0000
141,4.705,mp,0.0000,Neutral,---,---,AMBIGUOUS,---,0.0167,-0.1489,0.5234,0.0950,0.0065,0.0663,-0.001052,IDLE,"120,51,198,143",-0.0258,0.0000
142,4.738,mp,0.0000,Neutral,---,---,AMBIGUOUS,---,0.0188,-0.1422,0.5108,0.0952,0.0139,0.0661,-0.001025,IDLE,"120,51,198,143",-0.0263,0.0000
143,4.771,mp,0.0000,Neutral,---,---,AMBIGUOUS,---,0.0136,-0.1475,0.5243,0.0968,0.0413,0.0659,-0.001013,IDLE,"120,51,198,143",-0.0262,0.0000
144,4.805,mp,0.0000,Neutral,---,---,AMBIGUOUS,---,0.0144,-0.1374,0.5087,0.0976,0.0000,0.0656,-0.001020,IDLE,"120,51,198,143",-0.0268,0.0000
