frame,timestamp,mp_face_detected,haar_face_detected,mp_tension,mp_startle_score,mp_ctx_tag,mp_velocity_tag,mp_tension_v3,mp_tension_v4,mp_tension_v5a,mp_tension_v5b,mp_tension_v5c,mp_tension_v5d,mp_tension_v5e,smoothed_tension,onset_slope,event_status,mp_face_valence,mp_smile_level,mp_browDownLeft,mp_browDownRight,mp_browInnerUp,mp_eyeWideLeft,mp_eyeWideRight,mp_eyeSquintLeft,mp_eyeSquintRight,mp_mouthPressLeft,mp_mouthPressRight,mp_mouthFrownLeft,mp_mouthFrownRight,mp_mouthSmileLeft,mp_mouthSmileRight,mp_jawOpen,mp_noseSneerLeft,mp_noseSneerRight,mp_cheekSquintLeft,mp_cheekSquintRight,mp_vel_eyeWideLeft,mp_vel_eyeWideRight,mp_vel_browInnerUp,mp_vel_jawOpen,mp_vel_mouthPressLeft,mp_vel_mouthPressRight,mp_tension_velocity,mp_face_bbox_area,latency_ms,cpu_percent,ram_mb
11,0.367,0,0,0.0000,0.0000,---,---,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,IDLE,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,5.5,0.0,301.8
12,0.400,0,0,0.0000,0.0000,---,---,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,IDLE,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,7.9,0.0,301.8
13,0.434,0,0,0.0000,0.0000,---,---,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,IDLE,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,7.5,0.0,301.8
14,0.467,0,0,0.0000,0.0000,---,---,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,IDLE,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,6.6,0.0,301.8
15,0.501,0,0,0.0000,0.0000,---,---,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,IDLE,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,6.7,0.0,301.8
16,0.534,0,0,0.0000,0.0000,---,---,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,IDLE,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,20.2,0.0,301.8
17,0.567,0,1,0.0000,0.0000,---,---,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,IDLE,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,22.0,0.0,301.8
18,0.601,0,1,0.0000,0.0000,---,---,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,IDLE,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,23.2,0.0,301.8
19,0.634,0,0,0.0000,0.0000,---,---,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,IDLE,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,22.1,0.0,301.8
20,0.667,0,0,0.0000,0.0000,---,---,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,IDLE,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,24.8,40.8,357.9
21,0.701,0,1,0.0000,0.0000,---,---,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,IDLE,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,32.7,40.8,357.9
22,0.734,1,0,0.1365,0.0000,---,---,0.1167,0.1365,0.1365,0.1365,0.0777,0.1365,0.0766,0.0777,0.007774,IDLE,-0.0993,0.0053,0.1290,0.0721,0.0226,0.0095,0.0080,0.2127,0.2874,0.1110,0.0033,0.0029,0.0025,0.0053,0.0006,0.0070,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6716,29.0,40.8,357.9
23,0.767,1,0,0.0317,0.2270,CONC,---,0.0273,0.0317,0.0317,0.0317,0.0264,0.0317,0.0264,0.0264,0.002638,IDLE,-0.1845,0.0001,0.3227,0.0462,0.0036,0.0016,0.0156,0.1411,0.2624,0.0088,0.0020,0.0001,0.0001,0.0001,0.0000,0.0135,0.0000,0.0000,0.0000,0.0000,0.0000,0.2270,0.0000,0.1941,0.0000,0.0000,0.0000,7505,28.3,40.8,357.9
24,0.801,1,0,0.1423,0.2390,---,---,0.1013,0.1423,0.1423,0.1423,0.0818,0.1423,0.0818,0.0818,0.008177,IDLE,-0.1343,0.0000,0.1650,0.1036,0.0115,0.0029,0.0024,0.2602,0.2919,0.0097,0.0084,0.0000,0.0001,0.0000,0.0000,0.0100,0.0000,0.0000,0.0000,0.0000,0.0370,0.0000,0.2390,0.0000,0.0243,0.1897,3.3134,7885,22.9,40.8,357.9
25,0.834,1,0,0.1360,0.0535,---,---,0.0971,0.1360,0.1360,0.1360,0.0631,0.1360,0.0631,0.0631,0.006307,IDLE,-0.1021,0.0001,0.1033,0.1007,0.0109,0.0027,0.0012,0.2898,0.2995,0.0114,0.0084,0.0001,0.0001,0.0001,0.0000,0.0090,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0535,0.0019,0.0000,7440,16.6,40.8,357.9
26,0.868,1,0,0.1434,0.4166,---,---,0.1040,0.1434,0.1434,0.1434,0.0640,0.1434,0.0639,0.0635,0.006351,IDLE,-0.1011,0.0001,0.0928,0.1093,0.0084,0.0027,0.0012,0.3211,0.3075,0.0140,0.0137,0.0001,0.0001,0.0001,0.0000,0.0230,0.0000,0.0000,0.0000,0.0000,0.0017,0.0000,0.0000,0.4166,0.0764,0.1586,0.2190,7347,11.3,40.8,357.9
27,0.901,1,0,0.1437,0.1328,---,---,0.1038,0.1437,0.1437,0.1437,0.0620,0.1437,0.0620,0.0630,0.006302,IDLE,-0.0981,0.0000,0.0898,0.1063,0.0081,0.0032,0.0012,0.3521,0.2871,0.0125,0.0111,0.0001,0.0001,0.0000,0.0000,0.0274,0.0000,0.0000,0.0000,0.0000,0.0128,0.0012,0.0000,0.1328,0.0000,0.0000,0.0113,7440,14.2,40.8,357.9
28,0.934,1,0,0.1608,0.2605,---,---,0.1157,0.1608,0.1608,0.1608,0.0775,0.1608,0.0775,0.0666,0.006664,IDLE,-0.1246,0.0001,0.1022,0.1469,0.0055,0.0029,0.0009,0.3701,0.3132,0.0112,0.0142,0.0001,0.0001,0.0001,0.0000,0.0361,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2605,0.0000,0.0956,0.5126,7440,14.1,40.8,357.9
29,0.968,1,0,0.1636,0.0022,---,---,0.1169,0.1636,0.1636,0.1636,0.0808,0.1636,0.0808,0.0695,0.006948,IDLE,-0.1312,0.0000,0.1089,0.1534,0.0046,0.0030,0.0009,0.3770,0.3111,0.0100,0.0136,0.0001,0.0001,0.0000,0.0000,0.0338,0.0000,0.0000,0.0000,0.0000,0.0022,0.0002,0.0000,0.0000,0.0000,0.0000,0.0823,7440,14.9,40.8,357.9
30,1.001,1,0,0.1628,0.0353,---,---,0.1163,0.1628,0.1628,0.1628,0.0778,0.1628,0.0778,0.0709,0.007086,IDLE,-0.1258,0.0000,0.1097,0.1418,0.0047,0.0030,0.0010,0.3817,0.3136,0.0099,0.0129,0.0001,0.0001,0.0000,0.0000,0.0349,0.0000,0.0000,0.0000,0.0000,0.0004,0.0030,0.0036,0.0353,0.0000,0.0000,0.0000,7440,10.9,40.8,357.9
31,1.034,1,0,0.1594,0.0600,---,---,0.1137,0.1594,0.1594,0.1594,0.0686,0.1594,0.0686,0.0705,-0.000720,IDLE,-0.1099,0.0000,0.0976,0.1222,0.0044,0.0029,0.0010,0.3863,0.3253,0.0081,0.0126,0.0001,0.0001,0.0000,0.0000,0.0369,0.0000,0.0000,0.0000,0.0000,0.0000,0.0004,0.0000,0.0600,0.0000,0.0000,0.0000,7440,13.0,40.8,357.9
32,1.068,1,0,0.1565,0.0400,---,---,0.1117,0.1565,0.1565,0.1565,0.0624,0.1565,0.0623,0.0695,0.004314,IDLE,-0.0989,0.0000,0.0825,0.1152,0.0049,0.0034,0.0011,0.3793,0.3393,0.0063,0.0129,0.0001,0.0001,0.0000,0.0000,0.0383,0.0000,0.0000,0.0000,0.0000,0.0143,0.0028,0.0148,0.0400,0.0000,0.0086,0.0000,7440,15.5,40.8,357.9
33,1.101,1,0,0.1534,0.0202,---,---,0.1096,0.1534,0.1534,0.1534,0.0540,0.1534,0.0540,0.0678,-0.001398,IDLE,-0.0843,0.0000,0.0655,0.1030,0.0054,0.0036,0.0011,0.3919,0.3412,0.0055,0.0135,0.0001,0.0001,0.0000,0.0000,0.0369,0.0000,0.0000,0.0000,0.0000,0.0087,0.0001,0.0148,0.0000,0.0000,0.0202,0.0000,7440,12.4,40.8,357.9
34,1.134,1,0,0.1523,0.0020,---,---,0.1088,0.1523,0.1523,0.1523,0.0523,0.1523,0.0523,0.0662,0.000317,IDLE,-0.0814,0.0000,0.0627,0.1000,0.0054,0.0035,0.0012,0.3965,0.3371,0.0054,0.0128,0.0001,0.0001,0.0000,0.0000,0.0370,0.0000,0.0000,0.0000,0.0000,0.0000,0.0016,0.0015,0.0020,0.0000,0.0000,0.0000,7440,13.2,40.8,357.9
35,1.168,1,0,0.1533,0.3608,---,---,0.1105,0.1533,0.1533,0.1533,0.0560,0.1533,0.0559,0.0653,0.000179,IDLE,-0.0860,0.0000,0.0695,0.1024,0.0065,0.0035,0.0011,0.3944,0.3283,0.0072,0.0118,0.0001,0.0001,0.0000,0.0000,0.0490,0.0000,0.0000,0.0000,0.0000,0.0003,0.0000,0.0321,0.3608,0.0539,0.0000,0.0302,7440,13.0,40.8,357.9
36,1.201,1,0,0.1467,0.2080,---,---,0.1067,0.1467,0.1467,0.1467,0.0548,0.1467,0.0548,0.0644,0.000141,IDLE,-0.0832,0.0001,0.0692,0.0971,0.0134,0.0038,0.0011,0.3831,0.3013,0.0091,0.0119,0.0001,0.0001,0.0001,0.0000,0.0374,0.0000,0.0000,0.0000,0.0000,0.0092,0.0000,0.2080,0.0000,0.0570,0.0053,0.0000,7440,21.4,40.8,357.9
37,1.235,1,0,0.1526,0.0181,---,---,0.1104,0.1526,0.1526,0.1526,0.0626,0.1526,0.0626,0.0643,-0.000235,IDLE,-0.0975,0.0001,0.0850,0.1099,0.0110,0.0038,0.0010,0.4025,0.2881,0.0097,0.0124,0.0001,0.0001,0.0001,0.0000,0.0351,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0181,0.0129,0.1762,7440,22.0,40.8,357.9
38,1.268,1,0,0.1554,0.0295,---,---,0.1118,0.1554,0.1554,0.1554,0.0655,0.1554,0.0654,0.0644,-0.000511,IDLE,-0.1030,0.0001,0.0907,0.1153,0.0095,0.0038,0.0010,0.4129,0.2848,0.0095,0.0109,0.0001,0.0001,0.0001,0.0000,0.0361,0.0000,0.0000,0.0000,0.0000,0.0000,0.0005,0.0000,0.0295,0.0000,0.0000,0.0864,7440,22.3,40.8,357.9
39,1.301,1,0,0.1650,0.0717,---,---,0.1179,0.1650,0.1650,0.1650,0.0743,0.1650,0.0743,0.0650,-0.000583,IDLE,-0.1191,0.0001,0.1080,0.1301,0.0075,0.0038,0.0011,0.4333,0.2889,0.0118,0.0094,0.0001,0.0002,0.0001,0.0000,0.0346,0.0000,0.0000,0.0000,0.0000,0.0000,0.0016,0.0000,0.0000,0.0717,0.0000,0.2852,7440,23.8,39.6,359.3
40,1.335,1,0,0.1688,0.0181,---,---,0.1206,0.1688,0.1688,0.1688,0.0787,0.1688,0.0787,0.0659,-0.000465,IDLE,-0.1268,0.0001,0.1153,0.1382,0.0064,0.0038,0.0011,0.4455,0.2837,0.0124,0.0100,0.0001,0.0002,0.0001,0.0000,0.0340,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0172,0.0181,0.1168,7440,20.5,39.6,359.3
41,1.368,1,0,0.1710,0.0426,---,---,0.1221,0.1710,0.1710,0.1710,0.0809,0.1710,0.0809,0.0668,-0.000274,IDLE,-0.1309,0.0001,0.1185,0.1430,0.0060,0.0038,0.0011,0.4534,0.2801,0.0138,0.0099,0.0002,0.0003,0.0001,0.0000,0.0325,0.0000,0.0000,0.0000,0.0000,0.0011,0.0001,0.0000,0.0000,0.0426,0.0000,0.0642,7360,20.1,39.6,359.3
42,1.401,1,0,0.1732,0.0231,---,---,0.1236,0.1732,0.1732,0.1732,0.0820,0.1732,0.0820,0.0676,-0.000017,IDLE,-0.1330,0.0001,0.1209,0.1448,0.0055,0.0038,0.0011,0.4572,0.2864,0.0146,0.0099,0.0002,0.0003,0.0001,0.0000,0.0305,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0231,0.0000,0.0672,7360,20.9,39.6,359.3
43,1.435,1,0,0.1792,0.0149,---,---,0.1276,0.1792,0.1792,0.1792,0.0896,0.1792,0.0896,0.0688,0.000254,IDLE,-0.1463,0.0001,0.1375,0.1549,0.0045,0.0037,0.0011,0.4503,0.2997,0.0151,0.0103,0.0002,0.0002,0.0001,0.0000,0.0310,0.0000,0.0000,0.0000,0.0000,0.0000,0.0027,0.0000,0.0149,0.0143,0.0122,0.1774,7360,18.2,39.6,359.3
44,1.468,1,0,0.1789,0.0046,---,---,0.1270,0.1789,0.1789,0.1789,0.0942,0.1789,0.0941,0.0700,0.000474,IDLE,-0.1547,0.0001,0.1476,0.1616,0.0041,0.0038,0.0012,0.4354,0.2951,0.0144,0.0104,0.0001,0.0002,0.0001,0.0000,0.0273,0.0000,0.0000,0.0000,0.0000,0.0039,0.0005,0.0000,0.0000,0.0000,0.0046,0.0000,7360,21.6,39.6,359.3
45,1.502,1,0,0.1772,0.0042,---,---,0.1254,0.1772,0.1772,0.1772,0.0938,0.1772,0.0938,0.0712,0.000675,IDLE,-0.1546,0.0001,0.1479,0.1610,0.0038,0.0038,0.0011,0.4265,0.2954,0.0138,0.0106,0.0001,0.0002,0.0001,0.0000,0.0234,0.0000,0.0000,0.0000,0.0000,0.0011,0.0000,0.0000,0.0000,0.0000,0.0042,0.0000,7360,16.5,39.6,359.3
46,1.535,1,0,0.1694,0.0091,---,---,0.1201,0.1694,0.1694,0.1694,0.0824,0.1694,0.0824,0.0717,0.000740,IDLE,-0.1347,0.0001,0.1256,0.1436,0.0041,0.0037,0.0011,0.4286,0.2907,0.0139,0.0106,0.0001,0.0002,0.0001,0.0000,0.0216,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0091,0.0000,0.0033,0.0022,0.0000,7360,19.5,39.6,359.3
47,1.568,1,0,0.1633,0.0438,---,---,0.1162,0.1633,0.1633,0.1633,0.0697,0.1633,0.0697,0.0716,0.000723,IDLE,-0.1125,0.0001,0.1001,0.1246,0.0041,0.0037,0.0011,0.4407,0.2919,0.0145,0.0101,0.0001,0.0002,0.0001,0.0000,0.0230,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0004,0.0438,0.0181,0.0000,0.0000,7360,18.4,39.6,359.3
48,1.602,1,0,0.1619,0.0321,---,---,0.1153,0.1619,0.1619,0.1619,0.0687,0.1619,0.0687,0.0715,0.000645,IDLE,-0.1107,0.0001,0.0975,0.1238,0.0043,0.0038,0.0011,0.4514,0.2761,0.0143,0.0097,0.0001,0.0002,0.0001,0.0000,0.0241,0.0000,0.0000,0.0000,0.0000,0.0035,0.0027,0.0063,0.0321,0.0000,0.0000,0.0000,7360,19.4,39.6,359.3
49,1.635,1,0,0.1669,0.0130,---,---,0.1186,0.1669,0.1669,0.1669,0.0755,0.1669,0.0755,0.0716,0.000576,IDLE,-0.1228,0.0001,0.1106,0.1347,0.0044,0.0038,0.0012,0.4523,0.2789,0.0137,0.0095,0.0001,0.0002,0.0001,0.0000,0.0245,0.0000,0.0000,0.0000,0.0000,0.0001,0.0031,0.0005,0.0130,0.0000,0.0000,0.1496,7360,19.8,39.6,359.3
50,1.668,1,0,0.1605,0.0378,---,---,0.1146,0.1605,0.1605,0.1605,0.0700,0.1605,0.0700,0.0716,0.000481,IDLE,-0.1127,0.0001,0.1060,0.1191,0.0056,0.0039,0.0013,0.4525,0.2609,0.0146,0.0090,0.0001,0.0002,0.0001,0.0000,0.0249,0.0000,0.0000,0.0000,0.0000,0.0025,0.0001,0.0378,0.0111,0.0261,0.0000,0.0000,7360,20.1,39.6,359.3
51,1.702,1,0,0.1578,0.0256,---,---,0.1129,0.1578,0.1578,0.1578,0.0672,0.1578,0.0672,0.0714,0.000380,IDLE,-0.1076,0.0001,0.1036,0.1114,0.0064,0.0039,0.0013,0.4559,0.2513,0.0142,0.0087,0.0001,0.0002,0.0001,0.0000,0.0258,0.0000,0.0000,0.0000,0.0000,0.0016,0.0027,0.0236,0.0256,0.0000,0.0000,0.0000,7360,21.5,39.6,359.3
52,1.735,1,0,0.1557,0.0196,---,---,0.1115,0.1557,0.1557,0.1557,0.0634,0.1557,0.0634,0.0711,0.000235,IDLE,-0.1010,0.0001,0.1007,0.1011,0.0071,0.0039,0.0013,0.4536,0.2559,0.0140,0.0092,0.0001,0.0002,0.0001,0.0000,0.0235,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0196,0.0000,0.0000,0.0153,0.0000,7440,19.4,39.6,359.3
53,1.768,1,0,0.1538,0.0224,---,---,0.1101,0.1538,0.1538,0.1538,0.0607,0.1538,0.0607,0.0708,0.000073,IDLE,-0.0966,0.0001,0.1037,0.0893,0.0078,0.0037,0.0014,0.4698,0.2390,0.0139,0.0092,0.0001,0.0002,0.0001,0.0000,0.0204,0.0000,0.0000,0.0000,0.0000,0.0000,0.0011,0.0224,0.0000,0.0000,0.0000,0.0000,7440,19.1,39.6,359.3
54,1.802,1,0,0.1558,0.0000,---,---,0.1111,0.1558,0.1558,0.1558,0.0613,0.1558,0.0613,0.0705,-0.000072,IDLE,-0.0980,0.0001,0.1086,0.0873,0.0076,0.0035,0.0013,0.4746,0.2447,0.0138,0.0089,0.0001,0.0002,0.0001,0.0000,0.0184,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0595,7440,20.0,39.6,359.3
55,1.835,1,0,0.1558,0.0037,---,---,0.1110,0.1558,0.1558,0.1558,0.0596,0.1558,0.0596,0.0701,-0.000158,IDLE,-0.0953,0.0001,0.1086,0.0817,0.0077,0.0034,0.0013,0.4838,0.2431,0.0137,0.0084,0.0002,0.0002,0.0001,0.0000,0.0176,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010,0.0037,0.0000,0.0000,0.0000,0.0022,7440,20.0,39.6,359.3
56,1.869,1,0,0.1562,0.0194,---,---,0.1112,0.1562,0.1562,0.1562,0.0592,0.1562,0.0591,0.0698,-0.000183,IDLE,-0.0944,0.0001,0.1088,0.0797,0.0080,0.0032,0.0013,0.4847,0.2462,0.0143,0.0084,0.0002,0.0002,0.0001,0.0000,0.0168,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0063,0.0000,0.0194,0.0003,0.0097,7440,18.2,39.6,359.3
57,1.902,1,0,0.1554,0.0070,---,---,0.1107,0.1554,0.1554,0.1554,0.0585,0.1554,0.0585,0.0694,-0.000206,IDLE,-0.0932,0.0001,0.1107,0.0755,0.0082,0.0031,0.0013,0.4778,0.2507,0.0142,0.0086,0.0002,0.0002,0.0001,0.0000,0.0161,0.0000,0.0000,0.0000,0.0000,0.0000,0.0012,0.0070,0.0000,0.0000,0.0048,0.0000,7440,17.7,29.5,359.4
