frame,timestamp,hs_crop_source,composite_fear,hs_dominant,mp_ctx_tag,mp_velocity_tag,agreement_tag,veto_tag,hs_fear,hs_arousal,hs_dominant_score,mp_tension,mp_startle_score,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,smoothed_composite,onset_slope,event_status,is_neutral_frame,mp_face_valence,mp_smile_level,mp_browDownLeft,mp_browDownRight,mp_browInnerUp,mp_eyeWideLeft,mp_eyeWideRight,mp_eyeSquintLeft,mp_eyeSquintRight,mp_mouthPressLeft,mp_mouthPressRight,mp_mouthFrownLeft,mp_mouthFrownRight,mp_mouthSmileLeft,mp_mouthSmileRight,mp_jawOpen,mp_noseSneerLeft,mp_noseSneerRight,mp_cheekSquintLeft,mp_cheekSquintRight,mp_vel_eyeWideLeft,mp_vel_eyeWideRight,mp_vel_browInnerUp,mp_vel_jawOpen,mp_vel_mouthPressLeft,mp_vel_mouthPressRight,mp_tension_velocity,hs_anger,hs_contempt,hs_disgust,hs_fear,hs_happiness,hs_neutral,hs_sadness,hs_surprise,mp_face_detected,hs_face_detected,latency_ms,cpu_percent,ram_mb
649,21.655,none,0.0000,Neutral,---,---,,---,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1353,0.000191,IDLE,1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,4.4,62.7,429.3
650,21.688,none,0.0000,Neutral,---,---,,---,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1334,0.000139,IDLE,1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,5.9,62.7,429.3
651,21.722,none,0.0000,Neutral,---,---,,---,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1319,0.000117,IDLE,1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,3.1,62.7,429.3
652,21.755,none,0.0000,Neutral,---,---,,---,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1303,0.000134,IDLE,1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,5.4,62.7,429.3
653,21.788,none,0.0000,Neutral,---,---,,---,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1287,-0.000415,IDLE,1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,5.0,62.7,429.3
654,21.822,none,0.0000,Neutral,---,---,,---,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1272,-0.000890,IDLE,1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,5.6,62.7,429.3
655,21.855,none,0.0000,Neutral,---,---,,---,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1256,-0.001369,IDLE,1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,3.9,62.7,429.3
656,21.889,none,0.0000,Neutral,---,---,,---,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1240,-0.001524,IDLE,1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,5.4,52.2,429.4
657,21.922,mp,0.1542,Fear,---,---,AMBIGUOUS,---,0.2615,0.1466,0.2615,0.1656,0.0246,0.1542,0.2231,0.1992,0.2098,0.1542,0.1809,0.1859,0.2615,0.1656,0.2615,0.2081,0.1614,0.1262,-0.001099,IDLE,0,-0.3399,0.0003,0.3239,0.3057,0.0014,0.0127,0.0018,0.3447,0.2032,0.0148,0.0701,0.0247,0.0263,0.0003,0.0003,0.0008,0.0000,0.0000,0.0000,0.0000,0.0246,0.0000,0.0000,0.0006,0.0096,0.0000,0.1139,0.1668,0.0037,0.0108,0.2615,0.0013,0.1582,0.2560,0.1417,1,1,27.0,52.2,429.4
658,21.955,mp,0.1747,Fear,---,---,AMBIGUOUS,---,0.3238,0.1806,0.3238,0.1659,1.2533,0.1747,0.2606,0.2306,0.2478,0.1747,0.2367,0.2242,0.3238,0.1659,0.3238,0.2318,0.2400,0.1291,-0.000620,IDLE,0,-0.2807,0.0015,0.2449,0.2752,0.0015,0.0114,0.0003,0.3112,0.2697,0.0179,0.1119,0.0242,0.0207,0.0013,0.0015,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0017,0.0000,0.0918,1.2533,0.0082,0.1397,0.0041,0.0082,0.3238,0.0017,0.1353,0.2139,0.1734,1,1,25.4,52.2,429.4
659,21.989,mp,0.1540,Fear,---,---,AMBIGUOUS,---,0.3331,0.1625,0.3331,0.1413,0.1013,0.1540,0.2564,0.2257,0.2414,0.1540,0.2110,0.2260,0.3331,0.1413,0.3331,0.2170,0.2620,0.1319,-0.000143,IDLE,0,-0.1726,0.0010,0.1638,0.1584,0.0037,0.0065,0.0001,0.3621,0.3340,0.0213,0.0693,0.0132,0.0123,0.0010,0.0008,0.0011,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0662,0.0111,0.1013,0.0000,0.0000,0.1186,0.0041,0.0101,0.3331,0.0016,0.1270,0.2258,0.1796,1,1,24.5,52.2,429.4
660,22.022,mp,0.1443,Fear,---,---,AMBIGUOUS,---,0.3682,0.1527,0.3682,0.1317,0.0227,0.1443,0.2736,0.2309,0.2542,0.1443,0.2241,0.2436,0.3682,0.1317,0.3682,0.2202,0.3024,0.1366,0.000470,IDLE,0,-0.1206,0.0007,0.1070,0.1144,0.0036,0.0073,0.0001,0.3949,0.3518,0.0208,0.0602,0.0114,0.0101,0.0007,0.0005,0.0012,0.0000,0.0000,0.0000,0.0000,0.0227,0.0005,0.0000,0.0044,0.0000,0.0000,0.0000,0.1098,0.0038,0.0081,0.3682,0.0015,0.1167,0.2373,0.1546,1,1,27.4,52.2,429.4
661,22.055,mp,0.1419,Fear,---,---,AMBIGUOUS,---,0.3635,0.1522,0.3635,0.1266,0.1273,0.1419,0.2687,0.2288,0.2502,0.1419,0.2223,0.2395,0.3635,0.1266,0.3635,0.2145,0.2982,0.1411,0.001088,IDLE,0,-0.0982,0.0008,0.0874,0.0835,0.0049,0.0066,0.0001,0.4013,0.3478,0.0176,0.0645,0.0135,0.0141,0.0008,0.0008,0.0015,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0384,0.0083,0.0000,0.1273,0.0000,0.1087,0.0038,0.0089,0.3635,0.0013,0.1194,0.2304,0.1640,1,1,27.4,52.2,429.4
662,22.089,mp,0.1451,Fear,---,---,AMBIGUOUS,---,0.3778,0.1619,0.3778,0.1199,0.0106,0.1451,0.2747,0.2286,0.2573,0.1451,0.2251,0.2433,0.3778,0.1199,0.3778,0.2128,0.3094,0.1457,0.001702,IDLE,0,-0.0865,0.0005,0.0736,0.0802,0.0049,0.0070,0.0002,0.4188,0.3388,0.0159,0.0464,0.0106,0.0099,0.0005,0.0004,0.0015,0.0000,0.0000,0.0000,0.0000,0.0106,0.0013,0.0000,0.0000,0.0000,0.0000,0.0000,0.1140,0.0037,0.0087,0.3778,0.0013,0.1141,0.2325,0.1478,1,1,25.1,52.2,429.4
663,22.122,mp,0.1413,Fear,---,---,AMBIGUOUS,---,0.3895,0.1551,0.3895,0.1205,0.1662,0.1413,0.2819,0.2339,0.2619,0.1413,0.2342,0.2522,0.3895,0.1205,0.3895,0.2166,0.3264,0.1504,0.002323,IDLE,0,-0.0904,0.0006,0.0800,0.0836,0.0043,0.0072,0.0001,0.4069,0.3326,0.0163,0.0520,0.0099,0.0089,0.0006,0.0005,0.0015,0.0000,0.0000,0.0000,0.0000,0.0068,0.0000,0.0000,0.0000,0.0118,0.1662,0.0184,0.1052,0.0038,0.0092,0.3895,0.0014,0.1095,0.2318,0.1496,1,1,23.8,52.2,429.4
664,22.155,mp,0.1189,Fear,---,---,AMBIGUOUS,---,0.3726,0.1236,0.3726,0.1119,0.0312,0.1189,0.2683,0.2222,0.2446,0.1189,0.2205,0.2404,0.3726,0.1119,0.3726,0.2042,0.3102,0.1548,0.002924,IDLE,0,-0.0730,0.0006,0.0568,0.0647,0.0054,0.0076,0.0001,0.4066,0.3114,0.0146,0.0463,0.0134,0.0126,0.0006,0.0005,0.0014,0.0000,0.0000,0.0000,0.0000,0.0123,0.0004,0.0312,0.0000,0.0000,0.0000,0.0000,0.1040,0.0033,0.0076,0.3726,0.0010,0.1090,0.2606,0.1418,1,1,26.4,52.2,429.4
665,22.189,mp,0.0961,Fear,---,---,AMBIGUOUS,---,0.3629,0.0894,0.3629,0.1062,0.0192,0.0961,0.2602,0.2194,0.2312,0.0961,0.2137,0.2328,0.3629,0.1062,0.3629,0.1963,0.2997,0.1592,0.003518,IDLE,0,-0.0656,0.0000,0.0509,0.0635,0.0049,0.0077,0.0002,0.4124,0.3450,0.0058,0.0226,0.0087,0.0082,0.0000,0.0000,0.0020,0.0000,0.0000,0.0000,0.0000,0.0038,0.0002,0.0000,0.0192,0.0000,0.0000,0.0000,0.1053,0.0028,0.0040,0.3629,0.0011,0.1231,0.2418,0.1589,1,1,27.4,52.2,429.4
666,22.222,mp,0.1093,Fear,---,---,AMBIGUOUS,---,0.3737,0.1153,0.3737,0.1003,0.0430,0.1093,0.2644,0.2226,0.2400,0.1093,0.2178,0.2334,0.3737,0.1003,0.3737,0.1936,0.3036,0.1637,0.003744,IDLE,0,-0.0543,0.0000,0.0417,0.0565,0.0063,0.0080,0.0002,0.3869,0.3402,0.0055,0.0203,0.0054,0.0051,0.0000,0.0000,0.0025,0.0000,0.0000,0.0000,0.0000,0.0089,0.0010,0.0430,0.0132,0.0000,0.0000,0.0000,0.1169,0.0035,0.0037,0.3737,0.0014,0.1277,0.2082,0.1648,1,1,27.0,52.2,429.4
667,22.256,mp,0.1098,Fear,---,---,AMBIGUOUS,---,0.3423,0.1136,0.3423,0.1040,0.0468,0.1098,0.2470,0.2211,0.2251,0.1098,0.2033,0.2172,0.3423,0.1040,0.3423,0.1887,0.2700,0.1681,0.003898,IDLE,0,-0.0834,0.0000,0.0600,0.1048,0.0061,0.0075,0.0001,0.3584,0.3304,0.0052,0.0219,0.0011,0.0010,0.0000,0.0000,0.0025,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0016,0.0000,0.0468,0.1111,0.1206,0.0029,0.0026,0.3423,0.0024,0.1406,0.1757,0.2129,1,1,25.8,52.2,429.4
668,22.289,mp,0.1099,Fear,---,---,AMBIGUOUS,---,0.3395,0.1171,0.3395,0.0992,0.0932,0.1099,0.2434,0.2186,0.2229,0.1099,0.2014,0.2135,0.3395,0.0992,0.3395,0.1835,0.2659,0.1725,0.004052,IDLE,0,-0.0862,0.0000,0.0715,0.0990,0.0086,0.0066,0.0001,0.3505,0.2816,0.0083,0.0191,0.0009,0.0009,0.0000,0.0000,0.0029,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0735,0.0101,0.0932,0.0000,0.0000,0.1227,0.0030,0.0027,0.3395,0.0025,0.1412,0.1729,0.2154,1,1,23.4,52.2,429.4
669,22.322,mp,0.1238,Fear,---,---,AMBIGUOUS,---,0.3708,0.1310,0.3708,0.1130,0.1677,0.1238,0.2677,0.2292,0.2455,0.1238,0.2227,0.2304,0.3708,0.1130,0.3708,0.2047,0.2873,0.1702,0.003364,IDLE,0,-0.1351,0.0000,0.0692,0.1996,0.0043,0.0071,0.0001,0.3576,0.2842,0.0084,0.0247,0.0007,0.0007,0.0000,0.0000,0.0029,0.0000,0.0000,0.0000,0.0000,0.0163,0.0002,0.0000,0.0016,0.0033,0.1677,0.4134,0.1392,0.0036,0.0038,0.3708,0.0031,0.1346,0.1667,0.1782,1,1,27.5,52.2,429.4
670,22.356,mp,0.1104,Fear,---,---,AMBIGUOUS,---,0.3781,0.1102,0.3781,0.1106,0.0969,0.1104,0.2711,0.2315,0.2443,0.1104,0.2242,0.2369,0.3781,0.1106,0.3781,0.2045,0.3025,0.1686,0.002745,IDLE,0,-0.1309,0.0000,0.0628,0.1966,0.0076,0.0068,0.0001,0.3573,0.2665,0.0100,0.0232,0.0013,0.0012,0.0000,0.0000,0.0023,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0969,0.0000,0.0492,0.0000,0.0000,0.1261,0.0032,0.0032,0.3781,0.0027,0.1321,0.1743,0.1802,1,1,27.0,52.2,429.4
671,22.389,mp,0.1065,Fear,---,---,AMBIGUOUS,---,0.3538,0.1051,0.3538,0.1085,0.0774,0.1065,0.2557,0.2148,0.2305,0.1065,0.2110,0.2182,0.3538,0.1085,0.3538,0.1959,0.2659,0.1694,0.002372,IDLE,0,-0.1291,0.0000,0.0678,0.1883,0.0060,0.0071,0.0002,0.3483,0.2592,0.0086,0.0258,0.0011,0.0010,0.0000,0.0000,0.0023,0.0000,0.0000,0.0000,0.0000,0.0107,0.0007,0.0000,0.0001,0.0000,0.0774,0.0000,0.1466,0.0028,0.0040,0.3538,0.0024,0.1377,0.2034,0.1493,1,1,27.2,59.9,429.4
672,22.422,mp,0.1081,Fear,---,---,AMBIGUOUS,---,0.3417,0.1117,0.3417,0.1027,0.0514,0.1081,0.2461,0.2107,0.2240,0.1081,0.2027,0.2103,0.3417,0.1027,0.3417,0.1873,0.2543,0.1699,0.001951,IDLE,0,-0.1141,0.0000,0.0724,0.1542,0.0054,0.0063,0.0001,0.3384,0.2498,0.0103,0.0251,0.0008,0.0008,0.0000,0.0000,0.0024,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0017,0.0514,0.0000,0.0000,0.1456,0.0039,0.0047,0.3417,0.0034,0.1470,0.1889,0.1648,1,1,26.5,59.9,429.4
673,22.456,mp,0.1063,Fear,---,---,AMBIGUOUS,---,0.3235,0.1084,0.3235,0.1032,0.0283,0.1063,0.2354,0.2028,0.2144,0.1063,0.1933,0.1986,0.3235,0.1032,0.3235,0.1827,0.2297,0.1700,0.001520,IDLE,0,-0.1207,0.0000,0.0926,0.1472,0.0056,0.0067,0.0002,0.3103,0.2622,0.0108,0.0261,0.0008,0.0008,0.0000,0.0000,0.0023,0.0000,0.0000,0.0000,0.0000,0.0096,0.0006,0.0046,0.0000,0.0143,0.0283,0.0140,0.1563,0.0040,0.0043,0.3235,0.0033,0.1560,0.1921,0.1605,1,1,25.6,59.9,429.4
674,22.489,mp,0.1010,Fear,---,---,AMBIGUOUS,---,0.3432,0.0996,0.3432,0.1031,0.0491,0.1010,0.2471,0.2045,0.2224,0.1010,0.2035,0.2083,0.3432,0.1031,0.3432,0.1881,0.2490,0.1702,0.001097,IDLE,0,-0.1160,0.0000,0.0768,0.1536,0.0072,0.0067,0.0002,0.3219,0.2578,0.0111,0.0253,0.0008,0.0008,0.0000,0.0000,0.0022,0.0000,0.0000,0.0000,0.0000,0.0020,0.0016,0.0491,0.0000,0.0095,0.0000,0.0000,0.1570,0.0041,0.0072,0.3432,0.0042,0.1580,0.1961,0.1303,1,1,26.6,59.9,429.4
675,22.523,mp,0.0722,Fear,---,---,AMBIGUOUS,---,0.2994,0.0454,0.2994,0.1123,0.8643,0.0722,0.2245,0.1902,0.1925,0.0722,0.2007,0.1920,0.2994,0.1123,0.2994,0.1834,0.2124,0.1710,0.000733,IDLE,0,-0.1209,0.0002,0.0510,0.1857,0.0066,0.0067,0.0002,0.3509,0.2007,0.0259,0.0541,0.0029,0.0028,0.0002,0.0002,0.0009,0.0000,0.0000,0.0000,0.0000,0.0003,0.0000,0.0000,0.0000,0.4438,0.8643,0.2781,0.1450,0.0058,0.0137,0.2994,0.0096,0.1930,0.2062,0.1274,1,1,23.3,59.9,429.4
676,22.556,mp,0.0781,Fear,---,---,AMBIGUOUS,---,0.3067,0.0520,0.3067,0.1173,0.4142,0.0781,0.2310,0.1930,0.1990,0.0781,0.1968,0.1954,0.3067,0.1173,0.3067,0.1897,0.2143,0.1716,0.000349,IDLE,0,-0.1281,0.0005,0.0484,0.2012,0.0068,0.0065,0.0002,0.3651,0.1880,0.0241,0.0679,0.0040,0.0040,0.0005,0.0004,0.0006,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0051,0.0000,0.0000,0.4142,0.1489,0.1540,0.0059,0.0168,0.3067,0.0111,0.1880,0.2003,0.1171,1,1,25.3,59.9,429.4
677,22.589,mp,0.0642,Fear,---,---,AMBIGUOUS,---,0.2981,0.0290,0.2981,0.1169,0.5502,0.0642,0.2256,0.1901,0.1899,0.0642,0.1951,0.1955,0.2981,0.1169,0.2981,0.1867,0.2180,0.1719,-0.000056,IDLE,0,-0.1230,0.0008,0.0318,0.2091,0.0089,0.0071,0.0002,0.3510,0.1610,0.0229,0.0863,0.0036,0.0035,0.0007,0.0008,0.0005,0.0000,0.0000,0.0000,0.0000,0.0166,0.0001,0.0630,0.0000,0.0000,0.5502,0.0000,0.1336,0.0052,0.0209,0.2981,0.0107,0.1862,0.2247,0.1207,1,1,24.1,59.9,429.4
678,22.623,mp,0.0845,Fear,---,---,AMBIGUOUS,---,0.2678,0.0638,0.2678,0.1154,0.1306,0.0845,0.2068,0.1822,0.1813,0.0845,0.1711,0.1777,0.2678,0.1154,0.2678,0.1758,0.1834,0.1689,-0.000134,IDLE,0,-0.1231,0.0013,0.0257,0.2167,0.0086,0.0075,0.0002,0.3509,0.1553,0.0272,0.0783,0.0035,0.0036,0.0012,0.0013,0.0004,0.0000,0.0000,0.0000,0.0000,0.0122,0.0000,0.0000,0.0000,0.1306,0.0000,0.0000,0.1407,0.0066,0.0213,0.2678,0.0118,0.1979,0.2090,0.1449,1,1,27.3,59.9,429.4
679,22.656,mp,0.0942,Fear,---,---,AMBIGUOUS,---,0.3151,0.0789,0.3151,0.1171,0.0001,0.0942,0.2359,0.1997,0.2084,0.0942,0.1927,0.2046,0.3151,0.1171,0.3151,0.1921,0.2356,0.1657,-0.000287,IDLE,0,-0.1395,0.0024,0.0236,0.2493,0.0069,0.0074,0.0002,0.3594,0.1510,0.0268,0.0707,0.0057,0.0063,0.0021,0.0024,0.0004,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0507,0.1324,0.0046,0.0250,0.3151,0.0088,0.1617,0.2185,0.1340,1,1,25.8,59.9,429.4
680,22.689,mp,0.0891,Fear,---,---,AMBIGUOUS,---,0.3102,0.0696,0.3102,0.1183,0.0551,0.0891,0.2334,0.1982,0.2045,0.0891,0.1917,0.2025,0.3102,0.1183,0.3102,0.1916,0.2306,0.1631,-0.000631,IDLE,0,-0.1444,0.0037,0.0217,0.2584,0.0064,0.0072,0.0002,0.3770,0.1439,0.0287,0.0668,0.0084,0.0095,0.0032,0.0037,0.0004,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0551,0.0000,0.0369,0.1327,0.0048,0.0226,0.3102,0.0094,0.1687,0.2175,0.1342,1,1,27.6,59.9,429.4
681,22.723,mp,0.1008,Fear,CONC,---,AMBIGUOUS,---,0.3929,0.1398,0.3929,0.0423,0.2279,0.1008,0.2526,0.2045,0.2371,0.1008,0.2137,0.2203,0.3929,0.0423,0.3929,0.1289,0.3159,0.1612,-0.000866,IDLE,0,-0.1471,0.0073,0.0143,0.2767,0.0052,0.0076,0.0001,0.4082,0.1333,0.0363,0.0494,0.0092,0.0127,0.0067,0.0073,0.0004,0.0000,0.0000,0.0000,0.0000,0.0133,0.0000,0.0000,0.0003,0.2279,0.0000,0.0000,0.1282,0.0030,0.0306,0.3929,0.0084,0.1050,0.1798,0.1521,1,1,25.7,59.9,429.4
682,22.756,mp,0.1081,Fear,CONC,---,AMBIGUOUS,---,0.4555,0.1572,0.4555,0.0345,0.0002,0.1081,0.2871,0.2289,0.2696,0.1081,0.2381,0.2582,0.4555,0.0345,0.4555,0.1254,0.3950,0.1594,-0.001065,IDLE,0,-0.1252,0.0157,0.0149,0.2494,0.0045,0.0074,0.0001,0.4365,0.1342,0.0331,0.0358,0.0105,0.0152,0.0140,0.0157,0.0004,0.0000,0.0000,0.0000,0.0000,0.0000,0.0002,0.0000,0.0001,0.0000,0.0000,0.0000,0.1009,0.0026,0.0236,0.4555,0.0081,0.0913,0.1535,0.1644,1,1,26.8,59.9,429.4
683,22.789,mp,0.1049,Fear,CONC,---,AMBIGUOUS,---,0.4380,0.1551,0.4380,0.0296,0.0020,0.1049,0.2746,0.2222,0.2589,0.1049,0.2279,0.2467,0.4380,0.0296,0.4380,0.1138,0.3770,0.1575,-0.001272,IDLE,0,-0.1057,0.0235,0.0150,0.2343,0.0040,0.0072,0.0001,0.4374,0.1416,0.0315,0.0309,0.0088,0.0127,0.0210,0.0235,0.0005,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0020,0.0000,0.0000,0.0000,0.1017,0.0026,0.0287,0.4380,0.0090,0.0906,0.1535,0.1760,1,1,26.2,59.9,429.4
684,22.823,mp,0.0986,Fear,CONC,---,AMBIGUOUS,---,0.4306,0.1458,0.4306,0.0278,0.0048,0.0986,0.2695,0.2185,0.2528,0.0986,0.2238,0.2417,0.4306,0.0278,0.4306,0.1095,0.3687,0.1571,-0.001393,IDLE,0,-0.0972,0.0257,0.0145,0.2239,0.0039,0.0074,0.0001,0.4371,0.1432,0.0308,0.0289,0.0088,0.0127,0.0234,0.0257,0.0005,0.0000,0.0000,0.0000,0.0000,0.0048,0.0000,0.0000,0.0004,0.0000,0.0000,0.0000,0.1032,0.0028,0.0273,0.4306,0.0092,0.0964,0.1549,0.1755,1,1,26.2,59.9,429.4
685,22.856,mp,0.0819,Fear,CONC,---,AMBIGUOUS,---,0.3989,0.1180,0.3989,0.0277,0.1577,0.0819,0.2504,0.1990,0.2314,0.0819,0.2109,0.2237,0.3989,0.0277,0.3989,0.1051,0.3348,0.1570,-0.001459,IDLE,0,-0.0979,0.0270,0.0132,0.2229,0.0044,0.0076,0.0001,0.4276,0.1389,0.0272,0.0341,0.0106,0.0150,0.0224,0.0270,0.0004,0.0000,0.0000,0.0000,0.0000,0.0048,0.0001,0.0137,0.0000,0.0000,0.1577,0.0000,0.1069,0.0029,0.0206,0.3989,0.0071,0.1123,0.2094,0.1418,1,1,27.8,59.9,429.4
686,22.890,mp,0.0842,Fear,CONC,---,AMBIGUOUS,---,0.3955,0.1203,0.3955,0.0301,0.0059,0.0842,0.2494,0.1977,0.2309,0.0842,0.2069,0.2206,0.3955,0.0301,0.3955,0.1091,0.3262,0.1549,-0.001697,IDLE,0,-0.1149,0.0211,0.0141,0.2326,0.0039,0.0070,0.0001,0.4405,0.1453,0.0274,0.0325,0.0148,0.0210,0.0184,0.0211,0.0004,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0059,0.0000,0.0729,0.1156,0.0030,0.0193,0.3955,0.0066,0.1130,0.2097,0.1372,1,1,28.6,63.4,429.4
687,22.923,mp,0.0800,Fear,CONC,---,AMBIGUOUS,---,0.4429,0.1119,0.4429,0.0321,0.0478,0.0800,0.2786,0.2123,0.2534,0.0800,0.2320,0.2492,0.4429,0.0321,0.4429,0.1193,0.3796,0.1560,-0.001287,IDLE,0,-0.1267,0.0181,0.0159,0.2488,0.0037,0.0068,0.0001,0.4487,0.1480,0.0289,0.0319,0.0153,0.0201,0.0168,0.0181,0.0004,0.0000,0.0000,0.0000,0.0000,0.0000,0.0002,0.0000,0.0001,0.0478,0.0000,0.0606,0.1054,0.0022,0.0209,0.4429,0.0050,0.0900,0.2222,0.1115,1,1,25.6,63.4,429.4
688,22.956,mp,0.0850,Fear,CONC,---,AMBIGUOUS,---,0.4472,0.1195,0.4472,0.0332,0.0012,0.0850,0.2816,0.2132,0.2575,0.0850,0.2336,0.2509,0.4472,0.0332,0.4472,0.1219,0.3817,0.1567,-0.000898,IDLE,0,-0.1346,0.0156,0.0173,0.2553,0.0038,0.0066,0.0001,0.4568,0.1515,0.0287,0.0309,0.0163,0.0209,0.0149,0.0156,0.0004,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0012,0.0006,0.0000,0.0000,0.0324,0.1092,0.0020,0.0204,0.4472,0.0046,0.0850,0.2265,0.1051,1,1,25.7,63.4,429.4
689,22.990,mp,0.0844,Fear,CONC,---,AMBIGUOUS,---,0.4115,0.1192,0.4115,0.0323,0.0032,0.0844,0.2598,0.1992,0.2393,0.0844,0.2155,0.2273,0.4115,0.0323,0.4115,0.1152,0.3365,0.1570,-0.000611,IDLE,0,-0.1363,0.0148,0.0200,0.2576,0.0036,0.0064,0.0001,0.4548,0.1566,0.0265,0.0286,0.0145,0.0188,0.0139,0.0148,0.0005,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0032,0.0000,0.0000,0.0000,0.1250,0.0025,0.0258,0.4115,0.0054,0.0981,0.2234,0.1083,1,1,25.5,63.4,429.4
