window_idx,t_start,t_center,t_end,algorithm,bpm,bpm_smoothed,bpm_plausible,snr,prominence,motion_pct,n_face_frames,bpm_spread,n_eligible,session_start_utc,gt_bpm
13,65.75,80.71,95.68,CHROM,99.1,98.1,1,5.33,0.14,0.0,901,0.0,0,2026-05-02T13:24:48.337726+00:00,98.0
14,70.73,85.7,100.67,CHROM,71.9,98.2,1,4.48,0.12,0.0,901,0.0,0,2026-05-02T13:24:48.337726+00:00,99.0
15,75.72,90.69,105.65,CHROM,67.2,71.9,1,5.88,0.16,0.0,901,0.0,0,2026-05-02T13:24:48.337726+00:00,100.0
16,80.71,95.68,110.64,CHROM,101.9,67.2,1,5.68,0.14,0.0,901,0.0,0,2026-05-02T13:24:48.337726+00:00,102.0
17,85.7,100.67,115.63,CHROM,65.8,66.3,1,6.38,0.19,0.0,901,0.0,0,2026-05-02T13:24:48.337726+00:00,100.0
18,90.69,105.65,120.62,CHROM,65.0,66.3,1,4.2,0.14,0.0,901,0.0,0,2026-05-02T13:24:48.337726+00:00,99.0
19,95.68,110.64,125.61,CHROM,66.3,66.3,1,5.76,0.18,0.0,901,0.0,0,2026-05-02T13:24:48.337726+00:00,104.0
20,100.67,115.63,130.6,CHROM,67.8,67.8,1,5.08,0.17,0.0,901,0.0,0,2026-05-02T13:24:48.337726+00:00,106.0
21,105.65,120.62,135.58,CHROM,70.0,70.0,1,6.83,0.24,0.0,901,0.0,0,2026-05-02T13:24:48.337726+00:00,109.0
22,110.64,125.61,140.57,CHROM,70.3,70.0,1,6.6,0.25,0.0,901,0.0,0,2026-05-02T13:24:48.337726+00:00,109.0
23,115.63,130.6,145.56,CHROM,95.9,70.3,1,5.28,0.21,0.0,901,0.0,0,2026-05-02T13:24:48.337726+00:00,109.0
24,120.62,135.58,150.55,CHROM,69.7,70.3,1,3.84,0.2,0.0,901,0.0,0,2026-05-02T13:24:48.337726+00:00,110.0
25,125.61,140.57,155.54,CHROM,72.5,69.7,1,5.41,0.29,0.001,901,0.0,0,2026-05-02T13:24:48.337726+00:00,107.0
26,130.6,145.56,160.52,CHROM,60.0,60.0,1,6.07,0.56,0.001,901,0.0,0,2026-05-02T13:24:48.337726+00:00,108.0
27,135.58,150.55,165.51,CHROM,60.0,60.0,1,5.91,0.61,0.001,901,0.0,0,2026-05-02T13:24:48.337726+00:00,113.8
28,140.57,155.54,170.5,CHROM,60.0,60.0,1,5.99,0.71,0.003,901,0.0,0,2026-05-02T13:24:48.337726+00:00,117.0
29,145.56,160.52,175.49,CHROM,104.0,65.8,1,4.74,0.66,0.003,901,0.0,0,2026-05-02T13:24:48.337726+00:00,118.1
30,150.55,165.51,180.48,CHROM,102.2,102.2,1,4.8,0.79,0.003,901,0.0,0,2026-05-02T13:24:48.337726+00:00,114.0
31,155.54,170.5,185.47,CHROM,65.8,102.2,1,5.51,1.03,0.002,901,0.0,0,2026-05-02T13:24:48.337726+00:00,111.0
32,160.52,175.49,190.46,CHROM,102.2,90.9,1,5.76,0.96,0.002,901,0.0,0,2026-05-02T13:24:48.337726+00:00,114.8
33,165.51,180.48,195.44,CHROM,65.5,90.9,1,4.4,0.87,0.002,901,0.0,0,2026-05-02T13:24:48.337726+00:00,116.0
34,170.5,185.47,200.43,CHROM,90.9,90.9,1,3.47,0.86,0.0,901,0.0,0,2026-05-02T13:24:48.337726+00:00,116.0
35,175.49,190.46,205.42,CHROM,96.3,90.9,1,4.27,0.79,0.001,901,0.0,0,2026-05-02T13:24:48.337726+00:00,117.2
36,180.48,195.44,210.41,CHROM,68.0,94.0,1,4.6,0.73,0.003,901,0.0,0,2026-05-02T13:24:48.337726+00:00,115.2
37,185.47,200.43,215.4,CHROM,94.0,94.1,1,5.34,0.88,0.003,901,0.0,0,2026-05-02T13:24:48.337726+00:00,111.0
38,190.46,205.42,220.38,CHROM,94.1,94.0,1,6.89,1.19,0.003,901,0.0,0,2026-05-02T13:24:48.337726+00:00,112.0
39,195.44,210.41,225.37,CHROM,95.5,94.0,1,5.75,0.84,0.003,901,0.0,0,2026-05-02T13:24:48.337726+00:00,114.0
40,200.43,215.4,230.36,CHROM,69.1,69.1,1,3.83,0.7,0.003,901,0.0,0,2026-05-02T13:24:48.337726+00:00,115.0
41,205.42,220.38,235.35,CHROM,68.0,68.2,1,7.89,1.09,0.002,901,0.0,0,2026-05-02T13:24:48.337726+00:00,113.6
42,210.41,225.37,240.34,CHROM,68.2,68.0,1,6.44,0.99,0.0,901,0.0,0,2026-05-02T13:24:48.337726+00:00,105.3
43,215.4,230.36,245.32,CHROM,66.3,66.3,1,9.01,1.13,0.0,901,0.0,0,2026-05-02T13:24:48.337726+00:00,104.7
44,220.38,235.35,250.31,CHROM,66.3,66.3,1,9.33,1.13,0.0,901,0.0,0,2026-05-02T13:24:48.337726+00:00,105.0
45,225.37,240.34,255.3,CHROM,64.3,66.3,1,8.86,1.23,0.0,901,0.0,0,2026-05-02T13:24:48.337726+00:00,105.3
46,230.36,245.32,260.29,CHROM,69.9,66.3,1,6.36,0.83,0.0,901,0.0,0,2026-05-02T13:24:48.337726+00:00,99.0
47,235.35,250.31,265.28,CHROM,65.7,69.3,1,6.17,0.72,0.0,901,0.0,0,2026-05-02T13:24:48.337726+00:00,97.4
48,240.34,255.3,270.27,CHROM,69.9,69.3,1,5.5,1.12,0.0,901,0.0,0,2026-05-02T13:24:48.337726+00:00,97.0
49,245.32,260.29,275.26,CHROM,69.3,68.9,1,4.86,0.78,0.033,901,0.0,0,2026-05-02T13:24:48.337726+00:00,93.7
50,250.31,265.28,280.24,CHROM,68.9,68.9,1,3.98,0.73,0.033,901,0.0,0,2026-05-02T13:24:48.337726+00:00,92.6
51,255.3,270.27,285.23,CHROM,68.6,68.6,1,4.42,0.71,0.033,901,0.0,0,2026-05-02T13:24:48.337726+00:00,95.0
52,260.29,275.26,290.22,CHROM,64.0,64.0,1,4.77,0.68,0.033,901,0.0,0,2026-05-02T13:24:48.337726+00:00,99.6
0,0.6,15.87,30.83,POS,70.7,70.7,1,3.81,2.82,0.107,901,0.0,0,2026-05-02T13:24:48.337726+00:00,87.0
1,5.89,20.85,35.82,POS,70.0,70.7,1,3.41,0.53,0.019,901,0.0,0,2026-05-02T13:24:48.337726+00:00,89.0
2,10.88,25.84,40.81,POS,69.6,70.0,1,2.68,0.43,0.019,901,0.0,0,2026-05-02T13:24:48.337726+00:00,96.2
3,15.87,30.83,45.79,POS,91.9,70.0,1,2.83,0.4,0.019,901,0.0,0,2026-05-02T13:24:48.337726+00:00,99.0
4,20.85,35.82,50.78,POS,67.8,91.6,1,3.72,0.6,0.019,901,0.0,0,2026-05-02T13:24:48.337726+00:00,95.8
5,25.84,40.81,55.77,POS,91.8,91.8,1,4.09,0.5,0.0,901,0.0,0,2026-05-02T13:24:48.337726+00:00,91.9
6,30.83,45.79,60.76,POS,91.6,91.8,1,2.98,0.36,0.0,901,0.0,0,2026-05-02T13:24:48.337726+00:00,92.0
7,35.82,50.78,65.75,POS,92.7,92.6,1,3.1,0.41,0.003,901,0.0,0,2026-05-02T13:24:48.337726+00:00,91.9
8,40.81,55.77,70.73,POS,92.6,92.7,1,3.5,0.41,0.003,901,0.0,0,2026-05-02T13:24:48.337726+00:00,90.1
9,45.79,60.76,75.72,POS,97.9,97.9,1,3.64,0.49,0.003,901,0.0,0,2026-05-02T13:24:48.337726+00:00,96.9
10,50.78,65.75,80.71,POS,98.0,98.0,1,4.34,0.61,0.003,901,0.0,0,2026-05-02T13:24:48.337726+00:00,96.1
11,55.77,70.73,85.7,POS,98.0,98.0,1,4.43,0.62,0.003,901,0.0,0,2026-05-02T13:24:48.337726+00:00,97.0
12,60.76,75.72,90.69,POS,98.0,98.0,1,4.41,0.66,0.003,901,0.0,0,2026-05-02T13:24:48.337726+00:00,97.0
13,65.75,80.71,95.68,POS,105.6,105.6,1,3.52,0.5,0.0,901,0.0,0,2026-05-02T13:24:48.337726+00:00,98.0
14,70.73,85.7,100.67,POS,105.7,105.7,1,3.25,0.45,0.0,901,0.0,0,2026-05-02T13:24:48.337726+00:00,99.0
15,75.72,90.69,105.65,POS,106.1,105.7,1,3.35,0.44,0.0,901,0.0,0,2026-05-02T13:24:48.337726+00:00,100.0
16,80.71,95.68,110.64,POS,106.1,106.1,1,3.74,0.51,0.0,901,0.0,0,2026-05-02T13:24:48.337726+00:00,102.0
17,85.7,100.67,115.63,POS,94.3,106.1,1,3.28,0.44,0.0,901,0.0,0,2026-05-02T13:24:48.337726+00:00,100.0
18,90.69,105.65,120.62,POS,106.1,106.1,1,3.81,0.6,0.0,901,0.0,0,2026-05-02T13:24:48.337726+00:00,99.0
19,95.68,110.64,125.61,POS,106.3,101.8,1,2.41,0.36,0.0,901,0.0,0,2026-05-02T13:24:48.337726+00:00,104.0
20,100.67,115.63,130.6,POS,101.8,101.8,1,2.44,0.41,0.0,901,0.0,0,2026-05-02T13:24:48.337726+00:00,106.0
21,105.65,120.62,135.58,POS,95.9,95.9,1,2.51,0.42,0.0,901,0.0,0,2026-05-02T13:24:48.337726+00:00,109.0
22,110.64,125.61,140.57,POS,95.8,95.8,1,2.5,0.37,0.0,901,0.0,0,2026-05-02T13:24:48.337726+00:00,109.0
23,115.63,130.6,145.56,POS,69.1,95.8,1,3.15,0.93,0.0,901,0.0,0,2026-05-02T13:24:48.337726+00:00,109.0
24,120.62,135.58,150.55,POS,75.5,95.8,1,3.76,1.15,0.0,901,0.0,0,2026-05-02T13:24:48.337726+00:00,110.0
25,125.61,140.57,155.54,POS,108.3,108.3,1,3.35,1.26,0.001,901,0.0,0,2026-05-02T13:24:48.337726+00:00,107.0
26,130.6,145.56,160.52,POS,109.3,109.3,1,4.01,2.29,0.001,901,0.0,0,2026-05-02T13:24:48.337726+00:00,108.0
27,135.58,150.55,165.51,POS,109.7,109.7,1,3.51,1.99,0.001,901,0.0,0,2026-05-02T13:24:48.337726+00:00,113.8
28,140.57,155.54,170.5,POS,110.2,109.7,1,4.6,2.84,0.003,901,0.0,0,2026-05-02T13:24:48.337726+00:00,117.0
29,145.56,160.52,175.49,POS,111.4,109.7,1,3.11,2.27,0.003,901,0.0,0,2026-05-02T13:24:48.337726+00:00,118.1
30,150.55,165.51,180.48,POS,86.3,86.3,1,2.71,2.09,0.003,901,0.0,0,2026-05-02T13:24:48.337726+00:00,114.0
31,155.54,170.5,185.47,POS,85.9,85.9,1,3.36,2.88,0.002,901,0.0,0,2026-05-02T13:24:48.337726+00:00,111.0
32,160.52,175.49,190.46,POS,85.8,85.8,1,3.26,3.02,0.002,901,0.0,0,2026-05-02T13:24:48.337726+00:00,114.8
33,165.51,180.48,195.44,POS,85.6,85.8,1,3.08,2.63,0.002,901,0.0,0,2026-05-02T13:24:48.337726+00:00,116.0
34,170.5,185.47,200.43,POS,85.6,85.8,1,3.35,2.87,0.0,901,0.0,0,2026-05-02T13:24:48.337726+00:00,116.0
35,175.49,190.46,205.42,POS,86.5,86.5,1,2.2,1.39,0.001,901,0.0,0,2026-05-02T13:24:48.337726+00:00,117.2
36,180.48,195.44,210.41,POS,160.8,151.6,1,1.75,0.87,0.003,901,0.0,0,2026-05-02T13:24:48.337726+00:00,115.2
37,185.47,200.43,215.4,POS,151.9,151.6,1,2.73,1.68,0.003,901,0.0,0,2026-05-02T13:24:48.337726+00:00,111.0
38,190.46,205.42,220.38,POS,151.6,151.9,1,2.31,1.25,0.003,901,0.0,0,2026-05-02T13:24:48.337726+00:00,112.0
39,195.44,210.41,225.37,POS,150.2,151.6,1,2.63,1.46,0.003,901,0.0,0,2026-05-02T13:24:48.337726+00:00,114.0
40,200.43,215.4,230.36,POS,164.1,150.2,1,1.81,0.53,0.003,901,0.0,0,2026-05-02T13:24:48.337726+00:00,115.0
41,205.42,220.38,235.35,POS,118.2,118.2,1,2.45,1.46,0.002,901,0.0,0,2026-05-02T13:24:48.337726+00:00,113.6
42,210.41,225.37,240.34,POS,68.2,118.2,1,2.37,1.21,0.0,901,0.0,0,2026-05-02T13:24:48.337726+00:00,105.3
43,215.4,230.36,245.32,POS,89.2,118.0,1,2.55,1.13,0.0,901,0.0,0,2026-05-02T13:24:48.337726+00:00,104.7
44,220.38,235.35,250.31,POS,136.2,118.0,1,2.95,1.39,0.0,901,0.0,0,2026-05-02T13:24:48.337726+00:00,105.0
45,225.37,240.34,255.3,POS,118.0,118.0,1,2.43,1.23,0.0,901,0.0,0,2026-05-02T13:24:48.337726+00:00,105.3
46,230.36,245.32,260.29,POS,118.0,118.0,1,2.85,1.33,0.0,901,0.0,0,2026-05-02T13:24:48.337726+00:00,99.0
47,235.35,250.31,265.28,POS,119.1,118.0,1,2.15,0.84,0.0,901,0.0,0,2026-05-02T13:24:48.337726+00:00,97.4
48,240.34,255.3,270.27,POS,72.1,82.0,1,2.25,1.67,0.0,901,0.0,0,2026-05-02T13:24:48.337726+00:00,97.0
49,245.32,260.29,275.26,POS,82.0,82.0,1,2.02,1.39,0.033,901,0.0,0,2026-05-02T13:24:48.337726+00:00,93.7
50,250.31,265.28,280.24,POS,72.4,72.4,1,2.03,1.43,0.033,901,0.0,0,2026-05-02T13:24:48.337726+00:00,92.6
51,255.3,270.27,285.23,POS,84.0,72.4,1,2.21,1.41,0.033,901,0.0,0,2026-05-02T13:24:48.337726+00:00,95.0
52,260.29,275.26,290.22,POS,72.3,72.3,1,2.14,1.1,0.033,901,0.0,0,2026-05-02T13:24:48.337726+00:00,99.6
0,0.6,15.87,30.83,GREEN,70.1,70.1,1,5.76,321.59,0.107,901,0.0,0,2026-05-02T13:24:48.337726+00:00,87.0
1,5.89,20.85,35.82,GREEN,70.1,70.1,1,6.21,158.77,0.019,901,0.0,0,2026-05-02T13:24:48.337726+00:00,89.0
2,10.88,25.84,40.81,GREEN,69.3,69.3,1,4.18,91.08,0.019,901,0.0,0,2026-05-02T13:24:48.337726+00:00,96.2
3,15.87,30.83,45.79,GREEN,67.3,69.3,1,4.11,89.8,0.019,901,0.0,0,2026-05-02T13:24:48.337726+00:00,99.0
4,20.85,35.82,50.78,GREEN,66.8,69.3,1,4.4,93.12,0.019,901,0.0,0,2026-05-02T13:24:48.337726+00:00,95.8
5,25.84,40.81,55.77,GREEN,90.7,90.2,1,3.16,25.86,0.0,901,0.0,0,2026-05-02T13:24:48.337726+00:00,91.9
6,30.83,45.79,60.76,GREEN,90.2,90.7,1,3.91,41.04,0.0,901,0.0,0,2026-05-02T13:24:48.337726+00:00,92.0
7,35.82,50.78,65.75,GREEN,93.8,90.7,1,3.86,40.73,0.003,901,0.0,0,2026-05-02T13:24:48.337726+00:00,91.9
8,40.81,55.77,70.73,GREEN,93.7,90.2,1,3.53,40.22,0.003,901,0.0,0,2026-05-02T13:24:48.337726+00:00,90.1
9,45.79,60.76,75.72,GREEN,70.9,93.7,1,4.32,49.02,0.003,901,0.0,0,2026-05-02T13:24:48.337726+00:00,96.9
10,50.78,65.75,80.71,GREEN,70.4,70.9,1,4.68,56.06,0.003,901,0.0,0,2026-05-02T13:24:48.337726+00:00,96.1
11,55.77,70.73,85.7,GREEN,97.6,70.9,1,3.87,46.88,0.003,901,0.0,0,2026-05-02T13:24:48.337726+00:00,97.0
12,60.76,75.72,90.69,GREEN,63.6,70.4,1,3.28,45.08,0.003,901,0.0,0,2026-05-02T13:24:48.337726+00:00,97.0
13,65.75,80.71,95.68,GREEN,100.2,64.1,1,3.23,37.1,0.0,901,0.0,0,2026-05-02T13:24:48.337726+00:00,98.0
14,70.73,85.7,100.67,GREEN,63.9,64.1,1,3.29,44.75,0.0,901,0.0,0,2026-05-02T13:24:48.337726+00:00,99.0
15,75.72,90.69,105.65,GREEN,64.1,75.8,1,3.73,50.15,0.0,901,0.0,0,2026-05-02T13:24:48.337726+00:00,100.0
16,80.71,95.68,110.64,GREEN,75.9,75.8,1,2.91,37.84,0.0,901,0.0,0,2026-05-02T13:24:48.337726+00:00,102.0
17,85.7,100.67,115.63,GREEN,75.8,75.8,1,3.06,41.88,0.0,901,0.0,0,2026-05-02T13:24:48.337726+00:00,100.0
18,90.69,105.65,120.62,GREEN,104.2,75.9,1,4.78,56.12,0.0,901,0.0,0,2026-05-02T13:24:48.337726+00:00,99.0
19,95.68,110.64,125.61,GREEN,74.0,78.5,1,2.57,50.14,0.0,901,0.0,0,2026-05-02T13:24:48.337726+00:00,104.0
20,100.67,115.63,130.6,GREEN,81.0,81.0,1,3.84,66.06,0.0,901,0.0,0,2026-05-02T13:24:48.337726+00:00,106.0
21,105.65,120.62,135.58,GREEN,78.5,80.0,1,3.45,58.96,0.0,901,0.0,0,2026-05-02T13:24:48.337726+00:00,109.0
22,110.64,125.61,140.57,GREEN,91.8,80.0,1,3.63,70.83,0.0,901,0.0,0,2026-05-02T13:24:48.337726+00:00,109.0
23,115.63,130.6,145.56,GREEN,80.0,80.0,1,4.08,129.85,0.0,901,0.0,0,2026-05-02T13:24:48.337726+00:00,109.0
24,120.62,135.58,150.55,GREEN,79.9,91.8,1,3.22,118.07,0.0,901,0.0,0,2026-05-02T13:24:48.337726+00:00,110.0
25,125.61,140.57,155.54,GREEN,108.1,108.1,1,3.29,136.81,0.001,901,0.0,0,2026-05-02T13:24:48.337726+00:00,107.0
26,130.6,145.56,160.52,GREEN,113.8,113.5,1,4.17,225.08,0.001,901,0.0,0,2026-05-02T13:24:48.337726+00:00,108.0
27,135.58,150.55,165.51,GREEN,113.6,113.5,1,3.99,232.74,0.001,901,0.0,0,2026-05-02T13:24:48.337726+00:00,113.8
28,140.57,155.54,170.5,GREEN,113.5,113.5,1,3.89,205.46,0.003,901,0.0,0,2026-05-02T13:24:48.337726+00:00,117.0
29,145.56,160.52,175.49,GREEN,112.0,112.0,1,4.3,292.32,0.003,901,0.0,0,2026-05-02T13:24:48.337726+00:00,118.1
30,150.55,165.51,180.48,GREEN,111.9,111.9,1,3.77,284.06,0.003,901,0.0,0,2026-05-02T13:24:48.337726+00:00,114.0
31,155.54,170.5,185.47,GREEN,86.3,86.3,1,3.23,214.75,0.002,901,0.0,0,2026-05-02T13:24:48.337726+00:00,111.0
32,160.52,175.49,190.46,GREEN,86.3,86.3,1,3.63,215.14,0.002,901,0.0,0,2026-05-02T13:24:48.337726+00:00,114.8
33,165.51,180.48,195.44,GREEN,85.7,86.3,1,2.56,147.63,0.002,901,0.0,0,2026-05-02T13:24:48.337726+00:00,116.0
34,170.5,185.47,200.43,GREEN,90.1,85.7,1,3.68,229.95,0.0,901,0.0,0,2026-05-02T13:24:48.337726+00:00,116.0
35,175.49,190.46,205.42,GREEN,84.0,85.7,1,2.64,116.27,0.001,901,0.0,0,2026-05-02T13:24:48.337726+00:00,117.2
36,180.48,195.44,210.41,GREEN,79.5,90.1,1,3.38,134.79,0.003,901,0.0,0,2026-05-02T13:24:48.337726+00:00,115.2
37,185.47,200.43,215.4,GREEN,92.3,92.3,1,5.01,174.22,0.003,901,0.0,0,2026-05-02T13:24:48.337726+00:00,111.0
38,190.46,205.42,220.38,GREEN,93.2,92.3,1,6.46,156.31,0.003,901,0.0,0,2026-05-02T13:24:48.337726+00:00,112.0
39,195.44,210.41,225.37,GREEN,93.8,92.3,1,6.6,172.72,0.003,901,0.0,0,2026-05-02T13:24:48.337726+00:00,114.0
40,200.43,215.4,230.36,GREEN,89.9,89.9,1,5.08,119.78,0.003,901,0.0,0,2026-05-02T13:24:48.337726+00:00,115.0
41,205.42,220.38,235.35,GREEN,78.8,89.7,1,3.09,56.2,0.002,901,0.0,0,2026-05-02T13:24:48.337726+00:00,113.6
42,210.41,225.37,240.34,GREEN,82.3,86.1,1,2.52,25.12,0.0,901,0.0,0,2026-05-02T13:24:48.337726+00:00,105.3
43,215.4,230.36,245.32,GREEN,89.7,86.1,1,3.12,31.7,0.0,901,0.0,0,2026-05-02T13:24:48.337726+00:00,104.7
44,220.38,235.35,250.31,GREEN,86.1,86.1,1,3.2,32.15,0.0,901,0.0,0,2026-05-02T13:24:48.337726+00:00,105.0
45,225.37,240.34,255.3,GREEN,121.9,86.1,1,3.15,43.14,0.0,901,0.0,0,2026-05-02T13:24:48.337726+00:00,105.3
46,230.36,245.32,260.29,GREEN,78.3,78.5,1,3.45,46.58,0.0,901,0.0,0,2026-05-02T13:24:48.337726+00:00,99.0
47,235.35,250.31,265.28,GREEN,78.5,78.3,1,2.69,31.4,0.0,901,0.0,0,2026-05-02T13:24:48.337726+00:00,97.4
48,240.34,255.3,270.27,GREEN,66.5,72.1,1,3.91,153.75,0.0,901,0.0,0,2026-05-02T13:24:48.337726+00:00,97.0
49,245.32,260.29,275.26,GREEN,72.1,70.5,1,4.26,184.39,0.033,901,0.0,0,2026-05-02T13:24:48.337726+00:00,93.7
50,250.31,265.28,280.24,GREEN,70.5,70.5,1,4.42,184.79,0.033,901,0.0,0,2026-05-02T13:24:48.337726+00:00,92.6
51,255.3,270.27,285.23,GREEN,70.4,70.5,1,4.84,188.36,0.033,901,0.0,0,2026-05-02T13:24:48.337726+00:00,95.0
52,260.29,275.26,290.22,GREEN,70.5,70.5,1,4.76,204.72,0.033,901,0.0,0,2026-05-02T13:24:48.337726+00:00,99.6
0,0.6,15.87,30.83,ICA,116.2,116.2,1,2.84,32.43,0.107,901,0.0,0,2026-05-02T13:24:48.337726+00:00,87.0
1,5.89,20.85,35.82,ICA,92.5,116.2,1,3.24,23.96,0.019,901,0.0,0,2026-05-02T13:24:48.337726+00:00,89.0
2,10.88,25.84,40.81,ICA,117.8,92.5,1,3.1,20.44,0.019,901,0.0,0,2026-05-02T13:24:48.337726+00:00,96.2
3,15.87,30.83,45.79,ICA,92.1,92.5,1,3.82,25.94,0.019,901,0.0,0,2026-05-02T13:24:48.337726+00:00,99.0
4,20.85,35.82,50.78,ICA,92.0,92.1,1,3.7,26.27,0.019,901,0.0,0,2026-05-02T13:24:48.337726+00:00,95.8
5,25.84,40.81,55.77,ICA,150.0,92.1,1,3.23,19.51,0.0,901,0.0,0,2026-05-02T13:24:48.337726+00:00,91.9
6,30.83,45.79,60.76,ICA,91.9,92.1,1,3.51,20.7,0.0,901,0.0,0,2026-05-02T13:24:48.337726+00:00,92.0
7,35.82,50.78,65.75,ICA,92.2,92.2,1,3.06,17.85,0.003,901,0.0,0,2026-05-02T13:24:48.337726+00:00,91.9
8,40.81,55.77,70.73,ICA,92.1,92.2,1,2.92,17.54,0.003,901,0.0,0,2026-05-02T13:24:48.337726+00:00,90.1
9,45.79,60.76,75.72,ICA,98.0,97.8,1,3.19,18.34,0.003,901,0.0,0,2026-05-02T13:24:48.337726+00:00,96.9
10,50.78,65.75,80.71,ICA,98.0,98.0,1,3.87,23.32,0.003,901,0.0,0,2026-05-02T13:24:48.337726+00:00,96.1
11,55.77,70.73,85.7,ICA,97.8,98.0,1,3.78,24.88,0.003,901,0.0,0,2026-05-02T13:24:48.337726+00:00,97.0
12,60.76,75.72,90.69,ICA,98.0,98.0,1,4.49,28.08,0.003,901,0.0,0,2026-05-02T13:24:48.337726+00:00,97.0
13,65.75,80.71,95.68,ICA,98.0,98.0,1,3.67,18.9,0.0,901,0.0,0,2026-05-02T13:24:48.337726+00:00,98.0
14,70.73,85.7,100.67,ICA,132.5,98.0,1,3.01,12.97,0.0,901,0.0,0,2026-05-02T13:24:48.337726+00:00,99.0
15,75.72,90.69,105.65,ICA,76.1,98.0,1,2.82,15.98,0.0,901,0.0,0,2026-05-02T13:24:48.337726+00:00,100.0
16,80.71,95.68,110.64,ICA,102.1,102.1,1,3.03,16.81,0.0,901,0.0,0,2026-05-02T13:24:48.337726+00:00,102.0
17,85.7,100.67,115.63,ICA,79.8,80.1,1,2.65,13.84,0.0,901,0.0,0,2026-05-02T13:24:48.337726+00:00,100.0
18,90.69,105.65,120.62,ICA,132.0,80.1,1,2.47,15.31,0.0,901,0.0,0,2026-05-02T13:24:48.337726+00:00,99.0
19,95.68,110.64,125.61,ICA,80.1,80.1,1,2.74,18.71,0.0,901,0.0,0,2026-05-02T13:24:48.337726+00:00,104.0
20,100.67,115.63,130.6,ICA,80.1,80.4,1,3.23,23.69,0.0,901,0.0,0,2026-05-02T13:24:48.337726+00:00,106.0
21,105.65,120.62,135.58,ICA,80.4,80.4,1,3.39,22.25,0.0,901,0.0,0,2026-05-02T13:24:48.337726+00:00,109.0
22,110.64,125.61,140.57,ICA,80.7,80.4,1,3.61,19.07,0.0,901,0.0,0,2026-05-02T13:24:48.337726+00:00,109.0
23,115.63,130.6,145.56,ICA,82.2,80.7,1,3.35,20.46,0.0,901,0.0,0,2026-05-02T13:24:48.337726+00:00,109.0
24,120.62,135.58,150.55,ICA,65.9,80.7,1,2.09,16.66,0.0,901,0.0,0,2026-05-02T13:24:48.337726+00:00,110.0
25,125.61,140.57,155.54,ICA,131.7,82.2,1,1.88,10.86,0.001,901,0.0,0,2026-05-02T13:24:48.337726+00:00,107.0
26,130.6,145.56,160.52,ICA,79.4,79.9,1,3.75,52.82,0.001,901,0.0,0,2026-05-02T13:24:48.337726+00:00,108.0
27,135.58,150.55,165.51,ICA,149.5,79.9,1,1.69,12.41,0.001,901,0.0,0,2026-05-02T13:24:48.337726+00:00,113.8
28,140.57,155.54,170.5,ICA,79.9,79.4,1,3.64,48.82,0.003,901,0.0,0,2026-05-02T13:24:48.337726+00:00,117.0
29,145.56,160.52,175.49,ICA,75.8,75.8,1,3.05,52.27,0.003,901,0.0,0,2026-05-02T13:24:48.337726+00:00,118.1
30,150.55,165.51,180.48,ICA,75.6,75.8,1,3.18,51.68,0.003,901,0.0,0,2026-05-02T13:24:48.337726+00:00,114.0
31,155.54,170.5,185.47,ICA,74.8,75.6,1,2.67,48.46,0.002,901,0.0,0,2026-05-02T13:24:48.337726+00:00,111.0
