window_idx,t_start,t_center,t_end,algorithm,bpm,bpm_smoothed,bpm_plausible,snr,prominence,motion_pct,n_face_frames,bpm_spread,n_eligible,session_start_utc
37,185.47,200.43,215.4,ICA,58.1,92.0,1,4.17,87.6,0.003,901,0.0,0,2026-05-02T13:24:48.337726+00:00
38,190.46,205.42,220.38,ICA,92.0,91.9,1,4.55,94.88,0.003,901,0.0,0,2026-05-02T13:24:48.337726+00:00
39,195.44,210.41,225.37,ICA,92.1,91.9,1,4.58,105.91,0.003,901,0.0,0,2026-05-02T13:24:48.337726+00:00
40,200.43,215.4,230.36,ICA,91.9,91.9,1,4.19,92.98,0.003,901,0.0,0,2026-05-02T13:24:48.337726+00:00
41,205.42,220.38,235.35,ICA,68.1,68.1,1,3.49,65.14,0.002,901,0.0,0,2026-05-02T13:24:48.337726+00:00
42,210.41,225.37,240.34,ICA,68.1,68.1,1,2.45,38.61,0.0,901,0.0,0,2026-05-02T13:24:48.337726+00:00
43,215.4,230.36,245.32,ICA,62.1,68.1,1,3.16,55.78,0.0,901,0.0,0,2026-05-02T13:24:48.337726+00:00
44,220.38,235.35,250.31,ICA,62.1,68.1,1,3.31,55.64,0.0,901,0.0,0,2026-05-02T13:24:48.337726+00:00
45,225.37,240.34,255.3,ICA,117.7,75.8,1,2.73,39.91,0.0,901,0.0,0,2026-05-02T13:24:48.337726+00:00
46,230.36,245.32,260.29,ICA,75.8,81.7,1,2.42,32.11,0.0,901,0.0,0,2026-05-02T13:24:48.337726+00:00
47,235.35,250.31,265.28,ICA,82.4,81.7,1,2.62,35.56,0.0,901,0.0,0,2026-05-02T13:24:48.337726+00:00
48,240.34,255.3,270.27,ICA,81.7,75.8,1,3.49,71.45,0.0,901,0.0,0,2026-05-02T13:24:48.337726+00:00
49,245.32,260.29,275.26,ICA,55.8,71.8,1,3.84,84.81,0.033,901,0.0,0,2026-05-02T13:24:48.337726+00:00
50,250.31,265.28,280.24,ICA,71.8,57.3,1,3.31,66.03,0.033,901,0.0,0,2026-05-02T13:24:48.337726+00:00
51,255.3,270.27,285.23,ICA,54.5,57.3,1,3.99,64.1,0.033,901,0.0,0,2026-05-02T13:24:48.337726+00:00
52,260.29,275.26,290.22,ICA,57.3,57.3,1,4.07,69.09,0.033,901,0.0,0,2026-05-02T13:24:48.337726+00:00
0,0.6,15.87,30.83,WAVELET,51.7,51.7,1,8.32,1989.77,0.107,901,0.0,0,2026-05-02T13:24:48.337726+00:00
1,5.89,20.85,35.82,WAVELET,48.0,48.0,1,8.59,1169.34,0.019,901,0.0,0,2026-05-02T13:24:48.337726+00:00
2,10.88,25.84,40.81,WAVELET,47.7,47.7,1,10.0,780.13,0.019,901,0.0,0,2026-05-02T13:24:48.337726+00:00
3,15.87,30.83,45.79,WAVELET,46.3,46.3,1,9.3,814.45,0.019,901,0.0,0,2026-05-02T13:24:48.337726+00:00
4,20.85,35.82,50.78,WAVELET,45.9,45.9,1,9.22,765.82,0.019,901,0.0,0,2026-05-02T13:24:48.337726+00:00
5,25.84,40.81,55.77,WAVELET,45.5,45.5,1,4.73,343.03,0.0,901,0.0,0,2026-05-02T13:24:48.337726+00:00
6,30.83,45.79,60.76,WAVELET,45.1,45.1,1,6.92,183.49,0.0,901,0.0,0,2026-05-02T13:24:48.337726+00:00
7,35.82,50.78,65.75,WAVELET,42.0,45.1,1,6.36,242.5,0.003,901,0.0,0,2026-05-02T13:24:48.337726+00:00
8,40.81,55.77,70.73,WAVELET,44.5,45.1,1,5.65,239.9,0.003,901,0.0,0,2026-05-02T13:24:48.337726+00:00
9,45.79,60.76,75.72,WAVELET,46.2,46.2,1,10.44,392.92,0.003,901,0.0,0,2026-05-02T13:24:48.337726+00:00
10,50.78,65.75,80.71,WAVELET,46.3,46.3,1,10.06,475.6,0.003,901,0.0,0,2026-05-02T13:24:48.337726+00:00
11,55.77,70.73,85.7,WAVELET,47.4,46.8,1,8.22,382.53,0.003,901,0.0,0,2026-05-02T13:24:48.337726+00:00
12,60.76,75.72,90.69,WAVELET,46.8,47.4,1,7.89,384.19,0.003,901,0.0,0,2026-05-02T13:24:48.337726+00:00
13,65.75,80.71,95.68,WAVELET,49.7,49.7,1,8.48,431.06,0.0,901,0.0,0,2026-05-02T13:24:48.337726+00:00
14,70.73,85.7,100.67,WAVELET,50.0,49.7,1,6.62,338.6,0.0,901,0.0,0,2026-05-02T13:24:48.337726+00:00
15,75.72,90.69,105.65,WAVELET,49.8,49.7,1,8.9,529.35,0.0,901,0.0,0,2026-05-02T13:24:48.337726+00:00
16,80.71,95.68,110.64,WAVELET,45.6,45.6,1,8.39,478.5,0.0,901,0.0,0,2026-05-02T13:24:48.337726+00:00
17,85.7,100.67,115.63,WAVELET,45.6,45.6,1,12.1,718.33,0.0,901,0.0,0,2026-05-02T13:24:48.337726+00:00
18,90.69,105.65,120.62,WAVELET,45.4,45.6,1,11.19,695.6,0.0,901,0.0,0,2026-05-02T13:24:48.337726+00:00
19,95.68,110.64,125.61,WAVELET,45.6,45.6,1,9.43,703.71,0.0,901,0.0,0,2026-05-02T13:24:48.337726+00:00
20,100.67,115.63,130.6,WAVELET,49.8,45.6,1,6.95,486.53,0.0,901,0.0,0,2026-05-02T13:24:48.337726+00:00
21,105.65,120.62,135.58,WAVELET,44.0,47.5,1,6.59,489.92,0.0,901,0.0,0,2026-05-02T13:24:48.337726+00:00
22,110.64,125.61,140.57,WAVELET,47.5,47.8,1,5.72,471.22,0.0,901,0.0,0,2026-05-02T13:24:48.337726+00:00
23,115.63,130.6,145.56,WAVELET,47.8,47.5,1,6.36,838.1,0.0,901,0.0,0,2026-05-02T13:24:48.337726+00:00
24,120.62,135.58,150.55,WAVELET,48.1,47.5,1,7.64,952.06,0.0,901,0.0,0,2026-05-02T13:24:48.337726+00:00
25,125.61,140.57,155.54,WAVELET,47.1,47.4,1,6.43,799.25,0.001,901,0.0,0,2026-05-02T13:24:48.337726+00:00
26,130.6,145.56,160.52,WAVELET,46.2,47.1,1,5.47,777.76,0.001,901,0.0,0,2026-05-02T13:24:48.337726+00:00
27,135.58,150.55,165.51,WAVELET,47.4,47.1,1,6.08,960.11,0.001,901,0.0,0,2026-05-02T13:24:48.337726+00:00
28,140.57,155.54,170.5,WAVELET,44.3,47.4,1,6.01,907.3,0.003,901,0.0,0,2026-05-02T13:24:48.337726+00:00
29,145.56,160.52,175.49,WAVELET,54.0,51.7,1,4.23,1022.9,0.003,901,0.0,0,2026-05-02T13:24:48.337726+00:00
30,150.55,165.51,180.48,WAVELET,53.4,51.7,1,2.99,694.23,0.003,901,0.0,0,2026-05-02T13:24:48.337726+00:00
31,155.54,170.5,185.47,WAVELET,51.7,51.7,1,4.35,1023.78,0.002,901,0.0,0,2026-05-02T13:24:48.337726+00:00
32,160.52,175.49,190.46,WAVELET,50.5,50.5,1,3.34,894.52,0.002,901,0.0,0,2026-05-02T13:24:48.337726+00:00
33,165.51,180.48,195.44,WAVELET,50.4,50.5,1,4.73,1087.05,0.002,901,0.0,0,2026-05-02T13:24:48.337726+00:00
34,170.5,185.47,200.43,WAVELET,50.1,50.5,1,4.44,1056.35,0.0,901,0.0,0,2026-05-02T13:24:48.337726+00:00
35,175.49,190.46,205.42,WAVELET,97.6,92.7,1,3.63,509.09,0.001,901,0.0,0,2026-05-02T13:24:48.337726+00:00
36,180.48,195.44,210.41,WAVELET,93.2,93.2,1,5.99,836.17,0.003,901,0.0,0,2026-05-02T13:24:48.337726+00:00
37,185.47,200.43,215.4,WAVELET,92.7,93.5,1,8.76,871.27,0.003,901,0.0,0,2026-05-02T13:24:48.337726+00:00
38,190.46,205.42,220.38,WAVELET,93.5,93.2,1,9.01,866.71,0.003,901,0.0,0,2026-05-02T13:24:48.337726+00:00
39,195.44,210.41,225.37,WAVELET,93.8,92.7,1,10.29,898.18,0.003,901,0.0,0,2026-05-02T13:24:48.337726+00:00
40,200.43,215.4,230.36,WAVELET,92.7,92.7,1,7.36,544.19,0.003,901,0.0,0,2026-05-02T13:24:48.337726+00:00
41,205.42,220.38,235.35,WAVELET,49.9,50.3,1,5.6,384.81,0.002,901,0.0,0,2026-05-02T13:24:48.337726+00:00
42,210.41,225.37,240.34,WAVELET,50.3,50.3,1,7.07,244.25,0.0,901,0.0,0,2026-05-02T13:24:48.337726+00:00
43,215.4,230.36,245.32,WAVELET,50.0,50.3,1,9.72,275.65,0.0,901,0.0,0,2026-05-02T13:24:48.337726+00:00
44,220.38,235.35,250.31,WAVELET,59.4,59.4,1,8.49,309.7,0.0,901,0.0,0,2026-05-02T13:24:48.337726+00:00
45,225.37,240.34,255.3,WAVELET,59.6,59.4,1,4.86,292.26,0.0,901,0.0,0,2026-05-02T13:24:48.337726+00:00
46,230.36,245.32,260.29,WAVELET,59.8,59.4,1,5.37,318.38,0.0,901,0.0,0,2026-05-02T13:24:48.337726+00:00
47,235.35,250.31,265.28,WAVELET,54.2,54.2,1,3.99,253.16,0.0,901,0.0,0,2026-05-02T13:24:48.337726+00:00
48,240.34,255.3,270.27,WAVELET,44.3,44.3,1,7.53,1529.19,0.0,901,0.0,0,2026-05-02T13:24:48.337726+00:00
49,245.32,260.29,275.26,WAVELET,44.1,44.2,1,7.08,1499.82,0.033,901,0.0,0,2026-05-02T13:24:48.337726+00:00
50,250.31,265.28,280.24,WAVELET,44.2,44.2,1,7.0,1512.8,0.033,901,0.0,0,2026-05-02T13:24:48.337726+00:00
51,255.3,270.27,285.23,WAVELET,44.0,44.2,1,7.31,1499.64,0.033,901,0.0,0,2026-05-02T13:24:48.337726+00:00
52,260.29,275.26,290.22,WAVELET,47.7,47.7,1,8.46,1868.76,0.033,901,0.0,0,2026-05-02T13:24:48.337726+00:00
0,0.6,15.87,30.83,CONSENSUS,60.3,60.3,1,5.36,0.0,0.107,901,66.3,5,2026-05-02T13:24:48.337726+00:00
1,5.89,20.85,35.82,CONSENSUS,60.9,60.9,1,6.21,0.0,0.019,901,44.1,5,2026-05-02T13:24:48.337726+00:00
2,10.88,25.84,40.81,CONSENSUS,59.9,59.9,1,6.19,0.0,0.019,901,44.3,5,2026-05-02T13:24:48.337726+00:00
3,15.87,30.83,45.79,CONSENSUS,59.2,59.2,1,6.05,0.0,0.019,901,45.7,5,2026-05-02T13:24:48.337726+00:00
4,20.85,35.82,50.78,CONSENSUS,59.3,59.3,1,6.53,0.0,0.019,901,46.1,5,2026-05-02T13:24:48.337726+00:00
5,25.84,40.81,55.77,CONSENSUS,67.8,67.8,1,4.5,0.0,0.0,901,46.6,5,2026-05-02T13:24:48.337726+00:00
6,30.83,45.79,60.76,CONSENSUS,69.7,69.7,1,4.71,0.0,0.0,901,47.0,5,2026-05-02T13:24:48.337726+00:00
7,35.82,50.78,65.75,CONSENSUS,70.0,70.0,1,4.31,0.0,0.003,901,47.5,5,2026-05-02T13:24:48.337726+00:00
8,40.81,55.77,70.73,CONSENSUS,71.7,71.7,1,3.93,0.0,0.003,901,47.6,5,2026-05-02T13:24:48.337726+00:00
9,45.79,60.76,75.72,CONSENSUS,65.5,65.5,1,5.46,0.0,0.003,901,51.7,5,2026-05-02T13:24:48.337726+00:00
10,50.78,65.75,80.71,CONSENSUS,63.8,63.8,1,5.87,0.0,0.003,901,51.7,5,2026-05-02T13:24:48.337726+00:00
11,55.77,70.73,85.7,CONSENSUS,63.9,63.9,1,5.76,0.0,0.003,901,51.2,5,2026-05-02T13:24:48.337726+00:00
12,60.76,75.72,90.69,CONSENSUS,65.3,65.3,1,5.34,0.0,0.003,901,50.6,5,2026-05-02T13:24:48.337726+00:00
13,65.75,80.71,95.68,CONSENSUS,61.2,61.2,1,5.85,0.0,0.0,901,48.4,5,2026-05-02T13:24:48.337726+00:00
14,70.73,85.7,100.67,CONSENSUS,62.4,62.4,1,4.74,0.0,0.0,901,48.4,5,2026-05-02T13:24:48.337726+00:00
15,75.72,90.69,105.65,CONSENSUS,50.8,50.8,1,5.87,0.0,0.0,901,9.9,5,2026-05-02T13:24:48.337726+00:00
16,80.71,95.68,110.64,CONSENSUS,51.6,51.6,1,5.62,0.0,0.0,901,14.0,5,2026-05-02T13:24:48.337726+00:00
17,85.7,100.67,115.63,CONSENSUS,52.5,52.5,1,6.67,0.0,0.0,901,34.5,5,2026-05-02T13:24:48.337726+00:00
18,90.69,105.65,120.62,CONSENSUS,54.2,54.2,1,5.96,0.0,0.0,901,34.5,5,2026-05-02T13:24:48.337726+00:00
19,95.68,110.64,125.61,CONSENSUS,57.9,57.9,1,5.41,0.0,0.0,901,50.3,5,2026-05-02T13:24:48.337726+00:00
20,100.67,115.63,130.6,CONSENSUS,59.7,59.7,1,5.06,0.0,0.0,901,50.3,5,2026-05-02T13:24:48.337726+00:00
21,105.65,120.62,135.58,CONSENSUS,59.2,59.2,1,4.68,0.0,0.0,901,32.6,5,2026-05-02T13:24:48.337726+00:00
22,110.64,125.61,140.57,CONSENSUS,59.8,59.8,1,4.12,0.0,0.0,901,32.3,5,2026-05-02T13:24:48.337726+00:00
23,115.63,130.6,145.56,CONSENSUS,59.6,59.6,1,4.87,0.0,0.0,901,32.5,5,2026-05-02T13:24:48.337726+00:00
24,120.62,135.58,150.55,CONSENSUS,60.1,60.1,1,5.45,0.0,0.0,901,44.4,5,2026-05-02T13:24:48.337726+00:00
25,125.61,140.57,155.54,CONSENSUS,63.3,63.3,1,5.41,0.0,0.001,901,60.9,5,2026-05-02T13:24:48.337726+00:00
26,130.6,145.56,160.52,CONSENSUS,69.3,69.3,1,5.48,0.0,0.001,901,62.1,5,2026-05-02T13:24:48.337726+00:00
27,135.58,150.55,165.51,CONSENSUS,69.1,69.1,1,5.45,0.0,0.001,901,64.9,5,2026-05-02T13:24:48.337726+00:00
28,140.57,155.54,170.5,CONSENSUS,71.6,71.6,1,5.53,0.0,0.003,901,64.6,5,2026-05-02T13:24:48.337726+00:00
29,145.56,160.52,175.49,CONSENSUS,70.9,70.9,1,4.24,0.0,0.003,901,60.2,5,2026-05-02T13:24:48.337726+00:00
30,150.55,165.51,180.48,CONSENSUS,63.6,63.6,1,3.81,0.0,0.003,901,34.6,5,2026-05-02T13:24:48.337726+00:00
31,155.54,170.5,185.47,CONSENSUS,63.6,63.6,1,3.94,0.0,0.002,901,34.6,5,2026-05-02T13:24:48.337726+00:00
32,160.52,175.49,190.46,CONSENSUS,66.5,66.5,1,3.97,0.0,0.002,901,35.8,5,2026-05-02T13:24:48.337726+00:00
33,165.51,180.48,195.44,CONSENSUS,66.0,66.0,1,3.8,0.0,0.002,901,35.8,5,2026-05-02T13:24:48.337726+00:00
34,170.5,185.47,200.43,CONSENSUS,67.9,67.9,1,3.7,0.0,0.0,901,35.2,5,2026-05-02T13:24:48.337726+00:00
35,175.49,190.46,205.42,CONSENSUS,71.7,71.7,1,3.61,0.0,0.001,901,36.2,5,2026-05-02T13:24:48.337726+00:00
36,180.48,195.44,210.41,CONSENSUS,74.9,74.9,1,4.43,0.0,0.003,901,36.8,5,2026-05-02T13:24:48.337726+00:00
37,185.47,200.43,215.4,CONSENSUS,82.3,82.3,1,5.22,0.0,0.003,901,35.9,5,2026-05-02T13:24:48.337726+00:00
38,190.46,205.42,220.38,CONSENSUS,82.8,82.8,1,5.51,0.0,0.003,901,36.8,5,2026-05-02T13:24:48.337726+00:00
39,195.44,210.41,225.37,CONSENSUS,85.9,85.9,1,6.0,0.0,0.003,901,61.8,5,2026-05-02T13:24:48.337726+00:00
40,200.43,215.4,230.36,CONSENSUS,86.9,86.9,1,4.81,0.0,0.003,901,62.0,5,2026-05-02T13:24:48.337726+00:00
41,205.42,220.38,235.35,CONSENSUS,59.3,59.3,1,5.1,0.0,0.002,901,31.8,5,2026-05-02T13:24:48.337726+00:00
42,210.41,225.37,240.34,CONSENSUS,59.1,59.1,1,4.9,0.0,0.0,901,31.8,5,2026-05-02T13:24:48.337726+00:00
43,215.4,230.36,245.32,CONSENSUS,61.3,61.3,1,5.66,0.0,0.0,901,36.2,5,2026-05-02T13:24:48.337726+00:00
44,220.38,235.35,250.31,CONSENSUS,65.1,65.1,1,5.54,0.0,0.0,901,27.5,5,2026-05-02T13:24:48.337726+00:00
45,225.37,240.34,255.3,CONSENSUS,66.5,66.5,1,4.71,0.0,0.0,901,27.4,5,2026-05-02T13:24:48.337726+00:00
46,230.36,245.32,260.29,CONSENSUS,67.0,67.0,1,4.41,0.0,0.0,901,27.4,5,2026-05-02T13:24:48.337726+00:00
47,235.35,250.31,265.28,CONSENSUS,63.8,63.8,1,4.04,0.0,0.0,901,27.5,5,2026-05-02T13:24:48.337726+00:00
48,240.34,255.3,270.27,CONSENSUS,55.4,55.4,1,4.83,0.0,0.0,901,31.5,5,2026-05-02T13:24:48.337726+00:00
49,245.32,260.29,275.26,CONSENSUS,55.5,55.5,1,5.08,0.0,0.033,901,27.6,5,2026-05-02T13:24:48.337726+00:00
50,250.31,265.28,280.24,CONSENSUS,52.5,52.5,1,4.95,0.0,0.033,901,16.0,5,2026-05-02T13:24:48.337726+00:00
51,255.3,270.27,285.23,CONSENSUS,52.5,52.5,1,5.33,0.0,0.033,901,16.0,5,2026-05-02T13:24:48.337726+00:00
52,260.29,275.26,290.22,CONSENSUS,53.0,53.0,1,5.59,0.0,0.033,901,12.5,5,2026-05-02T13:24:48.337726+00:00
