# session_start_utc=2026-05-02T13:24:48.337726+00:00
frame_idx,timestamp,r,g,b,face_detected,bbox
1430,48.2228,76.936,45.47,43.688,1,"243,229,393,330"
1431,48.2547,75.899,44.939,43.076,1,"245,230,389,326"
1432,48.291,76.261,45.137,43.395,1,"244,229,392,327"
1433,48.3231,75.574,45.018,42.998,1,"242,229,390,327"
1434,48.3549,76.116,45.134,43.46,1,"243,228,391,326"
1435,48.3909,75.584,44.837,42.986,1,"245,229,387,324"
1436,48.423,76.05,44.795,43.236,1,"242,233,390,331"
1437,48.4547,75.763,44.94,43.009,1,"242,231,390,329"
1438,48.4868,75.836,44.682,42.881,1,"244,233,388,329"
1439,48.5233,75.746,44.887,42.865,1,"241,230,386,327"
1440,48.5549,75.882,44.946,43.117,1,"241,227,389,325"
1441,48.5869,75.727,44.819,43.003,1,"240,228,388,326"
1442,48.6227,75.889,44.841,43.34,1,"239,229,386,327"
1443,48.655,75.539,44.715,42.877,1,"241,230,389,328"
1444,48.6867,75.98,44.908,43.377,1,"240,228,388,326"
1445,48.723,75.554,44.765,43.005,1,"240,231,388,329"
1446,48.7548,76.454,45.244,43.407,1,"238,230,388,331"
1447,48.7868,75.939,44.9,43.13,1,"239,231,386,330"
1448,48.8231,75.666,44.85,43.279,1,"239,229,387,327"
1449,48.855,75.575,44.726,42.854,1,"239,232,386,330"
1450,48.8867,76.185,45.19,43.138,1,"238,228,388,329"
1451,48.9231,76.053,45.205,43.034,1,"236,228,390,331"
1452,48.9552,76.279,45.212,43.095,1,"239,229,389,330"
1453,48.9867,76.018,45.092,42.851,1,"238,228,388,329"
1454,49.0189,76.205,45.201,43.283,1,"238,228,388,329"
1455,49.0548,75.822,44.96,42.837,1,"240,230,387,329"
1456,49.0868,76.565,45.192,43.38,1,"236,230,390,333"
1457,49.1187,76.045,45.187,43.109,1,"236,228,390,331"
1458,49.1548,76.495,45.004,43.531,1,"239,233,389,334"
1459,49.1867,75.32,44.663,42.932,1,"239,229,387,327"
1460,49.2189,76.421,45.052,43.414,1,"239,230,389,331"
1461,49.2548,75.524,44.463,42.756,1,"241,233,388,331"
1462,49.2867,75.949,44.318,42.852,1,"242,236,386,332"
1463,49.3188,76.227,45.104,42.963,1,"241,231,388,330"
1464,49.3547,76.452,44.858,43.123,1,"239,235,389,335"
1465,49.3867,75.908,44.568,42.495,1,"240,234,387,332"
1466,49.4187,76.485,45.234,43.292,1,"236,230,390,333"
1467,49.4548,75.535,44.495,42.323,1,"241,236,388,334"
1468,49.4868,75.384,44.178,42.489,1,"242,238,386,334"
1469,49.5188,74.987,44.319,42.384,1,"242,234,385,329"
1470,49.5548,75.267,44.225,42.435,1,"242,235,385,330"
1471,49.5868,75.014,44.504,42.287,1,"241,231,385,327"
1472,49.6187,75.665,44.663,42.721,1,"241,230,388,328"
1473,49.6508,75.127,44.284,42.261,1,"242,231,384,326"
1474,49.6867,75.299,44.194,42.442,1,"242,230,383,324"
1475,49.7187,74.462,43.691,41.838,1,"243,233,381,324"
1476,49.7508,74.707,44.091,42.344,1,"247,234,382,325"
1477,49.7867,74.63,43.996,42.031,1,"247,234,382,325"
1478,49.8188,74.328,43.705,41.908,1,"249,235,381,323"
1479,49.851,74.794,44.241,42.163,1,"248,231,383,322"
1480,49.8868,75.061,44.473,42.644,1,"244,229,385,323"
1481,49.9188,74.936,44.354,42.448,1,"246,230,384,323"
1482,49.9508,75.419,44.481,42.824,1,"247,230,385,323"
1483,49.9868,74.725,44.302,42.312,1,"248,231,383,322"
1484,50.0187,74.797,43.999,42.446,1,"247,232,385,323"
1485,50.0508,74.777,44.067,42.258,1,"248,234,383,325"
1486,50.0868,75.365,44.301,42.683,1,"249,232,384,323"
1487,50.1188,74.277,43.769,42.076,1,"248,235,381,324"
1488,50.1507,74.695,44.33,42.365,1,"247,231,385,322"
1489,50.183,74.763,44.532,42.248,1,"248,231,383,322"
1490,50.2187,74.806,44.272,42.636,1,"247,232,385,323"
1491,50.2513,74.489,44.451,42.324,1,"246,230,384,321"
1492,50.2828,75.342,44.498,42.645,1,"244,231,385,325"
1493,50.3189,75.647,44.735,42.572,1,"242,232,387,329"
1494,50.3508,76.227,44.93,43.035,1,"239,233,386,331"
1495,50.3828,76.042,44.76,42.883,1,"239,233,386,331"
1496,50.4187,76.271,44.618,43.06,1,"239,232,384,329"
1497,50.4508,75.563,44.368,42.294,1,"243,233,385,328"
1498,50.4831,75.832,44.305,42.59,1,"242,234,386,330"
1499,50.5188,75.483,44.295,42.148,1,"241,234,385,330"
1500,50.5507,75.9,44.45,42.525,1,"240,233,387,331"
1501,50.5829,76.338,44.987,42.908,1,"236,230,390,333"
1502,50.6187,75.844,44.383,42.582,1,"241,234,385,330"
1503,50.6508,75.994,44.893,42.685,1,"238,231,388,331"
1504,50.683,76.15,44.721,42.991,1,"240,232,387,330"
1505,50.7151,76.23,45.109,42.899,1,"239,230,389,331"
1506,50.7508,75.756,44.534,42.861,1,"242,235,386,331"
1507,50.7828,76.074,44.997,42.885,1,"237,232,387,332"
1508,50.8148,77.032,45.28,43.251,1,"236,232,390,335"
1509,50.851,76.304,45.312,43.033,1,"236,228,390,331"
1510,50.8828,76.471,45.234,43.137,1,"239,229,389,330"
1511,50.9148,75.53,44.763,42.486,1,"241,232,386,329"
1512,50.951,76.098,44.903,42.833,1,"237,228,387,328"
1513,50.9829,75.255,44.45,42.207,1,"241,233,383,328"
1514,51.0151,75.743,44.4,42.565,1,"241,234,383,329"
1515,51.0508,75.528,44.409,42.439,1,"241,236,386,333"
1516,51.0827,74.76,43.587,42.241,1,"244,239,381,330"
1517,51.1153,74.775,43.916,42.223,1,"245,236,380,327"
1518,51.1507,75.166,44.135,42.672,1,"245,236,380,327"
1519,51.1827,74.614,43.89,42.21,1,"244,237,379,328"
1520,51.2148,75.576,44.495,42.928,1,"241,235,385,331"
1521,51.2511,75.63,44.655,42.706,1,"240,234,387,332"
1522,51.2828,74.952,43.817,42.301,1,"242,239,383,332"
1523,51.3147,74.543,43.766,42.119,1,"243,238,381,330"
1524,51.3468,75.337,44.883,43.056,1,"239,235,387,333"
1525,51.3828,75.425,44.707,42.822,1,"239,232,387,330"
1526,51.4148,75.778,44.816,43.175,1,"238,229,388,328"
1527,51.4468,75.674,44.803,42.878,1,"242,233,387,330"
1528,51.4828,75.892,44.846,43.147,1,"238,231,387,330"
1529,51.515,75.825,44.786,43.005,1,"240,234,387,332"
1530,51.5468,76.36,44.937,43.359,1,"239,236,386,335"
1531,51.5834,76.145,44.855,43.066,1,"241,235,388,334"
1532,51.6147,75.997,44.625,43.138,1,"242,235,387,332"
1533,51.6467,75.617,44.536,42.752,1,"242,235,387,332"
1534,51.6827,75.584,44.384,42.913,1,"242,233,383,327"
1535,51.7147,75.636,44.695,42.93,1,"242,232,387,329"
1536,51.7469,75.228,44.615,42.959,1,"243,234,385,329"
1537,51.7829,75.932,45.233,43.319,1,"237,228,391,331"
1538,51.8147,75.391,44.525,42.996,1,"242,234,384,329"
1539,51.8468,75.592,44.815,42.966,1,"237,232,386,331"
1540,51.8787,75.617,44.607,43.174,1,"241,235,383,330"
1541,51.9147,75.372,44.55,42.713,1,"242,235,384,330"
1542,51.9467,75.646,44.602,43.202,1,"241,234,383,329"
1543,51.9788,75.457,44.734,42.88,1,"241,233,385,329"
1544,52.015,76.226,45.174,43.556,1,"239,230,386,329"
1545,52.0468,75.826,44.909,43.071,1,"241,234,388,332"
1546,52.0787,75.95,44.924,43.381,1,"240,232,385,329"
1547,52.1147,75.433,44.855,42.969,1,"241,233,385,329"
1548,52.1468,75.807,44.914,43.095,1,"241,233,385,329"
1549,52.1788,75.373,44.643,42.58,1,"243,236,387,332"
1550,52.2148,75.95,44.79,42.855,1,"240,236,385,333"
1551,52.2467,76.027,44.904,42.874,1,"239,234,386,333"
1552,52.2789,75.966,44.48,42.901,1,"243,238,385,333"
1553,52.3148,76.714,45.358,43.316,1,"239,233,389,334"
1554,52.3468,77.079,45.371,43.538,1,"238,233,388,334"
1555,52.3787,74.905,43.973,42.14,1,"242,239,383,332"
1556,52.4108,75.54,44.431,42.578,1,"241,236,382,330"
1557,52.4468,75.399,44.244,42.206,1,"241,237,383,332"
1558,52.4791,75.686,44.268,42.629,1,"241,237,383,332"
1559,52.5108,75.48,44.392,42.683,1,"240,237,385,334"
1560,52.5467,76.689,45.101,43.583,1,"238,235,388,336"
1561,52.5788,75.187,44.277,42.556,1,"238,238,382,334"
1562,52.6108,75.933,44.683,42.994,1,"237,236,384,334"
1563,52.6469,75.502,44.577,42.675,1,"239,235,385,332"
1564,52.679,75.968,44.74,42.91,1,"236,236,386,335"
1565,52.7107,76.275,45.082,42.916,1,"237,234,387,335"
1566,52.7467,76.144,44.784,42.88,1,"239,235,385,332"
1567,52.7788,75.614,44.735,42.513,1,"239,235,385,332"
1568,52.8108,76.338,44.993,43.217,1,"236,236,386,336"
1569,52.8467,75.421,44.531,42.523,1,"240,238,386,335"
1570,52.8787,75.903,44.698,42.978,1,"238,236,385,334"
1571,52.9108,75.325,44.511,42.663,1,"238,236,385,334"
1572,52.9468,75.533,44.652,42.628,1,"238,236,385,334"
1573,52.9787,75.159,44.575,42.318,1,"237,235,382,332"
1574,53.0107,75.388,44.32,42.586,1,"240,237,384,333"
1575,53.0428,74.929,44.338,42.099,1,"238,237,380,332"
1576,53.0787,75.698,44.462,42.627,1,"237,235,381,331"
1577,53.1109,75.381,44.306,42.328,1,"239,238,383,334"
1578,53.1428,75.583,44.219,42.747,1,"240,239,384,335"
1579,53.1788,75.852,44.668,42.819,1,"237,234,384,332"
1580,53.2108,75.979,44.587,42.944,1,"239,236,384,333"
1581,53.2428,75.218,44.241,42.525,1,"238,237,380,332"
1582,53.2792,75.944,44.832,43.225,1,"234,234,383,333"
1583,53.3109,75.534,44.799,42.708,1,"233,235,383,334"
1584,53.3428,75.676,44.759,42.787,1,"239,236,384,333"
1585,53.3788,74.798,44.643,42.492,1,"239,236,381,331"
1586,53.4108,75.615,44.857,43.385,1,"236,234,382,331"
1587,53.4431,75.312,44.504,42.739,1,"238,237,384,334"
1588,53.4789,75.657,44.599,43.07,1,"238,236,382,332"
1589,53.5107,75.471,44.549,42.786,1,"240,238,385,335"
1590,53.5427,75.764,44.744,43.053,1,"239,235,387,333"
1591,53.5751,75.174,44.384,42.517,1,"243,236,386,331"
1592,53.611,75.323,44.308,42.9,1,"243,236,386,331"
1593,53.6427,75.039,44.37,42.456,1,"243,236,386,331"
1594,53.6748,75.198,44.201,42.737,1,"243,237,383,331"
1595,53.7108,74.842,44.186,42.339,1,"241,236,382,330"
1596,53.7428,74.808,44.24,42.74,1,"241,236,382,330"
1597,53.7747,74.973,44.431,42.577,1,"241,236,385,332"
1598,53.8108,75.657,44.785,43.003,1,"238,235,386,333"
1599,53.8427,75.248,44.414,42.671,1,"241,236,385,332"
1600,53.8749,75.489,44.249,42.67,1,"242,237,383,331"
1601,53.911,76.039,45.094,42.919,1,"239,232,389,332"
1602,53.9428,75.459,44.559,42.848,1,"242,235,383,329"
1603,53.9751,76.472,45.379,43.397,1,"236,230,390,333"
1604,54.0109,75.52,44.51,42.911,1,"242,235,383,329"
1605,54.0427,75.799,44.918,43.139,1,"240,232,387,330"
1606,54.0748,76.158,44.992,43.401,1,"240,232,387,330"
1607,54.1072,76.109,45.039,43.364,1,"239,232,389,332"
1608,54.1428,76.161,45.035,43.174,1,"239,232,389,332"
1609,54.175,76.031,45.163,43.046,1,"239,232,389,332"
1610,54.2069,76.529,45.313,43.494,1,"239,232,389,332"
1611,54.2431,76.615,45.568,43.445,1,"236,230,390,333"
1612,54.2747,76.831,45.628,43.907,1,"233,229,387,332"
1613,54.3068,76.112,45.315,43.234,1,"230,226,384,329"
1614,54.3428,76.241,44.816,43.225,1,"235,234,382,332"
1615,54.3749,75.771,44.99,42.904,1,"234,231,384,330"
1616,54.4067,76.61,45.156,43.382,1,"232,231,382,331"
1617,54.4428,76.267,45.093,43.058,1,"233,233,383,333"
1618,54.4749,75.873,44.323,42.982,1,"235,238,378,333"
1619,54.5067,76.15,44.745,42.832,1,"233,236,378,333"
1620,54.5431,74.963,43.696,41.966,1,"236,240,374,331"
1621,54.5748,75.467,44.59,42.4,1,"238,236,379,330"
1622,54.6067,76.913,45.332,43.617,1,"233,232,383,332"
1623,54.6429,77.177,45.614,43.489,1,"232,229,387,332"
1624,54.6751,76.202,44.471,42.983,1,"236,238,376,332"
1625,54.707,76.143,44.898,42.886,1,"236,234,380,330"
1626,54.739,75.904,44.29,42.679,1,"235,239,376,333"
1627,54.7748,76.124,44.783,42.753,1,"235,235,379,331"
1628,54.8068,75.906,44.369,42.673,1,"236,239,376,333"
1629,54.8388,75.839,44.621,42.579,1,"237,237,378,331"
1630,54.8747,76.477,44.936,43.096,1,"236,235,376,329"
1631,54.9068,75.602,44.38,42.305,1,"239,237,377,329"
1632,54.9389,76.041,44.675,42.435,1,"239,235,377,327"
1633,54.9749,75.999,44.868,42.667,1,"237,235,378,329"
1634,55.0068,76.523,44.741,43.079,1,"238,236,379,330"
1635,55.0388,0.0,0.0,0.0,0,
1636,55.0747,76.366,44.646,42.853,1,"238,236,379,330"
1637,55.1067,76.872,45.493,43.378,1,"230,226,381,327"
1638,55.1387,76.326,44.964,42.954,1,"236,232,376,326"
1639,55.1748,76.003,44.979,42.615,1,"236,232,376,326"
1640,55.2067,76.28,44.848,42.834,1,"236,232,376,326"
1641,55.2388,75.77,44.805,42.615,1,"236,232,376,326"
1642,55.2708,75.992,44.907,42.964,1,"236,232,376,326"
1643,55.3067,75.512,44.91,42.708,1,"237,232,377,326"
1644,55.3388,76.035,45.242,43.236,1,"235,230,382,328"
1645,55.3707,74.86,44.418,42.299,1,"240,235,378,327"
1646,55.4068,76.068,45.177,43.265,1,"235,230,382,328"
1647,55.4387,75.715,45.002,43.007,1,"235,230,382,328"
1648,55.4708,75.207,44.332,42.745,1,"240,235,378,327"
1649,55.5068,75.844,45.023,42.972,1,"236,230,383,328"
1650,55.5389,76.13,44.979,43.26,1,"237,231,382,328"
1651,55.5708,76.009,45.226,43.24,1,"234,228,384,328"
1652,55.6068,76.034,44.973,43.398,1,"236,231,381,328"
1653,55.639,75.794,44.951,43.127,1,"236,231,383,329"
1654,55.6708,76.17,44.971,43.487,1,"236,230,381,327"
1655,55.7068,0.0,0.0,0.0,0,
1656,55.7397,76.517,45.18,43.396,1,"236,232,386,332"
1657,55.7711,74.945,44.012,42.39,1,"239,237,377,329"
1658,55.8028,76.409,44.924,43.448,1,"237,233,382,330"
1659,55.8387,75.913,44.92,43.015,1,"235,231,385,330"
1660,55.871,76.505,45.21,43.535,1,"238,228,388,328"
1661,55.9027,75.513,44.846,42.721,1,"240,232,383,327"
1662,55.9388,75.859,44.954,43.177,1,"242,231,382,325"
1663,55.971,75.472,44.911,42.885,1,"245,229,386,323"
1664,56.0028,75.319,44.507,42.859,1,"247,231,385,322"
1665,56.0388,75.49,44.786,42.66,1,"248,231,386,324"
1666,56.0714,75.75,44.722,43.085,1,"248,233,388,327"
1667,56.1027,75.558,44.959,43.129,1,"244,229,392,327"
1668,56.139,75.28,44.624,42.793,1,"246,233,387,327"
1669,56.1708,75.151,44.693,42.554,1,"245,229,388,324"
1670,56.2028,75.312,44.693,42.827,1,"245,231,386,325"
1671,56.239,75.214,44.444,42.534,1,"247,235,388,329"
1672,56.2709,0.0,0.0,0.0,0,
1673,56.3027,74.73,44.17,42.177,1,"251,236,386,327"
1674,56.339,75.339,44.236,42.57,1,"251,236,386,327"
1675,56.3711,74.441,43.934,41.943,1,"251,237,384,326"
1676,56.4027,74.689,44.064,42.507,1,"248,237,386,328"
1677,56.4348,75.369,44.528,42.651,1,"251,234,389,327"
1678,56.4709,75.34,44.352,42.845,1,"249,235,390,329"
1679,56.5028,74.827,44.264,42.202,1,"251,234,389,327"
1680,56.5349,75.113,44.189,42.626,1,"248,237,389,331"
1681,56.5715,74.809,44.246,42.255,1,"248,234,388,328"
1682,56.6028,74.902,44.171,42.702,1,"248,234,388,328"
1683,56.6347,74.93,44.29,42.477,1,"249,237,393,333"
1684,56.6708,75.527,44.465,42.879,1,"246,237,395,336"
1685,56.7027,74.863,44.303,42.266,1,"247,235,393,332"
1686,56.7348,75.265,44.531,42.859,1,"246,236,393,334"
1687,56.7711,74.495,44.23,42.14,1,"248,237,392,333"
1688,56.8027,74.587,44.223,42.501,1,"251,236,394,331"
1689,56.8348,75.181,44.759,42.777,1,"247,233,398,334"
1690,56.871,75.161,44.51,42.97,1,"247,235,397,334"
1691,56.9027,75.272,44.839,42.864,1,"247,233,400,335"
1692,56.9348,75.47,44.835,42.831,1,"247,232,400,334"
1693,56.9668,75.185,44.692,42.627,1,"246,231,399,333"
1694,57.0028,75.325,44.704,42.864,1,"246,231,397,332"
1695,57.035,75.332,44.811,42.61,1,"247,232,400,334"
1696,57.0668,75.668,44.644,42.812,1,"248,236,398,336"
1697,57.1027,76.079,45.008,42.905,1,"247,236,400,338"
1698,57.1351,76.231,45.016,43.242,1,"247,236,400,338"
1699,57.1669,75.279,44.596,42.549,1,"248,236,398,336"
1700,57.2028,74.494,44.181,42.326,1,"250,237,396,334"
1701,57.2349,74.947,44.198,42.072,1,"250,238,397,337"
1702,57.2668,74.702,44.083,42.36,1,"250,238,395,335"
1703,57.3027,74.299,44.098,41.933,1,"249,237,397,335"
1704,57.3348,75.155,44.387,42.416,1,"248,237,398,337"
1705,57.3669,74.358,44.074,41.949,1,"250,238,398,336"
1706,57.4028,75.125,44.261,42.572,1,"248,237,398,337"
1707,57.4348,74.812,44.154,42.276,1,"250,238,397,337"
1708,57.4669,75.235,44.232,42.609,1,"250,239,397,338"
1709,57.4989,74.392,43.998,42.232,1,"249,237,397,335"
1710,57.535,74.405,43.906,42.289,1,"250,240,394,336"
1711,57.5668,74.222,43.914,42.037,1,"248,240,394,337"
1712,57.5987,74.615,43.93,42.274,1,"249,240,395,337"
1713,57.6348,74.228,43.866,41.8,1,"251,240,393,335"
1714,57.6668,74.804,44.032,42.295,1,"248,240,392,336"
1715,57.699,74.388,43.978,41.976,1,"248,240,392,336"
1716,57.7349,75.143,44.416,42.646,1,"246,238,396,338"
1717,57.7672,74.961,44.414,42.482,1,"247,238,394,337"
1718,57.7988,74.608,44.02,42.45,1,"248,240,392,336"
1719,57.8347,74.428,44.096,42.199,1,"249,240,395,337"
1720,57.8668,74.716,44.099,42.532,1,"249,240,395,337"
1721,57.899,74.62,44.282,42.56,1,"248,235,397,334"
1722,57.9348,75.065,44.253,42.914,1,"250,239,397,338"
1723,57.9668,74.502,43.986,42.289,1,"251,239,396,336"
1724,57.9991,75.124,44.24,42.761,1,"250,239,397,338"
1725,58.0348,74.603,44.212,42.342,1,"250,239,397,338"
1726,58.0668,74.344,43.802,42.406,1,"251,242,395,338"
1727,58.0988,74.224,43.803,42.181,1,"251,242,396,339"
1728,58.1307,74.568,44.222,42.497,1,"249,239,399,339"
1729,58.1667,74.216,44.17,42.11,1,"250,237,399,336"
1730,58.1987,74.652,44.361,42.597,1,"251,238,398,337"
1731,58.2311,74.03,43.92,42.062,1,"251,240,396,337"
1732,58.2668,74.484,43.779,42.353,1,"251,243,396,340"
1733,58.2991,74.492,44.022,42.269,1,"250,239,397,338"
1734,58.3311,74.34,43.984,42.28,1,"251,239,399,337"
1735,58.3668,74.184,44.099,42.234,1,"250,239,397,338"
1736,58.3989,74.616,44.131,42.46,1,"250,239,397,338"
1737,58.431,74.24,43.972,42.12,1,"251,240,401,340"
1738,58.4669,74.514,43.906,42.327,1,"248,241,398,341"
1739,58.4991,74.216,43.83,42.064,1,"248,240,398,340"
1740,58.5309,73.979,43.609,41.918,1,"250,241,397,339"
1741,58.5669,73.967,43.869,42.059,1,"249,240,399,340"
1742,58.5987,73.778,43.373,41.961,1,"251,242,395,338"
1743,58.6309,73.61,43.586,41.672,1,"251,242,398,340"
1744,58.6627,73.809,43.55,41.842,1,"251,241,395,337"
1745,58.6988,73.763,43.616,41.811,1,"248,240,395,338"
1746,58.7309,73.929,43.603,42.075,1,"250,242,400,341"
1747,58.7628,73.596,43.575,41.739,1,"251,242,398,340"
1748,58.7988,74.144,43.612,42.134,1,"250,241,397,339"
1749,58.8308,73.188,43.305,41.393,1,"252,240,395,335"
1750,58.8627,74.006,43.646,42.034,1,"250,239,397,337"
1751,58.8988,73.617,43.601,41.749,1,"251,239,399,337"
1752,58.9309,73.829,43.292,41.907,1,"255,240,399,336"
1753,58.9627,73.865,43.591,41.842,1,"254,240,401,338"
1754,58.9993,74.161,43.488,41.915,1,"250,241,400,340"
1755,59.0308,73.51,43.423,41.673,1,"253,240,403,339"
1756,59.0627,73.92,43.494,42.026,1,"250,240,400,339"
1757,59.0991,73.669,43.459,41.827,1,"250,240,400,339"
1758,59.1307,73.942,43.504,42.245,1,"255,241,402,339"
1759,59.1627,73.252,43.259,41.673,1,"258,242,400,337"
1760,59.1951,73.849,43.273,41.904,1,"255,242,399,338"
1761,59.231,71.197,41.514,39.973,1,"258,244,397,337"
1762,59.2628,71.296,41.416,40.386,1,"255,240,403,338"
1763,59.2948,71.097,41.215,39.869,1,"256,240,403,338"
1764,59.3307,70.452,40.647,39.379,1,"258,244,397,337"
1765,59.3631,70.951,41.243,39.378,1,"255,241,401,338"
1766,59.395,71.149,41.224,39.785,1,"255,241,401,338"
1767,59.4311,70.392,40.663,39.125,1,"258,244,397,337"
1768,59.4627,71.548,41.295,39.889,1,"254,241,400,338"
1769,59.4947,71.189,41.415,39.662,1,"252,238,402,337"
1770,59.5308,71.115,41.192,39.845,1,"254,241,398,337"
1771,59.5627,71.474,41.571,39.768,1,"253,240,400,338"
1772,59.5948,72.22,41.735,40.337,1,"251,239,401,339"
1773,59.6311,71.921,41.68,39.836,1,"253,239,400,338"
1774,59.6627,71.949,41.814,40.303,1,"250,235,403,337"
1775,59.6947,71.41,41.493,39.626,1,"252,238,399,337"
1776,59.7311,71.257,41.321,39.623,1,"251,240,401,340"
1777,59.7628,70.669,40.92,38.992,1,"252,242,396,338"
1778,59.7948,71.581,41.228,39.875,1,"253,241,400,339"
1779,59.8271,71.637,41.426,39.827,1,"251,240,398,339"
1780,59.8628,71.466,41.163,39.695,1,"252,243,398,340"
1781,59.8949,71.287,41.218,39.575,1,"250,240,397,338"
1782,59.9267,71.675,41.287,39.941,1,"249,242,396,340"
1783,59.9627,71.155,41.348,39.512,1,"251,239,397,336"
1784,59.9947,74.291,43.243,41.624,1,"250,240,394,336"
1785,60.0269,74.124,43.729,41.615,1,"249,238,396,336"
1786,60.0628,74.804,44.024,42.15,1,"250,239,397,338"
1787,60.0947,74.295,44.07,41.937,1,"250,239,397,338"
1788,60.1267,75.126,44.033,42.337,1,"248,240,398,340"
1789,60.1632,74.918,44.256,42.313,1,"247,236,400,338"
1790,60.1951,74.724,43.916,42.172,1,"249,241,397,339"
1791,60.2269,74.647,44.092,42.168,1,"250,239,397,338"
1792,60.2632,74.615,43.922,42.365,1,"251,238,398,336"
1793,60.295,74.516,44.032,42.172,1,"250,237,399,336"
1794,60.3268,74.662,43.971,42.2,1,"250,238,396,335"
1795,60.3589,74.711,44.329,42.25,1,"247,234,400,336"
1796,60.395,74.948,44.211,42.539,1,"250,235,397,334"
1797,60.4269,74.465,44.261,42.205,1,"248,233,399,334"
1798,60.4587,74.897,44.259,42.411,1,"248,236,398,336"
1799,60.4948,74.533,44.085,41.963,1,"248,236,398,336"
1800,60.527,74.346,43.755,41.95,1,"251,239,395,335"
1801,60.5588,73.817,43.582,41.552,1,"251,242,395,338"
1802,60.595,74.141,43.818,42.207,1,"252,240,396,336"
1803,60.6268,73.819,43.707,41.89,1,"251,240,395,336"
1804,60.6589,74.192,43.679,42.103,1,"249,239,393,335"
1805,60.6948,73.962,43.727,41.812,1,"252,239,396,335"
1806,60.7268,74.804,44.182,42.45,1,"250,236,397,335"
1807,60.7589,74.211,43.826,41.951,1,"252,239,398,336"
1808,60.7949,74.548,44.056,42.34,1,"250,236,399,335"
1809,60.8268,74.074,43.857,41.875,1,"251,238,396,335"
1810,60.8588,74.515,44.024,42.333,1,"251,238,400,337"
1811,60.8909,74.507,44.161,42.265,1,"251,236,402,337"
1812,60.9267,71.819,41.861,40.365,1,"255,238,402,336"
1813,60.9589,71.716,41.827,40.154,1,"254,236,404,336"
1814,60.9909,72.382,41.969,40.594,1,"250,234,404,337"
1815,61.027,72.294,41.945,40.301,1,"252,236,406,339"
1816,61.059,72.928,41.937,40.543,1,"255,240,405,341"
1817,61.0909,71.851,41.891,40.003,1,"254,235,404,336"
1818,61.1269,72.212,41.783,40.336,1,"257,240,404,339"
1819,61.1593,71.813,41.958,40.207,1,"251,233,405,336"
1820,61.1909,71.557,41.177,39.871,1,"257,242,401,338"
1821,61.227,72.253,42.273,40.304,1,"249,233,408,339"
1822,61.2587,72.384,42.036,40.536,1,"248,232,406,337"
1823,61.2907,71.864,41.995,40.168,1,"250,232,408,337"
1824,61.3268,72.011,41.552,39.852,1,"253,240,403,339"
1825,61.3588,71.924,41.79,39.805,1,"252,238,402,338"
1826,61.3908,71.853,41.655,39.922,1,"252,238,402,337"
1827,61.4269,72.36,42.166,40.217,1,"247,237,400,339"
1828,61.4589,72.951,42.282,40.581,1,"247,237,400,339"
1829,61.4909,72.737,42.425,40.272,1,"244,233,401,338"
1830,61.5231,72.858,42.163,40.587,1,"248,236,398,336"
1831,61.5588,73.017,42.654,40.592,1,"244,233,401,338"
1832,61.5907,72.989,42.3,40.855,1,"249,237,399,337"
1833,61.6229,72.912,42.333,40.566,1,"248,236,398,336"
1834,61.6587,73.673,42.574,41.171,1,"249,234,399,335"
1835,61.6908,72.976,42.335,40.377,1,"247,235,397,335"
1836,61.7229,73.292,42.341,40.714,1,"250,236,397,334"
1837,61.7588,73.362,42.47,40.578,1,"248,233,399,334"
1838,61.791,73.963,42.642,41.053,1,"248,234,399,335"
1839,61.8228,72.802,42.355,40.459,1,"251,234,399,332"
1840,61.859,73.5,42.759,41.059,1,"250,232,401,333"
1841,61.8909,73.398,42.744,40.78,1,"252,236,402,337"
1842,61.9228,73.849,42.713,41.152,1,"254,236,405,337"
1843,61.9588,73.443,42.811,40.881,1,"253,232,405,334"
1844,61.9911,73.281,42.537,40.86,1,"257,234,404,332"
1845,62.0228,72.895,42.367,40.374,1,"258,239,406,337"
1846,62.0551,73.06,42.623,40.939,1,"257,230,405,328"
1847,62.0909,73.169,42.687,40.619,1,"256,230,405,329"
1848,62.1231,73.584,43.029,41.242,1,"256,227,410,330"
1849,62.1547,73.38,42.837,40.753,1,"258,228,409,329"
1850,62.1909,73.895,42.916,41.308,1,"258,228,412,331"
1851,62.2228,73.003,42.558,40.515,1,"260,230,410,329"
1852,62.255,73.296,42.769,40.869,1,"258,228,411,329"
1853,62.291,73.417,42.997,40.807,1,"257,225,414,330"
1854,62.3227,74.061,43.055,41.247,1,"255,228,411,332"
1855,62.3548,73.272,42.822,40.743,1,"256,227,409,329"
1856,62.3909,73.612,42.715,41.008,1,"259,230,408,329"
1857,62.4227,73.106,42.558,40.698,1,"259,233,407,331"
1858,62.4548,73.257,42.609,41.083,1,"258,228,407,327"
1859,62.4908,73.262,42.794,40.731,1,"257,230,408,331"
1860,62.5228,73.35,42.888,41.292,1,"255,229,405,330"
1861,62.5551,73.633,43.158,41.253,1,"251,231,405,334"
1862,62.5869,72.809,42.515,41.199,1,"255,231,403,329"
1863,62.6229,72.614,42.461,40.812,1,"256,233,402,330"
1864,62.655,73.242,43.131,41.508,1,"250,226,408,331"
1865,62.6869,73.276,43.133,41.012,1,"252,228,406,331"
1866,62.7232,73.401,42.949,41.002,1,"251,227,404,329"
1867,62.755,73.521,43.155,41.001,1,"252,230,406,333"
